phase_id,trip_id,phase,leg_index,start_s,end_s,s0,s1,is_boundary,direct,atom_id,mode,relay_trip_id,eligible_relay_indices,selected_margin_mid_db,direct_margin_mid_db,backhaul_margin_db
PH-0001,Q3-T-001,爬升,1,390.0,390.0,0.0,0.0,True,True,COM-00001,直连,,,45.92517525248826,45.92517525248826,
PH-0001,Q3-T-001,爬升,1,390.34184672371094,390.34184672371094,0.00705533907522279,0.00705533907522279,True,True,COM-00003,直连,,,46.38238674364702,46.38238674364702,
PH-0001,Q3-T-001,爬升,1,399.60265609712184,399.60265609712184,0.19818822322614532,0.19818822322614532,True,True,COM-00005,直连,,,63.04826031558974,63.04826031558974,
PH-0001,Q3-T-001,爬升,1,400.5743917449054,400.5743917449054,0.21824377447487314,0.21824377447487314,True,True,COM-00007,直连,,,60.56487003084809,60.56487003084809,
PH-0001,Q3-T-001,爬升,1,408.6860501935803,408.6860501935803,0.3856594518770947,0.3856594518770947,True,True,COM-00009,直连,,,50.80570620510426,50.80570620510426,
PH-0001,Q3-T-001,爬升,1,417.99820232145794,417.99820232145794,0.5778519938123206,0.5778519938123206,True,True,COM-00011,直连,,,45.82290764368433,45.82290764368433,
PH-0001,Q3-T-001,爬升,1,438.45220336914065,438.45220336914065,1.0,1.0,True,True,COM-00013,直连,,,39.982830377148545,39.982830377148545,
PH-0002,Q3-T-001,巡航,1,572.4228357746762,572.4228357746762,0.5264108467150513,0.5264108467150513,True,True,COM-00015,直连,,,17.79550583936357,17.79550583936357,
PH-0002,Q3-T-001,巡航,1,625.2985493120008,625.2985493120008,0.7341754040218321,0.7341754040218321,True,True,COM-00017,直连,,,4.918777094567162,4.918777094567162,
PH-0002,Q3-T-001,巡航,1,637.6266838664694,637.6266838664694,0.7826163468815358,0.7826163468815358,True,True,COM-00019,直连,,,4.365419094587921,4.365419094587921,
PH-0002,Q3-T-001,巡航,1,692.9504403290156,692.9504403290156,1.0,1.0,True,True,COM-00021,直连,,,2.2410165102830177,2.2410165102830177,
PH-0003,Q3-T-001,下降,1,718.4143651774021,718.4143651774021,0.714824110688457,0.714824110688457,True,True,COM-00023,直连,,,2.2465553185876814,2.2465553185876814,
PH-0003,Q3-T-001,下降,1,724.3842982433409,724.3842982433409,0.8824122621669849,0.8824122621669849,True,True,COM-00025,直连,,,2.2473088722119314,2.2473088722119314,
PH-0003,Q3-T-001,下降,1,727.0820771027705,727.0820771027705,0.9581443963728433,0.9581443963728433,True,True,COM-00027,直连,,,2.2475814025186764,2.2475814025186764,
