drone_id,model_id,trip_count,operation_time_s,last_return_s,utilization,energy_kwh,total_weight_kg
U01,A,2,3708.0057340698413,3708.0057340698413,0.5226021905757776,4.347904027327839,40.0
U02,A,3,4193.989463685528,4393.767076532038,0.591096195142104,4.686018102389525,61.0
U03,A,2,4739.348948460058,5991.391894905531,0.6679585523859881,6.260166100289615,39.0
U04,A,2,3266.9764652290824,3733.4687648911786,0.4604440175485638,3.917916799932204,33.0
U05,B,4,6522.72892502403,6928.476795035495,0.9193061362955648,7.3018159059294065,100.0
U06,B,4,7008.981875223347,7095.273997961129,0.9878380845105378,9.19383002752681,95.0
U07,C,3,6503.187911689303,6503.187911689303,0.9165520476810388,15.128502913088276,183.0
U08,C,3,6170.072811748995,6170.072811748995,0.8696031772024596,15.347885013956011,207.0
