phase_id,trip_id,phase,leg_index,start_s,end_s,s0,s1,is_boundary,direct,atom_id,guard_margin_db,guard_relay_trip_id
PH-0067,Q3-T-009,下降,2,2479.3757439223077,2479.3757439223077,0.6143405481229054,0.6143405481229054,True,True,COM-00633,0.2,
PH-0067,Q3-T-009,下降,2,2479.3757439223077,2489.1097340607175,0.6143405481229054,0.7817562255251269,False,True,COM-00634,0.2,
PH-0067,Q3-T-009,下降,2,2489.1097340607175,2489.1097340607175,0.7817562255251269,0.7817562255251269,True,True,COM-00635,0.2,
PH-0067,Q3-T-009,下降,2,2489.1097340607175,2490.275816838058,0.7817562255251269,0.8018117767738546,False,True,COM-00636,0.2,
PH-0067,Q3-T-009,下降,2,2490.275816838058,2490.275816838058,0.8018117767738546,0.8018117767738546,True,True,COM-00637,0.2,
PH-0067,Q3-T-009,下降,2,2490.275816838058,2501.3887880861507,0.8018117767738546,0.9929446609247771,False,True,COM-00638,0.2,
PH-0067,Q3-T-009,下降,2,2501.3887880861507,2501.3887880861507,0.9929446609247771,0.9929446609247771,True,True,COM-00639,0.2,
PH-0067,Q3-T-009,下降,2,2501.3887880861507,2501.799004154604,0.9929446609247771,1.0,False,True,COM-00640,0.2,
PH-0067,Q3-T-009,下降,2,2501.799004154604,2501.799004154604,1.0,1.0,True,True,COM-00641,0.2,
PH-0068,Q3-T-010,爬升,1,1700.899502077302,1700.899502077302,0.0,0.0,True,True,COM-00642,0.2,
PH-0068,Q3-T-010,爬升,1,1700.899502077302,1701.241348801013,0.0,0.003777564763050175,False,True,COM-00643,0.2,
PH-0068,Q3-T-010,爬升,1,1701.241348801013,1701.241348801013,0.003777564763050175,0.003777564763050175,True,True,COM-00644,0.2,
PH-0068,Q3-T-010,爬升,1,1701.241348801013,1710.5021581744238,0.003777564763050175,0.10611380126857585,False,True,COM-00645,0.2,
PH-0068,Q3-T-010,爬升,1,1710.5021581744238,1710.5021581744238,0.10611380126857585,0.10611380126857585,True,True,COM-00646,0.2,
PH-0068,Q3-T-010,爬升,1,1710.5021581744238,1711.4738938222074,0.10611380126857585,0.11685193063315905,False,True,COM-00647,0.2,
