phase_id,anchor,s,local_line_distance_m,geodesic_plus_height_m,difference_m,absolute_relative_difference,loss_difference_db
IV-PH-0002,Q3-R-003,0.5,6380.514713342035,6380.388121302853,0.1265920391824693,1.9840805414298162e-05,0.00017233333654931337
IV-PH-0002,Q3-R-004,0.5,7228.828486754673,7228.223071504537,0.6054152501355929,8.375713424261784e-05,0.0007274747592573374
IV-PH-0002,G01,1.0,5437.713623193152,5437.778962317902,-0.06533912475060788,1.2015774308479154e-05,-0.00010436831659321879
IV-PH-0002,Q3-R-001,1.0,7855.415947703368,7855.167739339387,0.24820836398157553,3.1598098502534286e-05,0.0002744532602886937
IV-PH-0002,Q3-R-002,1.0,754.3633982570228,754.373998133775,-0.010599876752166892,1.4051222309344747e-05,-0.00012204822372432339
IV-PH-0002,Q3-R-003,1.0,7889.838869338676,7889.297975302745,0.54089403593116,6.85604774498841e-05,0.0005954883274146616
IV-PH-0002,Q3-R-004,1.0,9607.466696888538,9606.522431997955,0.9442648905824171,9.829414309565401e-05,0.0008537301213484507
IV-PH-0003,G01,0.0,5437.713623193152,5437.778962317902,-0.06533912475060788,1.2015774308479154e-05,-0.00010436831659321879
IV-PH-0003,Q3-R-001,0.0,7855.415947703368,7855.167739339387,0.24820836398157553,3.1598098502534286e-05,0.0002744532602886937
IV-PH-0003,Q3-R-002,0.0,754.3633982570228,754.373998133775,-0.010599876752166892,1.4051222309344747e-05,-0.00012204822372432339
IV-PH-0003,Q3-R-003,0.0,7889.838869338676,7889.297975302745,0.54089403593116,6.85604774498841e-05,0.0005954883274146616
IV-PH-0003,Q3-R-004,0.0,9607.466696888538,9606.522431997955,0.9442648905824171,9.829414309565401e-05,0.0008537301213484507
IV-PH-0003,G01,0.5,5429.199122450202,5429.264564043717,-0.06544159351506096,1.2053491360222102e-05,-0.00010469592668542512
IV-PH-0003,Q3-R-001,0.5,7852.661025672892,7852.412730228072,0.2482954448196324,3.162027434750245e-05,0.0002746458711421849
IV-PH-0003,Q3-R-002,0.5,763.1865401235955,763.1970174576664,-0.010477334070969846,1.3728216739986159e-05,-0.00011924259402660271
IV-PH-0003,Q3-R-003,0.5,7887.390873597727,7886.849811673942,0.5410619237845822,6.860304642592714e-05,0.0005958580514850048
IV-PH-0003,Q3-R-004,0.5,9608.640400548406,9607.696251011925,0.9441495364808361,9.827012759498867e-05,0.0008535215458590192
IV-PH-0003,G01,1.0,5423.348098396994,5423.413610591862,-0.06551219486846094,1.2079512936375792e-05,-0.00010492194995108818
IV-PH-0003,Q3-R-001,1.0,7851.7538473025415,7851.505523169178,0.24832413336389436,3.1627581822506434e-05,0.0002747093410550748
IV-PH-0003,Q3-R-002,1.0,790.4878716592449,790.4979871390034,-0.010115479758496804,1.2796338413342561e-05,-0.00011114829437666683
IV-PH-0003,Q3-R-003,1.0,7886.782615459653,7886.241511804289,0.5411036553641679,6.861362976954648e-05,0.0005959499709344384
IV-PH-0003,Q3-R-004,1.0,9611.324163927588,9610.380278051223,0.9438858763642202,9.821524737370952e-05,0.0008530449091399463
IV-PH-0004,G01,0.0,5423.348098396994,5423.413610591862,-0.06551219486846094,1.2079512936375792e-05,-0.00010492194995108818
IV-PH-0004,Q3-R-001,0.0,7851.7538473025415,7851.505523169178,0.24832413336389436,3.1627581822506434e-05,0.0002747093410550748
IV-PH-0004,Q3-R-002,0.0,790.4878716592449,790.4979871390034,-0.010115479758496804,1.2796338413342561e-05,-0.00011114829437666683
IV-PH-0004,Q3-R-003,0.0,7886.782615459653,7886.241511804289,0.5411036553641679,6.861362976954648e-05,0.0005959499709344384
IV-PH-0004,Q3-R-004,0.0,9611.324163927588,9610.380278051223,0.9438858763642202,9.821524737370952e-05,0.0008530449091399463
IV-PH-0004,G01,0.5,5423.348098396994,5423.413610591862,-0.06551219486846094,1.2079512936375792e-05,-0.00010492194995108818
IV-PH-0004,Q3-R-001,0.5,7851.7538473025415,7851.505523169178,0.24832413336389436,3.1627581822506434e-05,0.0002747093410550748
IV-PH-0004,Q3-R-002,0.5,790.4878716592449,790.4979871390034,-0.010115479758496804,1.2796338413342561e-05,-0.00011114829437666683
IV-PH-0004,Q3-R-003,0.5,7886.782615459653,7886.241511804289,0.5411036553641679,6.861362976954648e-05,0.0005959499709344384
IV-PH-0004,Q3-R-004,0.5,9611.324163927588,9610.380278051223,0.9438858763642202,9.821524737370952e-05,0.0008530449091399463
IV-PH-0004,G01,1.0,5423.348098396994,5423.413610591862,-0.06551219486846094,1.2079512936375792e-05,-0.00010492194995108818
IV-PH-0004,Q3-R-001,1.0,7851.7538473025415,7851.505523169178,0.24832413336389436,3.1627581822506434e-05,0.0002747093410550748
IV-PH-0004,Q3-R-002,1.0,790.4878716592449,790.4979871390034,-0.010115479758496804,1.2796338413342561e-05,-0.00011114829437666683
IV-PH-0004,Q3-R-003,1.0,7886.782615459653,7886.241511804289,0.5411036553641679,6.861362976954648e-05,0.0005959499709344384
IV-PH-0004,Q3-R-004,1.0,9611.324163927588,9610.380278051223,0.9438858763642202,9.821524737370952e-05,0.0008530449091399463
IV-PH-0005,G01,0.0,5423.348098396994,5423.413610591862,-0.06551219486846094,1.2079512936375792e-05,-0.00010492194995108818
IV-PH-0005,Q3-R-001,0.0,7851.7538473025415,7851.505523169178,0.24832413336389436,3.1627581822506434e-05,0.0002747093410550748
IV-PH-0005,Q3-R-002,0.0,790.4878716592449,790.4979871390034,-0.010115479758496804,1.2796338413342561e-05,-0.00011114829437666683
IV-PH-0005,Q3-R-003,0.0,7886.782615459653,7886.241511804289,0.5411036553641679,6.861362976954648e-05,0.0005959499709344384
IV-PH-0005,Q3-R-004,0.0,9611.324163927588,9610.380278051223,0.9438858763642202,9.821524737370952e-05,0.0008530449091399463
IV-PH-0005,G01,0.5,5427.52824258101,5427.593704320661,-0.0654617396512549,1.206091377089331e-05,-0.00010476039770283287
IV-PH-0005,Q3-R-001,0.5,7852.269803152581,7852.021495336581,0.24830781599939655,3.162342540030867e-05,0.0002746732399731799
IV-PH-0005,Q3-R-002,0.5,768.1869110433971,768.1973201781228,-0.010409134725705371,1.3550079455226155e-05,-0.00011769529212738591
IV-PH-0005,Q3-R-003,0.5,7887.073204494329,7886.532120776598,0.5410837177305439,6.860857338107976e-05,0.0005959060547138747
IV-PH-0005,Q3-R-004,0.5,9609.15500711294,9608.210908144203,0.9440989687373076,9.825960085212757e-05,0.0008534301207165958
IV-PH-0005,G01,1.0,5433.233886263687,5433.299279260325,-0.06539299663836573,1.2035596288240568e-05,-0.00010454049019298169
IV-PH-0005,Q3-R-001,1.0,7853.843202889573,7853.594944819894,0.24825806967874087,3.1610755510441484e-05,0.0002745631941879437
