phase_id,anchor,s,local_line_distance_m,geodesic_plus_height_m,difference_m,absolute_relative_difference,loss_difference_db
IV-PH-0034,Q3-R-003,1.0,3119.244225685461,3119.2018220544123,0.04240363104872813,1.3594385188195248e-05,0.00011807852684155793
IV-PH-0034,Q3-R-004,1.0,4558.278575801447,4557.330699261254,0.9478765401927376,0.00020798941370359385,0.0018063852453234386
IV-PH-0035,G01,0.0,3056.5952422518126,3056.5505159176114,0.044726334201186546,1.4632944545907231e-05,0.00012709921148954518
IV-PH-0035,Q3-R-001,0.0,3794.509271267316,3794.0600658640615,0.44920540325438196,0.00011839701940830493,0.001028322570093867
IV-PH-0035,Q3-R-002,0.0,4494.113769953812,4493.884608506524,0.22916144728787913,5.099406576975672e-05,0.000442917534485791
IV-PH-0035,Q3-R-003,0.0,3119.244225685461,3119.2018220544123,0.04240363104872813,1.3594385188195248e-05,0.00011807852684155793
IV-PH-0035,Q3-R-004,0.0,4558.278575801447,4557.330699261254,0.9478765401927376,0.00020798941370359385,0.0018063852453234386
IV-PH-0035,G01,0.5,1532.1485987047301,1532.137447241365,0.011151463365195013,7.278370087013655e-06,6.321888925634013e-05
IV-PH-0035,Q3-R-001,0.5,2887.3100357359526,2887.0456382039274,0.2643975320252139,9.158065550695602e-05,0.0007954230445881567
IV-PH-0035,Q3-R-002,0.5,4341.913851199035,4341.7526921219005,0.16115907713447086,3.7118437774425434e-05,0.0003224006705775242
IV-PH-0035,Q3-R-003,0.5,4409.379791708463,4409.396565830299,-0.0167741218356241,3.804176282444557e-06,-3.30427182031272e-05
IV-PH-0035,Q3-R-004,0.5,4643.895986029485,4643.358264882265,0.537721147220509,0.00011580436325305674,0.0010058056816025021
IV-PH-0035,G01,1.0,125.35661010742189,125.35661010742189,0.0,0.0,0.0
IV-PH-0035,Q3-R-001,1.0,2634.0744053308085,2633.987542970922,0.08686235988670887,3.29775135491853e-05,0.00028643432030668354
IV-PH-0035,Q3-R-002,1.0,4708.598868326735,4708.61627568952,-0.01740736278497934,3.6969168362376785e-06,-3.2111070996488776e-05
IV-PH-0035,Q3-R-003,1.0,5815.419662691138,5815.4310273564,-0.011364665261680784,1.9542257845068067e-06,-1.6974206077995902e-05
IV-PH-0035,Q3-R-004,1.0,5197.803996029734,5197.562339094408,0.241656935325409,4.649428319651743e-05,0.00040383482471387585
IV-PH-0036,G01,0.0,125.35661010742189,125.35661010742189,0.0,0.0,0.0
IV-PH-0036,Q3-R-001,0.0,2634.0744053308085,2633.987542970922,0.08686235988670887,3.29775135491853e-05,0.00028643432030668354
IV-PH-0036,Q3-R-002,0.0,4708.598868326735,4708.61627568952,-0.01740736278497934,3.6969168362376785e-06,-3.2111070996488776e-05
IV-PH-0036,Q3-R-003,0.0,5815.419662691138,5815.4310273564,-0.011364665261680784,1.9542257845068067e-06,-1.6974206077995902e-05
IV-PH-0036,Q3-R-004,0.0,5197.803996029734,5197.562339094408,0.241656935325409,4.649428319651743e-05,0.00040383482471387585
IV-PH-0036,G01,0.5,52.67830505371066,52.67830505371066,0.0,0.0,0.0
IV-PH-0036,Q3-R-001,0.5,2637.25631918887,2637.1695616339816,0.08675755488820869,3.289798128659349e-05,0.000285743534604403
IV-PH-0036,Q3-R-002,0.5,4714.006791659601,4714.024179052679,-0.017387393078024616,3.688439519527189e-06,-3.2037437686976016e-05
IV-PH-0036,Q3-R-003,0.5,5817.102814321131,5817.114175698085,-0.011361376954482694,1.953095059049493e-06,-1.696438470178949e-05
IV-PH-0036,Q3-R-004,0.5,5203.234740298889,5202.993335598568,0.2414047003212545,4.639727263719099e-05,0.00040299224083598204
IV-PH-0036,G01,1.0,20.0,20.0,0.0,0.0,0.0
IV-PH-0036,Q3-R-001,1.0,2642.4341213047032,2642.347533755259,0.08658754944417524,3.2769175264814046e-05,0.0002846247764467422
IV-PH-0036,Q3-R-002,1.0,4720.527622296987,4720.5449856715995,-0.01736337461261428,3.678256359237717e-06,-3.194898755548509e-05
IV-PH-0036,Q3-R-003,1.0,5819.693181225441,5819.704537545414,-0.011356319972946949,1.951356791342662e-06,-1.694928627142333e-05
IV-PH-0036,Q3-R-004,1.0,5209.67383011785,5209.43272380445,0.24110631340045074,4.6282642695185965e-05,0.0004019966239475446
IV-PH-0037,G01,0.0,19.999999999999986,19.999999999999986,0.0,0.0,0.0
IV-PH-0037,Q3-R-001,0.0,2642.4341213047032,2642.347533755259,0.08658754944417524,3.2769175264814046e-05,0.0002846247764467422
IV-PH-0037,Q3-R-002,0.0,4720.527622296987,4720.5449856715995,-0.01736337461261428,3.678256359237717e-06,-3.194898755548509e-05
IV-PH-0037,Q3-R-003,0.0,5819.693181225441,5819.704537545414,-0.011356319972946949,1.951356791342662e-06,-1.694928627142333e-05
IV-PH-0037,Q3-R-004,0.0,5209.67383011785,5209.43272380445,0.24110631340045074,4.6282642695185965e-05,0.0004019966239475446
IV-PH-0037,G01,0.5,172.1365875244141,172.1365875244141,0.0,0.0,0.0
IV-PH-0037,Q3-R-001,0.5,2633.0856809285638,2632.9987859507605,0.08689497780324018,3.3002285556262765e-05,0.0002866494801284731
IV-PH-0037,Q3-R-002,0.5,4705.708538447813,4705.725956502471,-0.017418054657355242,3.7014596298976165e-06,-3.2150529347151286e-05
IV-PH-0037,Q3-R-003,0.5,5814.816569342103,5814.827935186067,-0.011365843964085798,1.954631175810038e-06,-1.6977727268762286e-05
IV-PH-0037,Q3-R-004,0.5,5194.843343678913,5194.601549011721,0.2417946671921527,4.6547298173072475e-05,0.00040429528552712667
IV-PH-0037,G01,1.0,364.27317504882814,364.27317504882814,0.0,0.0,0.0
IV-PH-0037,Q3-R-001,1.0,2637.7367680111242,2637.6500262591535,0.08674175197074874,3.288599742467358e-05,0.0002856394475241797
IV-PH-0037,Q3-R-002,1.0,4698.7059496528955,4698.723393665981,-0.017444013085878396,3.7125005292700232e-06,-3.2246429735528374e-05
IV-PH-0037,Q3-R-003,1.0,5816.28641687461,5816.297779846291,-0.011362971680682676,1.9536433846382208e-06,-1.6969147406802164e-05
IV-PH-0037,Q3-R-004,1.0,5187.0922732342515,5186.850117236505,0.2421559977465222,4.668652308687496e-05,0.0004055045213925952
IV-PH-0038,G01,0.0,364.27317504882814,364.27317504882814,0.0,0.0,0.0
IV-PH-0038,Q3-R-001,0.0,2637.7367680111242,2637.6500262591535,0.08674175197074874,3.288599742467358e-05,0.0002856394475241797
IV-PH-0038,Q3-R-002,0.0,4698.7059496528955,4698.723393665981,-0.017444013085878396,3.7125005292700232e-06,-3.2246429735528374e-05
IV-PH-0038,Q3-R-003,0.0,5816.28641687461,5816.297779846291,-0.011362971680682676,1.9536433846382208e-06,-1.6969147406802164e-05
IV-PH-0038,Q3-R-004,0.0,5187.0922732342515,5186.850117236505,0.2421559977465222,4.668652308687496e-05,0.0004055045213925952
IV-PH-0038,G01,0.5,2296.4342715745875,2296.37089363167,0.0633779429176684,2.75991753307051e-05,0.00023972008300084135
IV-PH-0038,Q3-R-001,0.5,399.56697487545796,399.5479585774597,0.019016297998234677,4.759453174517476e-05,0.0004133910126153153
IV-PH-0038,Q3-R-002,0.5,6766.8399369967565,6766.61280319631,0.2271338004466088,3.3566838690595505e-05,0.0002915529631370321
IV-PH-0038,Q3-R-003,0.5,5237.6154079347725,5237.370341779536,0.24506615523660003,4.679183239757918e-05,0.00040641918369373697
IV-PH-0038,Q3-R-004,0.5,3231.992069036602,3231.9341412198696,0.057927816732444626,1.7923575853120635e-05,0.0001556808066049847
IV-PH-0038,G01,1.0,4549.324852818337,4549.0688693468355,0.2559834715011675,5.6271619281490926e-05,0.0004887553234371297
IV-PH-0038,Q3-R-001,1.0,1908.7910081277962,1908.6178333869025,0.17317474089372809,9.073306235770838e-05,0.0007880616150808212
IV-PH-0038,Q3-R-002,1.0,8932.202343194607,8931.59632238472,0.606020809887923,6.785134347922663e-05,0.0005893292880898293
IV-PH-0038,Q3-R-003,1.0,5596.237439115048,5595.321171194447,0.916267920601058,0.00016375609059192934,0.001422250882497411
IV-PH-0038,Q3-R-004,1.0,2065.7807368613308,2065.7112698866713,0.06946697465946272,3.362859837777513e-05,0.00029208938294114883
IV-PH-0039,G01,0.0,4549.324852818337,4549.0688693468355,0.2559834715011675,5.6271619281490926e-05,0.0004887553234371297
IV-PH-0039,Q3-R-001,0.0,1908.7910081277962,1908.6178333869025,0.17317474089372809,9.073306235770838e-05,0.0007880616150808212
IV-PH-0039,Q3-R-002,0.0,8932.202343194607,8931.59632238472,0.606020809887923,6.785134347922663e-05,0.0005893292880898293
IV-PH-0039,Q3-R-003,0.0,5596.237439115048,5595.321171194447,0.916267920601058,0.00016375609059192934,0.001422250882497411
IV-PH-0039,Q3-R-004,0.0,2065.7807368613308,2065.7112698866713,0.06946697465946272,3.362859837777513e-05,0.00029208938294114883
IV-PH-0039,G01,0.5,4543.510602353687,4543.254291286179,0.25631106750824983,5.641574322613782e-05,0.0004900070975841868
IV-PH-0039,Q3-R-001,0.5,1903.6886496026186,1903.5150106681133,0.17363893450533396,9.12201550984295e-05,0.0007922920639990905
IV-PH-0039,Q3-R-002,0.5,8933.265381691066,8932.659433001183,0.6059486898830073,6.783519448243663e-05,0.0005891890292014243
IV-PH-0039,Q3-R-003,0.5,5594.781228040413,5593.864721594297,0.9165064461158181,0.00016384136759292354,0.0014229914678099702
IV-PH-0039,Q3-R-004,0.5,2071.873415658923,2071.804152969975,0.06926268894812893,3.343109861462504e-05,0.00029037397931158334
IV-PH-0039,G01,1.0,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0039,Q3-R-001,1.0,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0039,Q3-R-002,1.0,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0039,Q3-R-003,1.0,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0039,Q3-R-004,1.0,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0040,G01,0.0,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0040,Q3-R-001,0.0,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0040,Q3-R-002,0.0,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0040,Q3-R-003,0.0,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0040,Q3-R-004,0.0,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0040,G01,0.5,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0040,Q3-R-001,0.5,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0040,Q3-R-002,0.5,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0040,Q3-R-003,0.5,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0040,Q3-R-004,0.5,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0040,G01,1.0,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0040,Q3-R-001,1.0,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0040,Q3-R-002,1.0,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0040,Q3-R-003,1.0,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0040,Q3-R-004,1.0,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0041,G01,0.0,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0041,Q3-R-001,0.0,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0041,Q3-R-002,0.0,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0041,Q3-R-003,0.0,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0041,Q3-R-004,0.0,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0041,G01,0.5,4543.510602353687,4543.254291286179,0.25631106750824983,5.641574322613782e-05,0.0004900070975841868
IV-PH-0041,Q3-R-001,0.5,1903.6886496026186,1903.5150106681133,0.17363893450533396,9.12201550984295e-05,0.0007922920639990905
IV-PH-0041,Q3-R-002,0.5,8933.265381691066,8932.659433001183,0.6059486898830073,6.783519448243663e-05,0.0005891890292014243
IV-PH-0041,Q3-R-003,0.5,5594.781228040413,5593.864721594297,0.9165064461158181,0.00016384136759292354,0.0014229914678099702
IV-PH-0041,Q3-R-004,0.5,2071.873415658923,2071.804152969975,0.06926268894812893,3.343109861462504e-05,0.00029037397931158334
IV-PH-0041,G01,1.0,4549.324852818337,4549.0688693468355,0.2559834715011675,5.6271619281490926e-05,0.0004887553234371297
IV-PH-0041,Q3-R-001,1.0,1908.7910081277962,1908.6178333869025,0.17317474089372809,9.073306235770838e-05,0.0007880616150808212
IV-PH-0041,Q3-R-002,1.0,8932.202343194607,8931.59632238472,0.606020809887923,6.785134347922663e-05,0.0005893292880898293
IV-PH-0041,Q3-R-003,1.0,5596.237439115048,5595.321171194447,0.916267920601058,0.00016375609059192934,0.001422250882497411
IV-PH-0041,Q3-R-004,1.0,2065.7807368613308,2065.7112698866713,0.06946697465946272,3.362859837777513e-05,0.00029208938294114883
IV-PH-0042,G01,0.0,4549.324852818337,4549.0688693468355,0.2559834715011675,5.6271619281490926e-05,0.0004887553234371297
IV-PH-0042,Q3-R-001,0.0,1908.7910081277962,1908.6178333869025,0.17317474089372809,9.073306235770838e-05,0.0007880616150808212
IV-PH-0042,Q3-R-002,0.0,8932.202343194607,8931.59632238472,0.606020809887923,6.785134347922663e-05,0.0005893292880898293
IV-PH-0042,Q3-R-003,0.0,5596.237439115048,5595.321171194447,0.916267920601058,0.00016375609059192934,0.001422250882497411
IV-PH-0042,Q3-R-004,0.0,2065.7807368613308,2065.7112698866713,0.06946697465946272,3.362859837777513e-05,0.00029208938294114883
IV-PH-0042,G01,0.5,2296.4342715745875,2296.37089363167,0.0633779429176684,2.75991753307051e-05,0.00023972008300084135
IV-PH-0042,Q3-R-001,0.5,399.56697487545796,399.5479585774597,0.019016297998234677,4.759453174517476e-05,0.0004133910126153153
IV-PH-0042,Q3-R-002,0.5,6766.8399369967565,6766.61280319631,0.2271338004466088,3.3566838690595505e-05,0.0002915529631370321
IV-PH-0042,Q3-R-003,0.5,5237.6154079347725,5237.370341779536,0.24506615523660003,4.679183239757918e-05,0.00040641918369373697
IV-PH-0042,Q3-R-004,0.5,3231.992069036602,3231.9341412198696,0.057927816732444626,1.7923575853120635e-05,0.0001556808066049847
IV-PH-0042,G01,1.0,364.27317504882814,364.27317504882814,0.0,0.0,0.0
IV-PH-0042,Q3-R-001,1.0,2637.7367680111242,2637.6500262591535,0.08674175197074874,3.288599742467358e-05,0.0002856394475241797
IV-PH-0042,Q3-R-002,1.0,4698.7059496528955,4698.723393665981,-0.017444013085878396,3.7125005292700232e-06,-3.2246429735528374e-05
IV-PH-0042,Q3-R-003,1.0,5816.28641687461,5816.297779846291,-0.011362971680682676,1.9536433846382208e-06,-1.6969147406802164e-05
IV-PH-0042,Q3-R-004,1.0,5187.0922732342515,5186.850117236505,0.2421559977465222,4.668652308687496e-05,0.0004055045213925952
IV-PH-0043,G01,0.0,364.27317504882814,364.27317504882814,0.0,0.0,0.0
IV-PH-0043,Q3-R-001,0.0,2637.7367680111242,2637.6500262591535,0.08674175197074874,3.288599742467358e-05,0.0002856394475241797
IV-PH-0043,Q3-R-002,0.0,4698.7059496528955,4698.723393665981,-0.017444013085878396,3.7125005292700232e-06,-3.2246429735528374e-05
IV-PH-0043,Q3-R-003,0.0,5816.28641687461,5816.297779846291,-0.011362971680682676,1.9536433846382208e-06,-1.6969147406802164e-05
IV-PH-0043,Q3-R-004,0.0,5187.0922732342515,5186.850117236505,0.2421559977465222,4.668652308687496e-05,0.0004055045213925952
IV-PH-0043,G01,0.5,172.1365875244141,172.1365875244141,0.0,0.0,0.0
IV-PH-0043,Q3-R-001,0.5,2633.0856809285638,2632.9987859507605,0.08689497780324018,3.3002285556262765e-05,0.0002866494801284731
IV-PH-0043,Q3-R-002,0.5,4705.708538447813,4705.725956502471,-0.017418054657355242,3.7014596298976165e-06,-3.2150529347151286e-05
IV-PH-0043,Q3-R-003,0.5,5814.816569342103,5814.827935186067,-0.011365843964085798,1.954631175810038e-06,-1.6977727268762286e-05
IV-PH-0043,Q3-R-004,0.5,5194.843343678913,5194.601549011721,0.2417946671921527,4.6547298173072475e-05,0.00040429528552712667
IV-PH-0043,G01,1.0,20.0,20.0,0.0,0.0,0.0
IV-PH-0043,Q3-R-001,1.0,2642.4341213047032,2642.347533755259,0.08658754944417524,3.2769175264814046e-05,0.0002846247764467422
IV-PH-0043,Q3-R-002,1.0,4720.527622296987,4720.5449856715995,-0.01736337461261428,3.678256359237717e-06,-3.194898755548509e-05
IV-PH-0043,Q3-R-003,1.0,5819.693181225441,5819.704537545414,-0.011356319972946949,1.951356791342662e-06,-1.694928627142333e-05
IV-PH-0043,Q3-R-004,1.0,5209.67383011785,5209.43272380445,0.24110631340045074,4.6282642695185965e-05,0.0004019966239475446
IV-PH-0044,G01,0.0,19.999999999999986,19.999999999999986,0.0,0.0,0.0
IV-PH-0044,Q3-R-001,0.0,2642.4341213047032,2642.347533755259,0.08658754944417524,3.2769175264814046e-05,0.0002846247764467422
IV-PH-0044,Q3-R-002,0.0,4720.527622296987,4720.5449856715995,-0.01736337461261428,3.678256359237717e-06,-3.194898755548509e-05
IV-PH-0044,Q3-R-003,0.0,5819.693181225441,5819.704537545414,-0.011356319972946949,1.951356791342662e-06,-1.694928627142333e-05
IV-PH-0044,Q3-R-004,0.0,5209.67383011785,5209.43272380445,0.24110631340045074,4.6282642695185965e-05,0.0004019966239475446
IV-PH-0044,G01,0.5,172.1365875244141,172.1365875244141,0.0,0.0,0.0
IV-PH-0044,Q3-R-001,0.5,2633.0856809285638,2632.9987859507605,0.08689497780324018,3.3002285556262765e-05,0.0002866494801284731
IV-PH-0044,Q3-R-002,0.5,4705.708538447813,4705.725956502471,-0.017418054657355242,3.7014596298976165e-06,-3.2150529347151286e-05
IV-PH-0044,Q3-R-003,0.5,5814.816569342103,5814.827935186067,-0.011365843964085798,1.954631175810038e-06,-1.6977727268762286e-05
IV-PH-0044,Q3-R-004,0.5,5194.843343678913,5194.601549011721,0.2417946671921527,4.6547298173072475e-05,0.00040429528552712667
IV-PH-0044,G01,1.0,364.27317504882814,364.27317504882814,0.0,0.0,0.0
IV-PH-0044,Q3-R-001,1.0,2637.7367680111242,2637.6500262591535,0.08674175197074874,3.288599742467358e-05,0.0002856394475241797
IV-PH-0044,Q3-R-002,1.0,4698.7059496528955,4698.723393665981,-0.017444013085878396,3.7125005292700232e-06,-3.2246429735528374e-05
IV-PH-0044,Q3-R-003,1.0,5816.28641687461,5816.297779846291,-0.011362971680682676,1.9536433846382208e-06,-1.6969147406802164e-05
IV-PH-0044,Q3-R-004,1.0,5187.0922732342515,5186.850117236505,0.2421559977465222,4.668652308687496e-05,0.0004055045213925952
IV-PH-0045,G01,0.0,364.27317504882814,364.27317504882814,0.0,0.0,0.0
IV-PH-0045,Q3-R-001,0.0,2637.7367680111242,2637.6500262591535,0.08674175197074874,3.288599742467358e-05,0.0002856394475241797
IV-PH-0045,Q3-R-002,0.0,4698.7059496528955,4698.723393665981,-0.017444013085878396,3.7125005292700232e-06,-3.2246429735528374e-05
IV-PH-0045,Q3-R-003,0.0,5816.28641687461,5816.297779846291,-0.011362971680682676,1.9536433846382208e-06,-1.6969147406802164e-05
IV-PH-0045,Q3-R-004,0.0,5187.0922732342515,5186.850117236505,0.2421559977465222,4.668652308687496e-05,0.0004055045213925952
IV-PH-0045,G01,0.5,2296.4342715745875,2296.37089363167,0.0633779429176684,2.75991753307051e-05,0.00023972008300084135
IV-PH-0045,Q3-R-001,0.5,399.56697487545796,399.5479585774597,0.019016297998234677,4.759453174517476e-05,0.0004133910126153153
IV-PH-0045,Q3-R-002,0.5,6766.8399369967565,6766.61280319631,0.2271338004466088,3.3566838690595505e-05,0.0002915529631370321
IV-PH-0045,Q3-R-003,0.5,5237.6154079347725,5237.370341779536,0.24506615523660003,4.679183239757918e-05,0.00040641918369373697
IV-PH-0045,Q3-R-004,0.5,3231.992069036602,3231.9341412198696,0.057927816732444626,1.7923575853120635e-05,0.0001556808066049847
IV-PH-0045,G01,1.0,4549.324852818337,4549.0688693468355,0.2559834715011675,5.6271619281490926e-05,0.0004887553234371297
IV-PH-0045,Q3-R-001,1.0,1908.7910081277962,1908.6178333869025,0.17317474089372809,9.073306235770838e-05,0.0007880616150808212
IV-PH-0045,Q3-R-002,1.0,8932.202343194607,8931.59632238472,0.606020809887923,6.785134347922663e-05,0.0005893292880898293
IV-PH-0045,Q3-R-003,1.0,5596.237439115048,5595.321171194447,0.916267920601058,0.00016375609059192934,0.001422250882497411
IV-PH-0045,Q3-R-004,1.0,2065.7807368613308,2065.7112698866713,0.06946697465946272,3.362859837777513e-05,0.00029208938294114883
IV-PH-0046,G01,0.0,4549.324852818337,4549.0688693468355,0.2559834715011675,5.6271619281490926e-05,0.0004887553234371297
IV-PH-0046,Q3-R-001,0.0,1908.7910081277962,1908.6178333869025,0.17317474089372809,9.073306235770838e-05,0.0007880616150808212
IV-PH-0046,Q3-R-002,0.0,8932.202343194607,8931.59632238472,0.606020809887923,6.785134347922663e-05,0.0005893292880898293
IV-PH-0046,Q3-R-003,0.0,5596.237439115048,5595.321171194447,0.916267920601058,0.00016375609059192934,0.001422250882497411
IV-PH-0046,Q3-R-004,0.0,2065.7807368613308,2065.7112698866713,0.06946697465946272,3.362859837777513e-05,0.00029208938294114883
IV-PH-0046,G01,0.5,4543.510602353687,4543.254291286179,0.25631106750824983,5.641574322613782e-05,0.0004900070975841868
IV-PH-0046,Q3-R-001,0.5,1903.6886496026186,1903.5150106681133,0.17363893450533396,9.12201550984295e-05,0.0007922920639990905
IV-PH-0046,Q3-R-002,0.5,8933.265381691066,8932.659433001183,0.6059486898830073,6.783519448243663e-05,0.0005891890292014243
IV-PH-0046,Q3-R-003,0.5,5594.781228040413,5593.864721594297,0.9165064461158181,0.00016384136759292354,0.0014229914678099702
IV-PH-0046,Q3-R-004,0.5,2071.873415658923,2071.804152969975,0.06926268894812893,3.343109861462504e-05,0.00029037397931158334
IV-PH-0046,G01,1.0,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0046,Q3-R-001,1.0,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0046,Q3-R-002,1.0,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0046,Q3-R-003,1.0,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0046,Q3-R-004,1.0,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0047,G01,0.0,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0047,Q3-R-001,0.0,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0047,Q3-R-002,0.0,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0047,Q3-R-003,0.0,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0047,Q3-R-004,0.0,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0047,G01,0.5,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0047,Q3-R-001,0.5,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0047,Q3-R-002,0.5,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0047,Q3-R-003,0.5,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0047,Q3-R-004,0.5,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0047,G01,1.0,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0047,Q3-R-001,1.0,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0047,Q3-R-002,1.0,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0047,Q3-R-003,1.0,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0047,Q3-R-004,1.0,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0048,G01,0.0,4539.160969872122,4538.904413181703,0.25655669041952933,5.652392451236641e-05,0.0004909466952376787
IV-PH-0048,Q3-R-001,0.0,1902.0882145742944,1901.9144295250019,0.17378504929251903,9.137374773265766e-05,0.0007936260308815725
IV-PH-0048,Q3-R-002,0.0,8935.07603768144,8934.470211792866,0.6058258885732357,6.780770143187546e-05,0.0005889502437917864
IV-PH-0048,Q3-R-003,0.0,5594.518946593542,5593.60239717286,0.9165494206818039,0.0001638567341048498,0.0014231249177722202
IV-PH-0048,Q3-R-004,0.0,2081.1608750217456,2081.0919214370947,0.06895358465089885,3.313336808461736e-05,0.00028778801085285857
IV-PH-0048,G01,0.5,4543.510602353687,4543.254291286179,0.25631106750824983,5.641574322613782e-05,0.0004900070975841868
IV-PH-0048,Q3-R-001,0.5,1903.6886496026186,1903.5150106681133,0.17363893450533396,9.12201550984295e-05,0.0007922920639990905
IV-PH-0048,Q3-R-002,0.5,8933.265381691066,8932.659433001183,0.6059486898830073,6.783519448243663e-05,0.0005891890292014243
IV-PH-0048,Q3-R-003,0.5,5594.781228040413,5593.864721594297,0.9165064461158181,0.00016384136759292354,0.0014229914678099702
IV-PH-0048,Q3-R-004,0.5,2071.873415658923,2071.804152969975,0.06926268894812893,3.343109861462504e-05,0.00029037397931158334
IV-PH-0048,G01,1.0,4549.324852818337,4549.0688693468355,0.2559834715011675,5.6271619281490926e-05,0.0004887553234371297
IV-PH-0048,Q3-R-001,1.0,1908.7910081277962,1908.6178333869025,0.17317474089372809,9.073306235770838e-05,0.0007880616150808212
IV-PH-0048,Q3-R-002,1.0,8932.202343194607,8931.59632238472,0.606020809887923,6.785134347922663e-05,0.0005893292880898293
IV-PH-0048,Q3-R-003,1.0,5596.237439115048,5595.321171194447,0.916267920601058,0.00016375609059192934,0.001422250882497411
