phase_id,trip_id,phase,leg_index,start_s,end_s,s0,s1,is_boundary,direct,atom_id,mode,relay_trip_id,eligible_relay_indices,selected_margin_mid_db,direct_margin_mid_db,backhaul_margin_db
PH-0001,Q3-T-001,爬升,1,390.0,390.0,0.0,0.0,True,True,COM-00001,直连,,,45.92517525248826,45.92517525248826,
PH-0001,Q3-T-001,爬升,1,390.0,390.34184672371094,0.0,0.002209038108375709,False,True,COM-00002,直连,,,46.15077298410978,46.15077298410978,
PH-0001,Q3-T-001,爬升,1,390.34184672371094,390.34184672371094,0.002209038108375709,0.002209038108375709,True,True,COM-00003,直连,,,46.38238674364702,46.38238674364702,
PH-0001,Q3-T-001,爬升,1,390.34184672371094,399.60265609712184,0.002209038108375709,0.06205305415799623,False,True,COM-00004,直连,,,67.82295300936092,67.82295300936092,
PH-0001,Q3-T-001,爬升,1,399.60265609712184,399.60265609712184,0.06205305415799623,0.06205305415799623,True,True,COM-00005,直连,,,63.04826031558974,63.04826031558974,
PH-0001,Q3-T-001,爬升,1,399.60265609712184,400.5743917449054,0.06205305415799623,0.06833247978454172,False,True,COM-00006,直连,,,61.71811229890638,61.71811229890638,
PH-0001,Q3-T-001,爬升,1,400.5743917449054,400.5743917449054,0.06833247978454172,0.06833247978454172,True,True,COM-00007,直连,,,60.56487003084809,60.56487003084809,
PH-0001,Q3-T-001,爬升,1,400.5743917449054,408.6860501935803,0.06833247978454172,0.12075059993128508,False,True,COM-00008,直连,,,54.38121115513681,54.38121115513681,
PH-0001,Q3-T-001,爬升,1,408.6860501935803,408.6860501935803,0.12075059993128508,0.12075059993128508,True,True,COM-00009,直连,,,50.80570620510426,50.80570620510426,
PH-0001,Q3-T-001,爬升,1,408.6860501935803,417.99820232145794,0.12075059993128508,0.18092639655196044,False,True,COM-00010,直连,,,47.96179382527538,47.96179382527538,
PH-0001,Q3-T-001,爬升,1,417.99820232145794,417.99820232145794,0.18092639655196044,0.18092639655196044,True,True,COM-00011,直连,,,45.82290764368433,45.82290764368433,
PH-0001,Q3-T-001,爬升,1,417.99820232145794,544.7491292317709,0.18092639655196044,1.0,False,True,COM-00012,直连,,,33.84496414356923,33.84496414356923,
PH-0001,Q3-T-001,爬升,1,544.7491292317709,544.7491292317709,1.0,1.0,True,True,COM-00013,直连,,,28.993277511644692,28.993277511644692,
PH-0002,Q3-T-001,巡航,1,544.7491292317709,655.942685290213,0.0,0.24620308052317058,False,True,COM-00014,直连,,,23.86738709156475,23.86738709156475,
PH-0002,Q3-T-001,巡航,1,655.942685290213,655.942685290213,0.24620308052317058,0.24620308052317058,True,True,COM-00015,直连,,,18.984105892306303,18.984105892306303,
PH-0002,Q3-T-001,巡航,1,655.942685290213,712.5211720162599,0.24620308052317058,0.37147830524905945,False,True,COM-00016,直连,,,17.176194489521777,17.176194489521777,
PH-0002,Q3-T-001,巡航,1,712.5211720162599,712.5211720162599,0.37147830524905945,0.37147830524905945,True,True,COM-00017,直连,,,15.661383458466545,15.661383458466545,
PH-0002,Q3-T-001,巡航,1,712.5211720162599,744.679230704014,0.37147830524905945,0.4426821896576908,False,True,COM-00018,直连,,,14.900312345477332,14.900312345477332,
PH-0002,Q3-T-001,巡航,1,744.679230704014,744.679230704014,0.4426821896576908,0.4426821896576908,True,True,COM-00019,直连,,,14.198276974111394,14.198276974111394,
PH-0002,Q3-T-001,巡航,1,744.679230704014,775.3192355258584,0.4426821896576908,0.5105248222866717,False,True,COM-00020,直连,,,13.576783245624839,13.576783245624839,
PH-0002,Q3-T-001,巡航,1,775.3192355258584,775.3192355258584,0.5105248222866717,0.5105248222866717,True,True,COM-00021,直连,,,12.99565081798292,12.99565081798292,
PH-0002,Q3-T-001,巡航,1,775.3192355258584,807.4812216815566,0.5105248222866717,0.5817374028350862,False,True,COM-00022,直连,,,12.423840122022924,12.423840122022924,
PH-0002,Q3-T-001,巡航,1,807.4812216815566,807.4812216815566,0.5817374028350862,0.5817374028350862,True,True,COM-00023,直连,,,1.8866082080380977,1.8866082080380977,
PH-0002,Q3-T-001,巡航,1,807.4812216815566,850.0622859390267,0.5817374028350862,0.6760197476378207,False,True,COM-00024,直连,,,1.2220300084906057,1.2220300084906057,
PH-0002,Q3-T-001,巡航,1,850.0622859390267,850.0622859390267,0.6760197476378207,0.6760197476378207,True,True,COM-00025,直连,,,0.6039553662587736,0.6039553662587736,
