trip_id,drone_id,model_id,battery_id,start_s,takeoff_s,visit_order,route,return_s,energy_kwh,return_soc_fraction,initial_soc_fraction,weight_kg,volume_m3,box_count,box_ids,stop_count,flight_time_s,operation_time_s,preparation_load_s,handoff_s
Q2-001,U01,A,A-BAT-01,0.0,360.0,S006,O01→S006→O01,1313.4781941236447,1.357048347221944,0.6984337006173458,1.0,22.0,0.055,2,S006-FOD-01;S006-WAT-01,1,743.4781941236448,1313.4781941236447,360.0,209.9999999999999
Q2-002,U02,A,A-BAT-02,0.0,360.0,S002,O01→S002→O01,2003.7379819346036,3.018690934658349,0.32917979229814476,1.0,22.0,0.055,2,S002-FOD-02;S002-WAT-03,1,1433.7379819346038,2003.7379819346036,360.0,209.99999999999977
Q2-003,U03,A,A-BAT-03,0.0,360.0,S001,O01→S001→O01,1250.899502077302,1.2403249887666914,0.724372224718513,1.0,17.0,0.039,2,S001-MED-01;S001-WAT-04,1,680.899502077302,1250.899502077302,360.0,210.0
Q2-004,U04,A,A-BAT-04,0.0,360.0,S006,O01→S006→O01,1313.4781941236447,1.311566305818281,0.708540820929271,1.0,17.0,0.039,2,S006-MED-01;S006-WAT-02,1,743.4781941236448,1313.4781941236447,360.0,209.9999999999999
Q2-005,U05,B,B-BAT-01,0.0,390.0,S014,O01→S014→O01,1869.7564163816144,2.14038848210759,0.4649028794731025,1.0,25.0,0.067,3,S014-FOD-01;S014-MED-01;S014-WAT-01,1,1239.7564163816144,1869.7564163816144,390.0,240.0
Q2-006,U06,B,B-BAT-02,0.0,360.0,S001,O01→S001→O01,1149.100207293352,1.2204176159657323,0.694895596008567,1.0,28.0,0.054,2,S001-WAT-05;S001-WAT-08,1,579.100207293352,1149.100207293352,360.0,210.0
Q2-007,U07,C,C-BAT-01,0.0,480.0,S002,O01→S002→O01,2107.812384815261,5.8530716901666295,0.2683660387291713,1.0,59.0,0.156,6,S002-FOD-01;S002-HYG-01;S002-MED-01;S002-WAT-01;S002-WAT-02;S002-WAT-04,1,1231.8123848152609,2107.812384815261,480.0,396.0
Q2-008,U08,C,C-BAT-02,0.0,450.0,S001,O01→S001→O01,1428.1690773291593,2.37116336677102,0.7036045791536225,1.0,54.0,0.151,5,S001-HYG-01;S001-HYG-02;S001-WAT-01;S001-WAT-03;S001-WAT-07,1,618.1690773291593,1428.1690773291593,450.0,360.0
Q2-009,U06,B,B-BAT-03,1149.100207293352,1509.100207293352,S006,O01→S006→O01,2356.371462136539,1.1381508948519672,0.7154622762870082,1.0,20.0,0.062,2,S006-HYG-01;S006-WAT-03,1,637.2712548431866,1207.2712548431866,360.0,210.0
Q2-010,U03,A,A-BAT-05,1250.899502077302,1610.899502077302,S001,O01→S001→O01,2501.799004154604,1.2403249887666914,0.724372224718513,1.0,17.0,0.039,2,S001-MED-02;S001-WAT-02,1,680.899502077302,1250.899502077302,360.0,210.0
Q2-011,U01,A,A-BAT-06,1313.4781941236447,1643.4781941236447,S012,O01→S012→O01,3362.568267766975,2.9084381171092524,0.3536804184201662,1.0,14.0,0.027,1,S012-WAT-01,1,1539.0900736433305,2049.0900736433305,330.0,180.0
Q2-012,U08,C,C-BAT-03,1428.1690773291593,1818.1690773291593,S013,O01→S013→O01,3039.8020103414046,3.249144405607537,0.5938569492990579,1.0,25.0,0.067,3,S013-FOD-01;S013-MED-01;S013-WAT-01,1,933.6329330122452,1611.6329330122453,390.0,288.0000000000001
Q2-013,U05,B,B-BAT-04,1869.7564163816144,2229.756416381614,S007,O01→S007→O01,3446.0318153618973,1.5531797132310299,0.6117050716922425,1.0,14.0,0.063,2,S007-FOD-01;S007-HYG-01,1,1006.2753989802832,1576.2753989802832,360.0,210.0
Q2-014,U07,C,C-BAT-04,2107.812384815261,2497.812384815261,S010,O01→S010→O01,3776.5207958612814,3.2299952619555437,0.596250592255557,1.0,25.0,0.067,3,S010-FOD-01;S010-MED-01;S010-WAT-01,1,990.7084110460204,1668.7084110460205,390.0,288.0000000000001
Q2-015,U04,A,A-BAT-03,2109.215609943235,2469.215609943235,S007,O01→S007→O01,3836.639694484019,1.9053430084223213,0.5765904425728174,1.0,17.0,0.039,2,S007-MED-01;S007-WAT-02,1,1157.4240845407837,1727.4240845407837,360.0,210.0
Q2-016,U02,A,A-BAT-04,2192.3751269155923,2552.3751269155923,S012,O01→S012→O01,4301.465200558923,2.8659662125638765,0.3631186194302497,1.0,11.0,0.04,2,S012-FOD-01;S012-MED-01,1,1539.0900736433305,2109.0900736433305,360.0,210.0
Q2-017,U06,B,B-BAT-02,2356.371462136539,2686.371462136539,S007,O01→S007→O01,3872.646861116822,1.5531797132310299,0.6117050716922425,1.0,14.0,0.027,1,S007-WAT-01,1,1006.2753989802832,1516.2753989802832,330.0,180.0
Q2-018,U03,A,A-BAT-01,2501.799004154604,2861.799004154604,S001,O01→S001→O01,3752.6985062319063,1.2823460485526663,0.7150342114327408,1.0,22.0,0.055,2,S001-FOD-03;S001-WAT-06,1,680.899502077302,1250.899502077302,360.0,210.0
Q2-019,U08,C,C-BAT-02,3039.8020103414046,3459.8020103414046,S005,O01→S005→O01,4784.992534867186,3.6960581028733586,0.5379927371408302,1.0,37.0,0.101,4,S005-HYG-01;S005-MED-01;S005-WAT-02;S005-WAT-03,1,1001.190524525781,1745.1905245257808,420.0,323.9999999999998
Q2-020,U01,A,A-BAT-05,3362.568267766975,3722.568267766975,S005,O01→S005→O01,5054.7587272979,2.1929884019302226,0.5126692440155061,1.0,22.0,0.055,2,S005-FOD-01;S005-WAT-01,1,1122.190459530924,1692.1904595309243,360.0,210.00000000000023
Q2-021,U05,B,B-BAT-01,3463.9247586282368,3823.9247586282368,S004,O01→S004→O01,5385.568395691515,2.5765223935500554,0.35586940161248615,1.0,17.0,0.039,2,S004-MED-01;S004-WAT-01,1,1351.6436370632784,1921.6436370632784,360.0,210.0
Q2-022,U03,A,A-BAT-02,3752.6985062319063,4112.698506231906,S015,O01→S015→O01,5721.287909379559,2.3923547698028993,0.4683656067104668,1.0,11.0,0.04,2,S015-FOD-01;S015-MED-01,1,1398.5894031476528,1968.5894031476528,360.0,210.0
Q2-023,U06,B,B-BAT-03,3872.646861116822,4262.646861116822,S011,O01→S011→O01,5061.067333351979,1.0739517654354556,0.7315120586411361,1.0,25.0,0.067,3,S011-FOD-01;S011-MED-01;S011-WAT-01,1,558.420472235157,1188.420472235157,390.0,239.9999999999999
Q2-024,U07,C,C-BAT-01,4526.35263423539,5006.35263423539,S003,O01→S003→O01,6962.443983839965,5.897088917516453,0.26286388531044336,1.0,59.0,0.156,6,S003-FOD-02;S003-HYG-01;S003-MED-01;S003-WAT-01;S003-WAT-03;S003-WAT-04,1,1560.091349604575,2436.091349604575,480.0,396.0
Q2-025,U04,A,A-BAT-01,4623.154031369343,4983.154031369343,S003,O01→S003→O01,6885.783310131246,3.0835927685356195,0.3147571625476401,1.0,22.0,0.055,2,S003-FOD-01;S003-WAT-02,1,1692.6292787619036,2262.6292787619036,360.0,210.0
Q2-026,U02,A,A-BAT-06,4702.783723820759,5062.783723820759,S004,O01→S004→O01,6881.583909187943,3.1911204497526215,0.2908621222771952,1.0,22.0,0.055,2,S004-FOD-01;S004-WAT-03,1,1608.800185367184,2178.800185367184,360.0,210.0
Q2-027,U08,C,C-BAT-03,4784.992534867186,5234.992534867186,S008,O01→S008→O01,6984.693747952648,5.8360117114838115,0.27049853606452356,1.0,45.0,0.129,5,S008-FOD-01;S008-HYG-01;S008-MED-01;S008-WAT-01;S008-WAT-02,1,1389.7012130854614,2199.7012130854614,450.0,360.0
Q2-028,U01,A,A-BAT-03,5054.7587272979,5384.7587272979,S015,O01→S015→O01,6963.348130445553,2.4292952877031975,0.4601566027326228,1.0,14.0,0.027,1,S015-WAT-01,1,1398.5894031476528,1908.5894031476528,330.0,180.0
Q2-029,U06,B,B-BAT-04,5061.067333351979,5421.067333351979,S004,O01→S004→O01,6982.710970415257,2.6683684978530016,0.3329078755367496,1.0,20.0,0.062,2,S004-HYG-01;S004-WAT-02,1,1351.6436370632784,1921.6436370632784,360.0,210.0
Q2-030,U05,B,B-BAT-02,5385.568395691515,5775.568395691515,S009,O01→S009→O01,6944.010128780276,2.09623373442617,0.4759415663934575,1.0,25.0,0.067,3,S009-FOD-01;S009-MED-01;S009-WAT-01,1,928.4417330887609,1558.4417330887609,390.0,240.0
Q2-031,U03,A,A-BAT-04,5721.287909379559,6081.287909379559,S001,O01→S001→O01,6972.187411456861,1.23305047924343,0.7259887823903488,1.0,16.0,0.056,2,S001-FOD-01;S001-FOD-02,1,680.899502077302,1250.899502077302,360.0,210.0
