battery_id,model_id,trip_id,drone_id,task_start_s,return_s,return_soc_fraction,charge_start_s,charge_end_s,charge_duration_s,charged_soc_fraction
A-BAT-01,A,Q2-001,U01,0.0,1313.4781941236447,0.6984337006173458,1313.4781941236447,2205.514383321095,892.0361891974505,1.0
A-BAT-02,A,Q2-002,U02,0.0,2003.7379819346036,0.32917979229814476,2003.7379819346036,3375.8042519470155,1372.066270012412,1.0
A-BAT-03,A,Q2-003,U03,0.0,1250.899502077302,0.724372224718513,1250.899502077302,2109.215609943235,858.3161078659331,1.0
A-BAT-04,A,Q2-004,U04,0.0,1313.4781941236447,0.708540820929271,1313.4781941236447,2192.3751269155923,878.8969327919477,1.0
B-BAT-01,B,Q2-005,U05,0.0,1869.7564163816144,0.4649028794731025,1869.7564163816144,3463.9247586282368,1594.1683422466224,1.0
B-BAT-02,B,Q2-006,U06,0.0,1149.100207293352,0.694895596008567,1149.100207293352,2344.6145075451695,1195.5143002518173,1.0
C-BAT-01,C,Q2-007,U07,0.0,2107.812384815261,0.2683660387291713,2107.812384815261,4526.35263423539,2418.540249420129,1.0
C-BAT-02,C,Q2-008,U08,0.0,1428.1690773291593,0.7036045791536225,1428.1690773291593,2903.6924891629774,1475.523411833818,1.0
B-BAT-03,B,Q2-009,U06,1149.100207293352,2356.371462136539,0.7154622762870082,2356.371462136539,3516.2368499057247,1159.8653877691856,1.0
A-BAT-05,A,Q2-010,U03,1250.899502077302,2501.799004154604,0.724372224718513,2501.799004154604,3360.1151120205373,858.3161078659331,1.0
A-BAT-06,A,Q2-011,U01,1313.4781941236447,3362.568267766975,0.3536804184201662,3362.568267766975,4702.783723820759,1340.215456053784,1.0
C-BAT-03,C,Q2-012,U08,1428.1690773291593,3039.8020103414046,0.5938569492990579,3039.8020103414046,4753.111953526779,1713.3099431853746,1.0
B-BAT-04,B,Q2-013,U05,1869.7564163816144,3446.0318153618973,0.6117050716922425,3446.0318153618973,4785.743024428677,1339.7112090667795,1.0
C-BAT-04,C,Q2-014,U07,2107.812384815261,3776.5207958612814,0.596250592255557,3776.5207958612814,5484.644512640908,1708.1237167796266,1.0
A-BAT-03,A,Q2-015,U04,2109.215609943235,3836.639694484019,0.5765904425728174,3836.639694484019,4887.072119139356,1050.4324246553372,1.0
A-BAT-04,A,Q2-016,U02,2192.3751269155923,4301.465200558923,0.3631186194302497,4301.465200558923,5629.410995299599,1327.9457947406754,1.0
B-BAT-02,B,Q2-017,U06,2356.371462136539,3872.646861116822,0.6117050716922425,3872.646861116822,5212.358070183602,1339.7112090667795,1.0
A-BAT-01,A,Q2-018,U03,2501.799004154604,3752.6985062319063,0.7150342114327408,3752.6985062319063,4623.154031369343,870.4555251374369,1.0
C-BAT-02,C,Q2-019,U08,3039.8020103414046,4784.992534867186,0.5379927371408302,4784.992534867186,6619.341604395388,1834.3490695282012,1.0
A-BAT-05,A,Q2-020,U01,3362.568267766975,5054.7587272979,0.5126692440155061,5054.7587272979,6188.2887100777425,1133.5299827798422,1.0
B-BAT-01,B,Q2-021,U05,3463.9247586282368,5385.568395691515,0.35586940161248615,5385.568395691515,7168.728099563206,1783.1597038716907,1.0
A-BAT-02,A,Q2-022,U03,3752.6985062319063,5721.287909379559,0.4683656067104668,5721.287909379559,6912.412620655952,1191.124711276393,1.0
B-BAT-03,B,Q2-023,U06,3872.646861116822,5061.067333351979,0.7315120586411361,5061.067333351979,6193.1130983740095,1132.0457650220308,1.0
C-BAT-01,C,Q2-024,U07,4526.35263423539,6962.443983839965,0.26286388531044336,6962.443983839965,9392.905565667337,2430.461581827373,1.0
A-BAT-01,A,Q2-025,U04,4623.154031369343,6885.783310131246,0.3147571625476401,6885.783310131246,8276.598998819314,1390.8156886880677,1.0
A-BAT-06,A,Q2-026,U02,4702.783723820759,6881.583909187943,0.2908621222771952,6881.583909187943,8303.46315022759,1421.8792410396463,1.0
C-BAT-03,C,Q2-027,U08,4784.992534867186,6984.693747952648,0.27049853606452356,6984.693747952648,9398.613586479514,2413.9198385268655,1.0
A-BAT-03,A,Q2-028,U01,5054.7587272979,6963.348130445553,0.4601566027326228,6963.348130445553,8165.144546893143,1201.7964164475902,1.0
B-BAT-04,B,Q2-029,U06,5061.067333351979,6982.710970415257,0.3329078755367496,6982.710970415257,8805.670652818224,1822.9596824029672,1.0
B-BAT-02,B,Q2-030,U05,5385.568395691515,6944.010128780276,0.4759415663934575,6944.010128780276,8519.044747031616,1575.0346182513401,1.0
A-BAT-04,A,Q2-031,U03,5721.287909379559,6972.187411456861,0.7259887823903488,6972.187411456861,7828.401994349408,856.2145828925466,1.0
