check,pass,detail
figure_F041.png,True,
figure_F041.svg,True,
figure_F041.pdf,True,
figure_source_F041results/closure/energy_curves_S014.csv,True,
Chinese_title_F042,True,
figure_F042.png,True,
figure_F042.svg,True,
figure_F042.pdf,True,
figure_source_F042results/q1/route_dem_cells.csv,True,
figure_source_F042results/q1/route_geometry.csv,True,
Chinese_title_F043,True,
figure_F043.png,True,
figure_F043.svg,True,
figure_F043.pdf,True,
figure_source_F043results/closure/energy_curves_S015.csv,True,
Chinese_title_F044,True,
figure_F044.png,True,
figure_F044.svg,True,
figure_F044.pdf,True,
figure_source_F044results/q1/payload_continuous_discrete.csv,True,
Chinese_title_F045,True,
figure_F045.png,True,
figure_F045.svg,True,
figure_F045.pdf,True,
figure_source_F045results/q1/payload_continuous_discrete.csv,True,
Chinese_title_F046,True,
figure_F046.png,True,
figure_F046.svg,True,
figure_F046.pdf,True,
figure_source_F046results/q1/payload_continuous_discrete.csv,True,
Chinese_title_F047,True,
figure_F047.png,True,
figure_F047.svg,True,
figure_F047.pdf,True,
figure_source_F047results/q1/batches_NET.csv,True,
Chinese_title_F048,True,
figure_F048.png,True,
figure_F048.svg,True,
figure_F048.pdf,True,
figure_source_F048results/q1/energy_assumption_sensitivity.csv,True,
Chinese_title_F049,True,
figure_F049.png,True,
figure_F049.svg,True,
figure_F049.pdf,True,
figure_source_F049results/q2/trips.csv,True,
figure_source_F049data/cleaned/model_inputs.json,True,
Chinese_title_F050,True,
figure_F050.png,True,
figure_F050.svg,True,
figure_F050.pdf,True,
figure_source_F050results/q2/trips.csv,True,
Chinese_title_F051,True,
figure_F051.png,True,
figure_F051.svg,True,
figure_F051.pdf,True,
figure_source_F051results/q2/battery_cycles.csv,True,
Chinese_title_F052,True,
figure_F052.png,True,
figure_F052.svg,True,
figure_F052.pdf,True,
figure_source_F052results/q2/box_deliveries.csv,True,
Chinese_title_F053,True,
figure_F053.png,True,
figure_F053.svg,True,
figure_F053.pdf,True,
figure_source_F053results/q2/scenario_comparison.csv,True,
Chinese_title_F054,True,
figure_F054.png,True,
figure_F054.svg,True,
figure_F054.pdf,True,
figure_source_F054results/q2/trips.csv,True,
Chinese_title_F055,True,
figure_F055.png,True,
figure_F055.svg,True,
figure_F055.pdf,True,
figure_source_F055results/q2/box_deliveries.csv,True,
Chinese_title_F056,True,
figure_F056.png,True,
figure_F056.svg,True,
figure_F056.pdf,True,
figure_source_F056results/q2/trips.csv,True,
figure_source_F056data/cleaned/model_inputs.json,True,
Chinese_title_F057,True,
figure_F057.png,True,
figure_F057.svg,True,
figure_F057.pdf,True,
figure_source_F057results/q2/trips.csv,True,
figure_source_F057data/cleaned/model_inputs.json,True,
Chinese_title_F058,True,
figure_F058.png,True,
figure_F058.svg,True,
figure_F058.pdf,True,
figure_source_F058results/q2/trips.csv,True,
figure_source_F058data/cleaned/model_inputs.json,True,
Chinese_title_F059,True,
figure_F059.png,True,
figure_F059.svg,True,
figure_F059.pdf,True,
figure_source_F059results/q2/box_deliveries.csv,True,
Chinese_title_F060,True,
figure_F060.png,True,
figure_F060.svg,True,
figure_F060.pdf,True,
figure_source_F060results/q2/trips.csv,True,
figure_source_F060data/cleaned/model_inputs.json,True,
Chinese_title_F061,True,
figure_F061.png,True,
figure_F061.svg,True,
figure_F061.pdf,True,
figure_source_F061results/q2/legs.csv,True,
Chinese_title_F062,True,
figure_F062.png,True,
figure_F062.svg,True,
figure_F062.pdf,True,
figure_source_F062results/q2/trips.csv,True,
Chinese_title_F063,True,
figure_F063.png,True,
figure_F063.svg,True,
figure_F063.pdf,True,
figure_source_F063results/q3/trips.csv,True,
figure_source_F063data/cleaned/model_inputs.json,True,
figure_source_F063results/q3/relay_sorties.csv,True,
Chinese_title_F064,True,
figure_F064.png,True,
figure_F064.svg,True,
figure_F064.pdf,True,
figure_source_F064results/q3/trips.csv,True,
Chinese_title_F065,True,
figure_F065.png,True,
figure_F065.svg,True,
figure_F065.pdf,True,
figure_source_F065results/q3/battery_cycles.csv,True,
Chinese_title_F066,True,
figure_F066.png,True,
figure_F066.svg,True,
figure_F066.pdf,True,
figure_source_F066results/q3/box_deliveries.csv,True,
Chinese_title_F067,True,
figure_F067.png,True,
figure_F067.svg,True,
figure_F067.pdf,True,
figure_source_F067results/q3/scenario_comparison.csv,True,
Chinese_title_F068,True,
figure_F068.png,True,
figure_F068.svg,True,
figure_F068.pdf,True,
figure_source_F068results/q3/trips.csv,True,
Chinese_title_F069,True,
figure_F069.png,True,
figure_F069.svg,True,
figure_F069.pdf,True,
figure_source_F069results/q3/box_deliveries.csv,True,
Chinese_title_F070,True,
figure_F070.png,True,
figure_F070.svg,True,
figure_F070.pdf,True,
figure_source_F070results/q3/trips.csv,True,
figure_source_F070data/cleaned/model_inputs.json,True,
Chinese_title_F071,True,
figure_F071.png,True,
figure_F071.svg,True,
figure_F071.pdf,True,
figure_source_F071results/q3/trips.csv,True,
figure_source_F071data/cleaned/model_inputs.json,True,
Chinese_title_F072,True,
figure_F072.png,True,
figure_F072.svg,True,
figure_F072.pdf,True,
figure_source_F072results/q3/trips.csv,True,
figure_source_F072data/cleaned/model_inputs.json,True,
Chinese_title_F073,True,
figure_F073.png,True,
figure_F073.svg,True,
figure_F073.pdf,True,
figure_source_F073results/q3/box_deliveries.csv,True,
Chinese_title_F074,True,
figure_F074.png,True,
figure_F074.svg,True,
figure_F074.pdf,True,
figure_source_F074results/q3/trips.csv,True,
figure_source_F074data/cleaned/model_inputs.json,True,
Chinese_title_F075,True,
figure_F075.png,True,
figure_F075.svg,True,
figure_F075.pdf,True,
figure_source_F075results/q3/legs.csv,True,
Chinese_title_F076,True,
figure_F076.png,True,
figure_F076.svg,True,
figure_F076.pdf,True,
figure_source_F076results/q3/trips.csv,True,
Chinese_title_F077,True,
figure_F077.png,True,
figure_F077.svg,True,
figure_F077.pdf,True,
figure_source_F077results/q2/multipoint_search_rounds.csv,True,
figure_source_F077results/q2/direct_only_search_rounds.csv,True,
Chinese_title_F078,True,
figure_F078.png,True,
figure_F078.svg,True,
figure_F078.pdf,True,
figure_source_F078results/q3/relay_sorties.csv,True,
Chinese_title_F079,True,
figure_F079.png,True,
figure_F079.svg,True,
figure_F079.pdf,True,
figure_source_F079results/q3/relay_sorties.csv,True,
Chinese_title_F080,True,
figure_F080.png,True,
figure_F080.svg,True,
figure_F080.pdf,True,
figure_source_F080results/q3/relay_sorties.csv,True,
figure_source_F080data/cleaned/model_inputs.json,True,
Chinese_title_F081,True,
figure_F081.png,True,
figure_F081.svg,True,
figure_F081.pdf,True,
figure_source_F081results/q3/relay_sorties.csv,True,
figure_source_F081data/cleaned/model_inputs.json,True,
Chinese_title_F082,True,
figure_F082.png,True,
figure_F082.svg,True,
figure_F082.pdf,True,
figure_source_F082results/q3/relay_sorties.csv,True,
figure_source_F082data/cleaned/model_inputs.json,True,
Chinese_title_F083,True,
figure_F083.png,True,
figure_F083.svg,True,
figure_F083.pdf,True,
figure_source_F083results/q3/relay_sorties.csv,True,
figure_source_F083data/cleaned/model_inputs.json,True,
Chinese_title_F084,True,
figure_F084.png,True,
figure_F084.svg,True,
figure_F084.pdf,True,
figure_source_F084results/q3/trajectory_phases.csv,True,
Chinese_title_F085,True,
figure_F085.png,True,
figure_F085.svg,True,
figure_F085.pdf,True,
figure_source_F085results/q3/trajectory_phases.csv,True,
Chinese_title_F086,True,
figure_F086.png,True,
figure_F086.svg,True,
figure_F086.pdf,True,
figure_source_F086results/q3/trajectory_phases.csv,True,
Chinese_title_F087,True,
figure_F087.png,True,
figure_F087.svg,True,
figure_F087.pdf,True,
figure_source_F087results/q3/trajectory_phases.csv,True,
Chinese_title_F088,True,
figure_F088.png,True,
figure_F088.svg,True,
figure_F088.pdf,True,
figure_source_F088results/q3/trajectory_phases.csv,True,
Chinese_title_F089,True,
figure_F089.png,True,
figure_F089.svg,True,
figure_F089.pdf,True,
figure_source_F089results/q3/trajectory_phases.csv,True,
Chinese_title_F090,True,
figure_F090.png,True,
figure_F090.svg,True,
figure_F090.pdf,True,
figure_source_F090results/q3/trajectory_phases.csv,True,
Chinese_title_F091,True,
figure_F091.png,True,
figure_F091.svg,True,
figure_F091.pdf,True,
figure_source_F091results/q3/trajectory_phases.csv,True,
Chinese_title_F092,True,
figure_F092.png,True,
figure_F092.svg,True,
figure_F092.pdf,True,
figure_source_F092results/q3/trajectory_phases.csv,True,
Chinese_title_F093,True,
figure_F093.png,True,
figure_F093.svg,True,
figure_F093.pdf,True,
figure_source_F093results/q3/trajectory_phases.csv,True,
Chinese_title_F094,True,
figure_F094.png,True,
figure_F094.svg,True,
figure_F094.pdf,True,
figure_source_F094results/q3/trajectory_phases.csv,True,
Chinese_title_F095,True,
figure_F095.png,True,
figure_F095.svg,True,
figure_F095.pdf,True,
figure_source_F095results/q3/trajectory_phases.csv,True,
Chinese_title_F096,True,
figure_F096.png,True,
figure_F096.svg,True,
figure_F096.pdf,True,
figure_source_F096results/q3/trajectory_phases.csv,True,
Chinese_title_F097,True,
figure_F097.png,True,
figure_F097.svg,True,
figure_F097.pdf,True,
figure_source_F097results/q3/trajectory_phases.csv,True,
Chinese_title_F098,True,
figure_F098.png,True,
figure_F098.svg,True,
figure_F098.pdf,True,
figure_source_F098results/q3/trajectory_phases.csv,True,
Chinese_title_F099,True,
figure_F099.png,True,
figure_F099.svg,True,
figure_F099.pdf,True,
figure_source_F099results/q3/trajectory_phases.csv,True,
Chinese_title_F100,True,
figure_F100.png,True,
figure_F100.svg,True,
figure_F100.pdf,True,
figure_source_F100results/q3/trajectory_phases.csv,True,
Chinese_title_F101,True,
figure_F101.png,True,
figure_F101.svg,True,
figure_F101.pdf,True,
figure_source_F101results/q3/trajectory_phases.csv,True,
Chinese_title_F102,True,
figure_F102.png,True,
figure_F102.svg,True,
figure_F102.pdf,True,
figure_source_F102results/q3/trajectory_phases.csv,True,
Chinese_title_F103,True,
figure_F103.png,True,
figure_F103.svg,True,
figure_F103.pdf,True,
figure_source_F103results/q3/trajectory_phases.csv,True,
Chinese_title_F104,True,
figure_F104.png,True,
figure_F104.svg,True,
figure_F104.pdf,True,
figure_source_F104results/q3/trajectory_phases.csv,True,
Chinese_title_F105,True,
figure_F105.png,True,
figure_F105.svg,True,
figure_F105.pdf,True,
figure_source_F105results/q3/trajectory_phases.csv,True,
Chinese_title_F106,True,
figure_F106.png,True,
figure_F106.svg,True,
figure_F106.pdf,True,
figure_source_F106results/q3/trajectory_phases.csv,True,
Chinese_title_F107,True,
figure_F107.png,True,
figure_F107.svg,True,
figure_F107.pdf,True,
figure_source_F107results/q3/trajectory_phases.csv,True,
Chinese_title_F108,True,
figure_F108.png,True,
figure_F108.svg,True,
figure_F108.pdf,True,
figure_source_F108results/q3/trajectory_phases.csv,True,
Chinese_title_F109,True,
figure_F109.png,True,
figure_F109.svg,True,
figure_F109.pdf,True,
figure_source_F109results/q3/communication_atoms.csv,True,
Chinese_title_F110,True,
figure_F110.png,True,
figure_F110.svg,True,
figure_F110.pdf,True,
figure_source_F110results/q3/communication_atoms.csv,True,
Chinese_title_F111,True,
figure_F111.png,True,
figure_F111.svg,True,
figure_F111.pdf,True,
figure_source_F111results/q3/communication_atoms.csv,True,
Chinese_title_F112,True,
figure_F112.png,True,
figure_F112.svg,True,
figure_F112.pdf,True,
figure_source_F112results/q3/propagation_loss_sensitivity.csv,True,
Chinese_title_F113,True,
figure_F113.png,True,
figure_F113.svg,True,
figure_F113.pdf,True,
figure_source_F113results/q3/relay_only_delay_sensitivity.csv,True,
Chinese_title_F114,True,
figure_F114.png,True,
figure_F114.svg,True,
figure_F114.pdf,True,
figure_source_F114results/q3/common_start_delay_sensitivity.csv,True,
Chinese_title_F115,True,
figure_F115.png,True,
figure_F115.svg,True,
figure_F115.pdf,True,
figure_source_F115results/q3/relay_sorties.csv,True,
Chinese_title_F116,True,
figure_F116.png,True,
figure_F116.svg,True,
figure_F116.pdf,True,
figure_source_F116results/q3/relay_sorties.csv,True,
Chinese_title_F117,True,
figure_F117.png,True,
figure_F117.svg,True,
figure_F117.pdf,True,
figure_source_F117results/q4/atomic_components.csv,True,
Chinese_title_F118,True,
figure_F118.png,True,
figure_F118.svg,True,
figure_F118.pdf,True,
figure_source_F118results/q4/K2/groups.csv,True,
figure_source_F118data/cleaned/model_inputs.json,True,
Chinese_title_F119,True,
figure_F119.png,True,
figure_F119.svg,True,
figure_F119.pdf,True,
figure_source_F119results/q4/K2/groups.csv,True,
Chinese_title_F120,True,
figure_F120.png,True,
figure_F120.svg,True,
figure_F120.pdf,True,
figure_source_F120results/q4/K2/groups.csv,True,
Chinese_title_F121,True,
figure_F121.png,True,
figure_F121.svg,True,
figure_F121.pdf,True,
figure_source_F121results/q4/K2/groups.csv,True,
Chinese_title_F122,True,
figure_F122.png,True,
figure_F122.svg,True,
figure_F122.pdf,True,
figure_source_F122results/q4/summary.json,True,
Chinese_title_F123,True,
figure_F123.png,True,
figure_F123.svg,True,
figure_F123.pdf,True,
figure_source_F123results/q4/summary.json,True,
Chinese_title_F124,True,
figure_F124.png,True,
figure_F124.svg,True,
figure_F124.pdf,True,
figure_source_F124results/q4/K2/resource_allocations.csv,True,
Chinese_title_F125,True,
figure_F125.png,True,
figure_F125.svg,True,
figure_F125.pdf,True,
figure_source_F125results/q4/K2/resource_allocations.csv,True,
Chinese_title_F126,True,
figure_F126.png,True,
figure_F126.svg,True,
figure_F126.pdf,True,
figure_source_F126results/q4/K2/resource_allocations.csv,True,
Chinese_title_F127,True,
figure_F127.png,True,
figure_F127.svg,True,
figure_F127.pdf,True,
figure_source_F127results/q4/K2/resource_allocations.csv,True,
Chinese_title_F128,True,
figure_F128.png,True,
figure_F128.svg,True,
figure_F128.pdf,True,
figure_source_F128results/q4/K3/groups.csv,True,
figure_source_F128data/cleaned/model_inputs.json,True,
Chinese_title_F129,True,
figure_F129.png,True,
figure_F129.svg,True,
figure_F129.pdf,True,
figure_source_F129results/q4/K3/groups.csv,True,
Chinese_title_F130,True,
figure_F130.png,True,
figure_F130.svg,True,
figure_F130.pdf,True,
figure_source_F130results/q4/K3/groups.csv,True,
Chinese_title_F131,True,
figure_F131.png,True,
figure_F131.svg,True,
figure_F131.pdf,True,
figure_source_F131results/q4/K3/groups.csv,True,
Chinese_title_F132,True,
figure_F132.png,True,
figure_F132.svg,True,
figure_F132.pdf,True,
figure_source_F132results/q4/summary.json,True,
Chinese_title_F133,True,
figure_F133.png,True,
figure_F133.svg,True,
figure_F133.pdf,True,
figure_source_F133results/q4/summary.json,True,
Chinese_title_F134,True,
figure_F134.png,True,
figure_F134.svg,True,
figure_F134.pdf,True,
figure_source_F134results/q4/K3/resource_allocations.csv,True,
Chinese_title_F135,True,
figure_F135.png,True,
figure_F135.svg,True,
figure_F135.pdf,True,
figure_source_F135results/q4/K3/resource_allocations.csv,True,
Chinese_title_F136,True,
figure_F136.png,True,
figure_F136.svg,True,
figure_F136.pdf,True,
figure_source_F136results/q4/K3/resource_allocations.csv,True,
Chinese_title_F137,True,
figure_F137.png,True,
figure_F137.svg,True,
figure_F137.pdf,True,
figure_source_F137results/q4/K3/resource_allocations.csv,True,
Chinese_title_F138,True,
figure_F138.png,True,
figure_F138.svg,True,
figure_F138.pdf,True,
figure_source_F138results/q4/all_partitions.csv,True,
Chinese_title_F139,True,
figure_F139.png,True,
figure_F139.svg,True,
figure_F139.pdf,True,
figure_source_F139results/closure/fixed_energy_sweep.csv,True,
Chinese_title_F140,True,
figure_F140.png,True,
figure_F140.svg,True,
figure_F140.pdf,True,
figure_source_F140results/closure/fixed_energy_sweep.csv,True,
Chinese_title_F141,True,
figure_F141.png,True,
figure_F141.svg,True,
figure_F141.pdf,True,
figure_source_F141results/closure/fixed_energy_sweep.csv,True,
Chinese_title_F142,True,
figure_F142.png,True,
figure_F142.svg,True,
figure_F142.pdf,True,
figure_source_F142results/closure/fixed_charging_sweep.csv,True,
Chinese_title_F143,True,
figure_F143.png,True,
figure_F143.svg,True,
figure_F143.pdf,True,
figure_source_F143results/closure/fixed_charging_sweep.csv,True,
Chinese_title_F144,True,
figure_F144.png,True,
figure_F144.svg,True,
figure_F144.pdf,True,
figure_source_F144results/closure/common_delay_fine_sweep.csv,True,
Chinese_title_F145,True,
figure_F145.png,True,
figure_F145.svg,True,
figure_F145.pdf,True,
figure_source_F145results/closure/common_delay_fine_sweep.csv,True,
Chinese_title_F146,True,
figure_F146.png,True,
figure_F146.svg,True,
figure_F146.pdf,True,
figure_source_F146results/closure/common_delay_fine_sweep.csv,True,
Chinese_title_F147,True,
figure_F147.png,True,
figure_F147.svg,True,
figure_F147.pdf,True,
figure_source_F147results/q3/closure_existing_candidates.csv,True,
exact_figure_count_png,True,147 / 147
exact_figure_count_svg,True,147 / 147
exact_figure_count_pdf,True,147 / 147
no_font_files,True,
unit_tests_pass,True,
