phase_id,trip_id,phase,leg_index,start_s,end_s,s0,s1,is_boundary,direct,atom_id,mode,relay_trip_id,eligible_relay_indices,selected_margin_mid_db,direct_margin_mid_db,backhaul_margin_db
PH-0001,Q3-T-001,爬升,1,390.0,390.0,0.0,0.0,True,True,COM-00001,直连,,,45.92517525248826,45.92517525248826,
PH-0001,Q3-T-001,爬升,1,390.0,390.34184672371094,0.0,0.0033303621117458347,False,True,COM-00002,直连,,,46.15077298410979,46.15077298410979,
PH-0001,Q3-T-001,爬升,1,390.34184672371094,390.34184672371094,0.0033303621117458347,0.0033303621117458347,True,True,COM-00003,直连,,,56.38238674364703,56.38238674364703,
PH-0001,Q3-T-001,爬升,1,390.34184672371094,399.60265609712184,0.0033303621117458347,0.09355164118823557,False,True,COM-00004,直连,,,67.82295300936096,67.82295300936096,
PH-0001,Q3-T-001,爬升,1,399.60265609712184,399.60265609712184,0.09355164118823557,0.09355164118823557,True,True,COM-00005,直连,,,63.04826031558971,63.04826031558971,
PH-0001,Q3-T-001,爬升,1,399.60265609712184,400.5743917449054,0.09355164118823557,0.10301854948233914,False,True,COM-00006,直连,,,61.71811229890635,61.71811229890635,
PH-0001,Q3-T-001,爬升,1,400.5743917449054,400.5743917449054,0.10301854948233914,0.10301854948233914,True,True,COM-00007,直连,,,60.56487003084808,60.56487003084808,
PH-0001,Q3-T-001,爬升,1,400.5743917449054,408.6860501935803,0.10301854948233914,0.18204449323756763,False,True,COM-00008,直连,,,54.38121115513681,54.38121115513681,
PH-0001,Q3-T-001,爬升,1,408.6860501935803,408.6860501935803,0.18204449323756763,0.18204449323756763,True,True,COM-00009,直连,,,50.80570620510426,50.80570620510426,
PH-0001,Q3-T-001,爬升,1,408.6860501935803,417.99820232145794,0.18204449323756763,0.2727659671450406,False,True,COM-00010,直连,,,47.961793825275365,47.961793825275365,
PH-0001,Q3-T-001,爬升,1,417.99820232145794,417.99820232145794,0.2727659671450406,0.2727659671450406,True,True,COM-00011,直连,,,45.82290764368432,45.82290764368432,
PH-0001,Q3-T-001,爬升,1,417.99820232145794,442.62231115873317,0.2727659671450406,0.5126606141287319,False,True,COM-00012,直连,,,41.86530341691349,41.86530341691349,
PH-0001,Q3-T-001,爬升,1,442.62231115873317,442.62231115873317,0.5126606141287319,0.5126606141287319,True,True,COM-00013,直连,,,39.15657284889858,39.15657284889858,
PH-0001,Q3-T-001,爬升,1,442.62231115873317,492.6455118815104,0.5126606141287319,1.0,False,True,COM-00014,直连,,,35.382191170733094,35.382191170733094,
PH-0001,Q3-T-001,爬升,1,492.6455118815104,492.6455118815104,1.0,1.0,True,True,COM-00015,直连,,,32.7598396645181,32.7598396645181,
PH-0002,Q3-T-001,巡航,1,492.6455118815104,639.1032424286232,0.0,0.3673308930328283,False,True,COM-00016,直连,,,22.62529809584204,22.62529809584204,
