trip_id,leg_index,model_id,from_id,to_id,departure_s,arrival_s,handoff_complete_s,remaining_payload_at_departure_kg,remaining_payload_after_handoff_kg,remaining_volume_after_handoff_m3,distance_m,terrain_max_m,cruise_altitude_m,climb_m,descent_m,flight_s,horizontal_energy_kwh,climb_energy_kwh,leg_energy_kwh,delivered_box_ids
Q2-001,1,A,O01,S013,390.0,903.5902021715531,1113.590202171553,20.0,3.0,0.012000000000000007,4849.242377230511,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,513.5902021715531,1.018639437637088,0.09247349620819094,1.111112933845279,S013-MED-01;S013-WAT-01
Q2-001,2,A,S013,S014,1113.590202171553,1507.631141202007,1687.631141202007,3.0,0.0,6.938893903907228e-18,3127.400496881075,483.26031494140625,533.2603149414062,181.56031494140626,182.26031494140625,394.0409390304542,0.567651455011733,0.05016234118016561,0.6178137961918986,S014-MED-01
Q2-001,3,A,S014,O01,1687.631141202007,2405.279380362998,2405.279380362998,0.0,0.0,6.938893903907228e-18,5419.60185821314,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,717.6482391609909,0.9755283344783652,0.06383432528177897,1.0393626597601442,
Q2-002,1,A,O01,S012,360.0,1124.475036821724,1334.475036821724,17.0,0.0,0.0,7390.491686977874,363.3009948730469,413.3009948730469,285.6009948730469,133.50099487304686,764.4750368217238,1.4983231579002396,0.09404007758267721,1.592363235482917,S012-WAT-01;S012-MED-01
Q2-002,2,A,S012,O01,1334.475036821724,2109.090073643448,2109.090073643448,0.0,0.0,0.0,7390.491686977874,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,774.615036821724,1.3302885036560175,0.035368492738935685,1.3656569963949532,
Q2-003,1,A,O01,S002,360.0,1073.8089909673017,1283.8089909673017,22.0,0.0,0.0,7411.310455084183,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,713.8089909673017,1.5978441631672375,0.06311172432708742,1.6609558874943249,S002-WAT-02;S002-FOD-02
Q2-003,2,A,S002,O01,1283.8089909673017,2003.7379819346033,2003.7379819346033,0.0,0.0,0.0,7411.310455084183,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,719.9289909673017,1.334035881915153,0.023699165248870852,1.357735047164024,
Q2-004,1,A,O01,S006,360.0,725.5024303951484,935.5024303951484,17.0,0.0,0.0,3186.208178413656,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,365.50243039514834,0.6459610133951039,0.07849745522944132,0.7244584686245452,S006-MED-01;S006-WAT-03
Q2-004,2,A,S006,O01,935.5024303951484,1313.4781941236301,1313.4781941236301,0.0,0.0,0.0,3186.208178413656,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,377.9757637284817,0.573517472114458,0.013590365079243976,0.587107837193702,
Q2-005,1,B,O01,S006,360.0,672.3989607549207,882.3989607549207,20.0,0.0,0.0,3186.208178413656,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,312.3989607549208,0.5936657571904965,0.07669291602876452,0.670358673219261,S006-WAT-02;S006-HYG-01
