model_id,box_count,weight_kg,volume_m3,outbound_horizontal_kwh,inbound_horizontal_kwh,outbound_climb_kwh,inbound_climb_kwh,energy_kwh,outbound_flight_s,inbound_flight_s,flight_time_s,preparation_load_s,handoff_s,airborne_service_s,operation_time_s,reserve_fraction,return_soc_fraction,energy_margin_kwh,payload_utilization,volume_utilization,service_id,box_ids,composition,trip_id
C,9,78.0,0.224,1.7560426287056163,0.845717218205123,0.08136487663898469,0.02356011173852285,2.7066848352882467,306.26953866457967,311.89953866457967,618.1690773291593,570.0,504.0,1122.1690773291593,1692.1690773291593,0.2,0.6616643955889692,3.6933151647117537,0.975,0.896,S001,S001-FOD-01;S001-FOD-02;S001-FOD-03;S001-HYG-01;S001-MED-01;S001-MED-02;S001-WAT-01;S001-WAT-02;S001-WAT-03,"(2, 3, 1, 3)",Q1-001
C,6,76.0,0.17,1.6866646109850576,0.845717218205123,0.0802646078541438,0.02356011173852285,2.6362065487828468,306.26953866457967,311.89953866457967,618.1690773291593,480.0,396.0,1014.1690773291593,1494.1690773291593,0.2,0.6704741814021442,3.7637934512171536,0.95,0.68,S001,S001-HYG-02;S001-WAT-04;S001-WAT-05;S001-WAT-06;S001-WAT-07;S001-WAT-08,"(0, 0, 1, 5)",Q1-002
B,3,25.0,0.067,1.4138257976516104,0.952882772796538,0.06173973031997682,0.02200636773109436,2.4504546684992192,590.2871500492321,596.4071500492322,1186.6943000984643,390.0,240.0,1426.6943000984643,1816.6943000984643,0.2,0.3873863328751952,0.749545331500781,0.8333333333333334,0.9178082191780823,S002,S002-FOD-01;S002-MED-01;S002-WAT-01,"(1, 1, 0, 1)",Q1-003
C,5,56.0,0.14400000000000002,2.9977102096763506,2.052362895254082,0.08636702274761202,0.023665309298515323,5.1601054369765595,611.3161924076305,620.4961924076305,1231.8123848152609,450.0,360.0,1591.8123848152609,2041.8123848152609,0.2,0.35498682037793006,1.2398945630234408,0.7,0.5760000000000001,S002,S002-FOD-02;S002-HYG-01;S002-WAT-02;S002-WAT-03;S002-WAT-04,"(0, 1, 1, 3)",Q1-004
B,3,25.0,0.067,1.385567406482365,0.9338373329857453,0.14786672206878665,0.05493436871634589,2.5222058302532426,718.2349851050219,732.2883184383552,1450.523303543377,390.0,240.0,1690.523303543377,2080.523303543377,0.2,0.36944854243668934,0.6777941697467575,0.8333333333333334,0.9178082191780823,S003,S003-FOD-01;S003-MED-01;S003-WAT-01,"(1, 1, 0, 1)",Q1-005
C,5,56.0,0.14400000000000002,2.93779443514615,2.0113419479692976,0.20684911453844712,0.059075574973424284,5.21506107262732,769.5056748022876,790.5856748022875,1560.091349604575,450.0,360.0,1920.091349604575,2370.091349604575,0.2,0.34811736592158504,1.1849389273726807,0.7,0.5760000000000001,S003,S003-FOD-02;S003-HYG-01;S003-WAT-02;S003-WAT-03;S003-WAT-04,"(0, 1, 1, 3)",Q1-006
C,6,59.0,0.156,3.242014906252048,2.1363774782170615,0.13198272013424767,0.044957760473950704,5.5553328650773075,707.4983462416002,717.5583462416001,1425.0566924832003,480.0,396.0,1821.0566924832003,2301.0566924832005,0.2,0.30558339186533656,0.8446671349226929,0.7375,0.624,S004,S004-FOD-01;S004-HYG-01;S004-MED-01;S004-WAT-01;S004-WAT-02;S004-WAT-03,"(1, 1, 1, 3)",Q1-007
C,6,59.0,0.156,2.2191160101133316,1.4623219209802276,0.09694124503224691,0.03476502437082927,3.8131442004966356,497.2302622628905,503.9602622628905,1001.190524525781,480.0,396.0,1397.190524525781,1877.190524525781,0.2,0.5233569749379205,2.5868557995033648,0.7375,0.624,S005,S005-FOD-01;S005-HYG-01;S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03,"(1, 1, 1, 3)",Q1-008
C,6,59.0,0.156,1.3389683543571733,0.882334572483806,0.11630255148362055,0.013570950271987913,2.3511764285965877,333.42193398083816,352.13193398083814,685.5538679616764,480.0,396.0,1081.5538679616764,1561.5538679616764,0.2,0.7061029464254265,4.048823571403412,0.7375,0.624,S006,S006-FOD-01;S006-HYG-01;S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03,"(1, 1, 1, 3)",Q1-009
C,5,45.0,0.129,1.6247896027903255,1.2556967723487733,0.16710679415378574,0.04324716902828217,3.0908403383211667,537.7432286649463,559.8232286649462,1097.5664573298925,450.0,360.0,1457.5664573298925,1907.5664573298925,0.2,0.6136449577098542,3.3091596616788337,0.5625,0.516,S007,S007-FOD-01;S007-HYG-01;S007-MED-01;S007-WAT-01;S007-WAT-02,"(1, 1, 1, 2)",Q1-010
