battery_id,model_id,trip_id,drone_id,task_start_s,return_s,return_soc_fraction,charge_start_s,charge_end_s,charge_duration_s,charged_soc_fraction
B-BAT-01,B,Q2-001,U05,0.0,1922.7403507440913,0.3118964252996278,1922.7403507440913,3782.1198802247363,1859.3795294806453,1.0
B-BAT-02,B,Q2-002,U06,0.0,1869.7564163816144,0.4649028794731025,1869.7564163816144,3463.9247586282368,1594.1683422466224,1.0
C-BAT-01,C,Q2-003,U07,0.0,1907.5664573298927,0.573638202499589,1907.5664573298927,3664.68368524745,1757.117227917557,1.0
C-BAT-02,C,Q2-004,U08,0.0,1692.1690773291593,0.6255288421596534,1692.1690773291593,3336.8565859832433,1644.687508654084,1.0
C-BAT-03,C,Q2-005,U08,1692.1690773291593,3253.722945290836,0.6752515168859685,3253.722945290836,4790.677992037904,1536.955046747068,1.0
B-BAT-03,B,Q2-006,U06,1869.7564163816144,3686.450716480079,0.3216444281405243,3686.450716480079,5528.9337077031705,1842.4829912230912,1.0
C-BAT-04,C,Q2-007,U07,1907.5664573298927,4208.623149813093,0.230883497636599,4208.623149813093,6708.375571600462,2499.752421787369,1.0
B-BAT-04,B,Q2-008,U05,1922.7403507440913,3478.119916575268,0.5442010754775468,3478.119916575268,4934.838052414187,1456.718135838919,1.0
C-BAT-02,C,Q2-009,U08,3336.8565859832433,5536.557799068705,0.27049853606452356,5536.557799068705,7950.477637595571,2413.9198385268655,1.0
B-BAT-02,B,Q2-010,U05,3478.119916575268,4988.592241677357,0.5438101819180208,4988.592241677357,6445.987926352787,1457.3956846754304,1.0
B-BAT-01,B,Q2-011,U06,3782.1198802247363,5862.643183768114,0.30502063300701954,5862.643183768114,7733.940753222613,1871.2975694544994,1.0
C-BAT-01,C,Q2-012,U07,4208.623149813093,6085.813674338873,0.4722258925616212,6085.813674338873,8062.657573788694,1976.8438994498208,1.0
B-BAT-04,B,Q2-013,U05,4988.592241677357,6816.868879104333,0.42313679392897763,6816.868879104333,8483.43176962744,1666.5628905231054,1.0
C-BAT-03,C,Q2-014,U08,5536.557799068705,7578.370183883966,0.2848469161427851,7578.370183883966,9961.201865574598,2382.831681690632,1.0
B-BAT-03,B,Q2-015,U06,5862.643183768114,7421.084916856875,0.4759415663934575,7421.084916856875,8996.119535108215,1575.0346182513401,1.0
C-BAT-04,C,Q2-016,U07,6708.375571600462,8202.544648929621,0.6353022115522805,8202.544648929621,9826.05652389968,1623.511874970059,1.0
B-BAT-02,B,Q2-017,U05,6816.868879104333,8005.28935133949,0.7315120586411361,8005.28935133949,9137.33511636152,1132.0457650220308,1.0
C-BAT-02,C,Q2-018,U08,7950.477637595571,10320.568987200146,0.27937936060053714,10320.568987200146,12715.247039232316,2394.6780520321695,1.0
