K,group_id,source_communication_row,transport_trip_id,source_relay_trip_id,local_relay_trip_id,start_s,end_s,mode
3,K3-G1,315,Q3-T-004,,,1238.2102319834157,1239.376314760756,直连
3,K3-G1,316,Q3-T-004,,,1239.376314760756,1239.376314760756,直连
3,K3-G1,317,Q3-T-004,,,1239.376314760756,1250.4892860088491,直连
3,K3-G1,318,Q3-T-004,,,1250.4892860088491,1250.4892860088491,直连
3,K3-G1,319,Q3-T-004,,,1250.4892860088491,1250.8995020773023,直连
3,K3-G1,320,Q3-T-004,,,1250.8995020773023,1250.8995020773023,直连
3,K3-G1,536,Q3-T-008,,,450.0,450.0,直连
3,K3-G1,537,Q3-T-008,,,450.0,450.4102160684531,直连
3,K3-G1,538,Q3-T-008,,,450.4102160684531,450.4102160684531,直连
3,K3-G1,539,Q3-T-008,,,450.4102160684531,461.5231873165462,直连
3,K3-G1,540,Q3-T-008,,,461.5231873165462,461.5231873165462,直连
3,K3-G1,541,Q3-T-008,,,461.5231873165462,462.6892700938865,直连
3,K3-G1,542,Q3-T-008,,,462.6892700938865,462.6892700938865,直连
3,K3-G1,543,Q3-T-008,,,462.6892700938865,472.42326023229634,直连
3,K3-G1,544,Q3-T-008,,,472.42326023229634,472.42326023229634,直连
3,K3-G1,545,Q3-T-008,,,472.42326023229634,483.59784278574955,直连
3,K3-G1,546,Q3-T-008,,,483.59784278574955,483.59784278574955,直连
3,K3-G1,547,Q3-T-008,,,483.59784278574955,508.14264404296875,直连
3,K3-G1,548,Q3-T-008,,,508.14264404296875,508.14264404296875,直连
3,K3-G1,549,Q3-T-008,,,508.14264404296875,615.3191499673972,直连
3,K3-G1,550,Q3-T-008,,,615.3191499673972,615.3191499673972,直连
3,K3-G1,551,Q3-T-008,,,615.3191499673972,657.6197207972568,直连
3,K3-G1,552,Q3-T-008,,,657.6197207972568,657.6197207972568,直连
3,K3-G1,553,Q3-T-008,,,657.6197207972568,667.4822284408317,直连
3,K3-G1,554,Q3-T-008,,,667.4822284408317,667.4822284408317,直连
3,K3-G1,555,Q3-T-008,,,667.4822284408317,711.7412336108687,直连
3,K3-G1,556,Q3-T-008,,,711.7412336108687,711.7412336108687,直连
3,K3-G1,557,Q3-T-008,,,711.7412336108687,743.571139671352,直连
3,K3-G1,558,Q3-T-008,,,743.571139671352,743.571139671352,直连
3,K3-G1,559,Q3-T-008,,,743.571139671352,744.679230704014,直连
3,K3-G1,560,Q3-T-008,,,744.679230704014,744.679230704014,直连
3,K3-G1,561,Q3-T-008,,,744.679230704014,751.0335560037753,直连
3,K3-G1,562,Q3-T-008,,,751.0335560037753,751.0335560037753,直连
3,K3-G1,563,Q3-T-008,,,751.0335560037753,754.4057795780624,直连
3,K3-G1,564,Q3-T-008,,,754.4057795780624,754.4057795780624,直连
3,K3-G1,565,Q3-T-008,,,754.4057795780624,756.2695386645796,直连
3,K3-G1,566,Q3-T-008,,,756.2695386645796,756.2695386645796,直连
3,K3-G1,567,Q3-T-008,,,756.2695386645796,864.805648987166,直连
3,K3-G1,568,Q3-T-008,,,864.805648987166,864.805648987166,直连
3,K3-G1,569,Q3-T-008,,,864.805648987166,1008.2695386645796,直连
3,K3-G1,570,Q3-T-008,,,1008.2695386645796,1008.2695386645796,直连
3,K3-G1,571,Q3-T-008,,,1008.2695386645796,1009.7605459337934,直连
3,K3-G1,572,Q3-T-008,,,1009.7605459337934,1009.7605459337934,直连
3,K3-G1,573,Q3-T-008,,,1009.7605459337934,1012.458324793223,直连
3,K3-G1,574,Q3-T-008,,,1012.458324793223,1012.458324793223,直连
3,K3-G1,575,Q3-T-008,,,1012.458324793223,1018.4282578591618,直连
3,K3-G1,576,Q3-T-008,,,1018.4282578591618,1018.4282578591618,直连
3,K3-G1,577,Q3-T-008,,,1018.4282578591618,1089.003358672037,直连
3,K3-G1,578,Q3-T-008,,,1089.003358672037,1089.003358672037,直连
3,K3-G1,579,Q3-T-008,,,1089.003358672037,1108.9093824145796,直连
3,K3-G1,580,Q3-T-008,,,1108.9093824145796,1108.9093824145796,直连
3,K3-G1,581,Q3-T-008,,,1108.9093824145796,1178.4194755020023,直连
3,K3-G1,582,Q3-T-008,,,1178.4194755020023,1178.4194755020023,直连
3,K3-G1,583,Q3-T-008,,,1178.4194755020023,1225.977956606348,直连
3,K3-G1,584,Q3-T-008,,,1225.977956606348,1225.977956606348,直连
3,K3-G1,585,Q3-T-008,,,1225.977956606348,1234.3168148964191,直连
3,K3-G1,586,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1234.3168148964191,1234.3168148964191,中继
3,K3-G1,587,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1234.3168148964191,1246.1954978546064,中继
3,K3-G1,588,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1246.1954978546064,1246.1954978546064,中继
3,K3-G1,589,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1246.1954978546064,1265.283001399549,中继
3,K3-G1,590,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1265.283001399549,1265.283001399549,中继
3,K3-G1,591,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1265.283001399549,1422.0882849922996,中继
3,K3-G1,592,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1422.0882849922996,1422.0882849922996,中继
3,K3-G1,593,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1422.0882849922996,1454.4987387716767,中继
3,K3-G1,594,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1454.4987387716767,1454.4987387716767,中继
3,K3-G1,595,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1454.4987387716767,1481.83956162616,中继
3,K3-G1,596,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1481.83956162616,1481.83956162616,中继
3,K3-G1,597,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1481.83956162616,1485.881761520589,中继
3,K3-G1,598,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1485.881761520589,1485.881761520589,中继
3,K3-G1,599,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1485.881761520589,1499.9880896797995,中继
3,K3-G1,600,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1499.9880896797995,1499.9880896797995,中继
3,K3-G1,601,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1499.9880896797995,1787.9880896797995,中继
3,K3-G1,602,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1787.9880896797995,1787.9880896797995,中继
3,K3-G1,603,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1787.9880896797995,1799.2731522071679,中继
3,K3-G1,604,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1799.2731522071679,1799.2731522071679,中继
3,K3-G1,605,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1799.2731522071679,1802.5069121227111,中继
3,K3-G1,606,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1802.5069121227111,1802.5069121227111,中继
3,K3-G1,607,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1802.5069121227111,1824.3795704062977,中继
3,K3-G1,608,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1824.3795704062977,1824.3795704062977,中继
3,K3-G1,609,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1824.3795704062977,1841.3884876290183,中继
3,K3-G1,610,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1841.3884876290183,1841.3884876290183,中继
3,K3-G1,611,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,1841.3884876290183,2008.5874277641003,中继
3,K3-G1,612,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,2008.5874277641003,2008.5874277641003,中继
3,K3-G1,613,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,2008.5874277641003,2067.1593253850447,中继
3,K3-G1,614,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,2067.1593253850447,2067.1593253850447,中继
3,K3-G1,615,Q3-T-008,Q3-R-002,Q3-R-002@K3-G1,2067.1593253850447,2070.952997692678,中继
3,K3-G1,616,Q3-T-008,,,2070.952997692678,2070.952997692678,直连
3,K3-G1,617,Q3-T-008,,,2070.952997692678,2121.2457353891723,直连
3,K3-G1,618,Q3-T-008,,,2121.2457353891723,2121.2457353891723,直连
3,K3-G1,619,Q3-T-008,,,2121.2457353891723,2334.0879334274964,直连
3,K3-G1,620,Q3-T-008,,,2334.0879334274964,2334.0879334274964,直连
3,K3-G1,621,Q3-T-008,,,2334.0879334274964,2434.891127381833,直连
3,K3-G1,622,Q3-T-008,,,2434.891127381833,2434.891127381833,直连
3,K3-G1,623,Q3-T-008,,,2434.891127381833,2448.8593555736493,直连
3,K3-G1,624,Q3-T-008,,,2448.8593555736493,2448.8593555736493,直连
3,K3-G1,625,Q3-T-008,,,2448.8593555736493,2454.762859482356,直连
3,K3-G1,626,Q3-T-008,,,2454.762859482356,2454.762859482356,直连
3,K3-G1,627,Q3-T-008,,,2454.762859482356,2461.026843246662,直连
3,K3-G1,628,Q3-T-008,,,2461.026843246662,2461.026843246662,直连
3,K3-G1,629,Q3-T-008,,,2461.026843246662,2462.484446718337,直连
3,K3-G1,630,Q3-T-008,,,2462.484446718337,2462.484446718337,直连
3,K3-G1,631,Q3-T-008,,,2462.484446718337,2476.3756607784535,直连
3,K3-G1,632,Q3-T-008,,,2476.3756607784535,2476.3756607784535,直连
3,K3-G1,633,Q3-T-008,,,2476.3756607784535,2476.88843086402,直连
3,K3-G1,634,Q3-T-008,,,2476.88843086402,2476.88843086402,直连
3,K3-G1,635,Q3-T-009,,,1610.899502077302,1610.899502077302,直连
3,K3-G1,636,Q3-T-009,,,1610.899502077302,1611.241348801013,直连
3,K3-G1,637,Q3-T-009,,,1611.241348801013,1611.241348801013,直连
3,K3-G1,638,Q3-T-009,,,1611.241348801013,1620.5021581744238,直连
3,K3-G1,639,Q3-T-009,,,1620.5021581744238,1620.5021581744238,直连
3,K3-G1,640,Q3-T-009,,,1620.5021581744238,1621.4738938222074,直连
3,K3-G1,641,Q3-T-009,,,1621.4738938222074,1621.4738938222074,直连
3,K3-G1,642,Q3-T-009,,,1621.4738938222074,1629.5855522708823,直连
3,K3-G1,643,Q3-T-009,,,1629.5855522708823,1629.5855522708823,直连
3,K3-G1,644,Q3-T-009,,,1629.5855522708823,1638.89770439876,直连
3,K3-G1,645,Q3-T-009,,,1638.89770439876,1638.89770439876,直连
3,K3-G1,646,Q3-T-009,,,1638.89770439876,1659.3517054464426,直连
3,K3-G1,647,Q3-T-009,,,1659.3517054464426,1659.3517054464426,直连
3,K3-G1,648,Q3-T-009,,,1659.3517054464426,1793.322337851978,直连
3,K3-G1,649,Q3-T-009,,,1793.322337851978,1793.322337851978,直连
3,K3-G1,650,Q3-T-009,,,1793.322337851978,1846.1980513893027,直连
3,K3-G1,651,Q3-T-009,,,1846.1980513893027,1846.1980513893027,直连
3,K3-G1,652,Q3-T-009,,,1846.1980513893027,1858.5261859437715,直连
3,K3-G1,653,Q3-T-009,,,1858.5261859437715,1858.5261859437715,直连
3,K3-G1,654,Q3-T-009,,,1858.5261859437715,1913.8499424063175,直连
3,K3-G1,655,Q3-T-009,,,1913.8499424063175,1913.8499424063175,直连
3,K3-G1,656,Q3-T-009,,,1913.8499424063175,1939.313867254704,直连
3,K3-G1,657,Q3-T-009,,,1939.313867254704,1939.313867254704,直连
3,K3-G1,658,Q3-T-009,,,1939.313867254704,1945.2838003206427,直连
3,K3-G1,659,Q3-T-009,,,1945.2838003206427,1945.2838003206427,直连
3,K3-G1,660,Q3-T-009,,,1945.2838003206427,1947.9815791800725,直连
3,K3-G1,661,Q3-T-009,,,1947.9815791800725,1947.9815791800725,直连
3,K3-G1,662,Q3-T-009,,,1947.9815791800725,1949.4725864492862,直连
3,K3-G1,663,Q3-T-009,,,1949.4725864492862,1949.4725864492862,直连
3,K3-G1,664,Q3-T-009,,,1949.4725864492862,2159.472586449286,直连
3,K3-G1,665,Q3-T-009,,,2159.472586449286,2159.472586449286,直连
3,K3-G1,666,Q3-T-009,,,2159.472586449286,2160.7150925069645,直连
3,K3-G1,667,Q3-T-009,,,2160.7150925069645,2160.7150925069645,直连
3,K3-G1,668,Q3-T-009,,,2160.7150925069645,2162.963241556489,直连
3,K3-G1,669,Q3-T-009,,,2162.963241556489,2162.963241556489,直连
3,K3-G1,670,Q3-T-009,,,2162.963241556489,2167.9381857781045,直连
3,K3-G1,671,Q3-T-009,,,2167.9381857781045,2167.9381857781045,直连
3,K3-G1,672,Q3-T-009,,,2167.9381857781045,2189.1581231517603,直连
3,K3-G1,673,Q3-T-009,,,2189.1581231517603,2189.1581231517603,直连
3,K3-G1,674,Q3-T-009,,,2189.1581231517603,2244.4818796143063,直连
3,K3-G1,675,Q3-T-009,,,2244.4818796143063,2244.4818796143063,直连
3,K3-G1,676,Q3-T-009,,,2244.4818796143063,2256.810014168775,直连
3,K3-G1,677,Q3-T-009,,,2256.810014168775,2256.810014168775,直连
3,K3-G1,678,Q3-T-009,,,2256.810014168775,2309.6857277061,直连
3,K3-G1,679,Q3-T-009,,,2309.6857277061,2309.6857277061,直连
3,K3-G1,680,Q3-T-009,,,2309.6857277061,2443.6563601116354,直连
3,K3-G1,681,Q3-T-009,,,2443.6563601116354,2443.6563601116354,直连
3,K3-G1,682,Q3-T-009,,,2443.6563601116354,2454.762859482356,直连
3,K3-G1,683,Q3-T-009,,,2454.762859482356,2454.762859482356,直连
3,K3-G1,684,Q3-T-009,,,2454.762859482356,2468.2011613688546,直连
3,K3-G1,685,Q3-T-009,,,2468.2011613688546,2468.2011613688546,直连
3,K3-G1,686,Q3-T-009,,,2468.2011613688546,2479.3757439223077,直连
3,K3-G1,687,Q3-T-009,,,2479.3757439223077,2479.3757439223077,直连
3,K3-G1,688,Q3-T-009,,,2479.3757439223077,2489.1097340607175,直连
3,K3-G1,689,Q3-T-009,,,2489.1097340607175,2489.1097340607175,直连
3,K3-G1,690,Q3-T-009,,,2489.1097340607175,2490.275816838058,直连
3,K3-G1,691,Q3-T-009,,,2490.275816838058,2490.275816838058,直连
3,K3-G1,692,Q3-T-009,,,2490.275816838058,2501.3887880861507,直连
3,K3-G1,693,Q3-T-009,,,2501.3887880861507,2501.3887880861507,直连
3,K3-G1,694,Q3-T-009,,,2501.3887880861507,2501.799004154604,直连
3,K3-G1,695,Q3-T-009,,,2501.799004154604,2501.799004154604,直连
3,K3-G1,696,Q3-T-010,,,1610.899502077302,1610.899502077302,直连
3,K3-G1,697,Q3-T-010,,,1610.899502077302,1611.241348801013,直连
3,K3-G1,698,Q3-T-010,,,1611.241348801013,1611.241348801013,直连
3,K3-G1,699,Q3-T-010,,,1611.241348801013,1620.5021581744238,直连
3,K3-G1,700,Q3-T-010,,,1620.5021581744238,1620.5021581744238,直连
3,K3-G1,701,Q3-T-010,,,1620.5021581744238,1621.4738938222074,直连
3,K3-G1,702,Q3-T-010,,,1621.4738938222074,1621.4738938222074,直连
3,K3-G1,703,Q3-T-010,,,1621.4738938222074,1629.5855522708823,直连
3,K3-G1,704,Q3-T-010,,,1629.5855522708823,1629.5855522708823,直连
3,K3-G1,705,Q3-T-010,,,1629.5855522708823,1638.89770439876,直连
3,K3-G1,706,Q3-T-010,,,1638.89770439876,1638.89770439876,直连
3,K3-G1,707,Q3-T-010,,,1638.89770439876,1659.3517054464426,直连
3,K3-G1,708,Q3-T-010,,,1659.3517054464426,1659.3517054464426,直连
3,K3-G1,709,Q3-T-010,,,1659.3517054464426,1793.322337851978,直连
3,K3-G1,710,Q3-T-010,,,1793.322337851978,1793.322337851978,直连
3,K3-G1,711,Q3-T-010,,,1793.322337851978,1846.1980513893027,直连
3,K3-G1,712,Q3-T-010,,,1846.1980513893027,1846.1980513893027,直连
3,K3-G1,713,Q3-T-010,,,1846.1980513893027,1858.5261859437715,直连
3,K3-G1,714,Q3-T-010,,,1858.5261859437715,1858.5261859437715,直连
3,K3-G1,715,Q3-T-010,,,1858.5261859437715,1913.8499424063175,直连
3,K3-G1,716,Q3-T-010,,,1913.8499424063175,1913.8499424063175,直连
3,K3-G1,717,Q3-T-010,,,1913.8499424063175,1939.313867254704,直连
3,K3-G1,718,Q3-T-010,,,1939.313867254704,1939.313867254704,直连
3,K3-G1,719,Q3-T-010,,,1939.313867254704,1945.2838003206427,直连
3,K3-G1,720,Q3-T-010,,,1945.2838003206427,1945.2838003206427,直连
3,K3-G1,721,Q3-T-010,,,1945.2838003206427,1947.9815791800725,直连
3,K3-G1,722,Q3-T-010,,,1947.9815791800725,1947.9815791800725,直连
3,K3-G1,723,Q3-T-010,,,1947.9815791800725,1949.4725864492862,直连
3,K3-G1,724,Q3-T-010,,,1949.4725864492862,1949.4725864492862,直连
3,K3-G1,725,Q3-T-010,,,1949.4725864492862,2129.472586449286,直连
3,K3-G1,726,Q3-T-010,,,2129.472586449286,2129.472586449286,直连
3,K3-G1,727,Q3-T-010,,,2129.472586449286,2130.7150925069645,直连
3,K3-G1,728,Q3-T-010,,,2130.7150925069645,2130.7150925069645,直连
3,K3-G1,729,Q3-T-010,,,2130.7150925069645,2132.963241556489,直连
3,K3-G1,730,Q3-T-010,,,2132.963241556489,2132.963241556489,直连
3,K3-G1,731,Q3-T-010,,,2132.963241556489,2137.9381857781045,直连
3,K3-G1,732,Q3-T-010,,,2137.9381857781045,2137.9381857781045,直连
3,K3-G1,733,Q3-T-010,,,2137.9381857781045,2196.750769788834,直连
3,K3-G1,734,Q3-T-010,,,2196.750769788834,2196.750769788834,直连
3,K3-G1,735,Q3-T-010,,,2196.750769788834,2211.8324802481143,直连
3,K3-G1,736,Q3-T-010,,,2211.8324802481143,2211.8324802481143,直连
3,K3-G1,737,Q3-T-010,,,2211.8324802481143,2344.181738078408,直连
3,K3-G1,738,Q3-T-010,,,2344.181738078408,2344.181738078408,直连
3,K3-G1,739,Q3-T-010,,,2344.181738078408,2372.8899672679613,直连
3,K3-G1,740,Q3-T-010,,,2372.8899672679613,2372.8899672679613,直连
3,K3-G1,741,Q3-T-010,,,2372.8899672679613,2422.319128458691,直连
3,K3-G1,742,Q3-T-010,,,2422.319128458691,2422.319128458691,直连
3,K3-G1,743,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2422.319128458691,2444.2181934192627,中继
3,K3-G1,744,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2444.2181934192627,2444.2181934192627,中继
3,K3-G1,745,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2444.2181934192627,2451.289067831147,中继
3,K3-G1,746,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2451.289067831147,2451.289067831147,中继
3,K3-G1,747,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2451.289067831147,2454.762859482356,中继
3,K3-G1,748,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2454.762859482356,2454.762859482356,中继
3,K3-G1,749,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2454.762859482356,2515.7355564592635,中继
3,K3-G1,750,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2515.7355564592635,2515.7355564592635,中继
3,K3-G1,751,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2515.7355564592635,2520.990328592093,中继
3,K3-G1,752,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2520.990328592093,2520.990328592093,中继
3,K3-G1,753,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2520.990328592093,2525.9929161643395,中继
3,K3-G1,754,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2525.9929161643395,2525.9929161643395,中继
3,K3-G1,755,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2525.9929161643395,2532.4829900762197,中继
3,K3-G1,756,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2532.4829900762197,2532.4829900762197,中继
3,K3-G1,757,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2532.4829900762197,2546.2253096575773,中继
3,K3-G1,758,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2546.2253096575773,2546.2253096575773,中继
3,K3-G1,759,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2546.2253096575773,2552.782201150687,中继
3,K3-G1,760,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2552.782201150687,2552.782201150687,中继
3,K3-G1,761,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2552.782201150687,2732.782201150687,中继
3,K3-G1,762,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2732.782201150687,2732.782201150687,中继
3,K3-G1,763,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2732.782201150687,2738.2462773949446,中继
3,K3-G1,764,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2738.2462773949446,2738.2462773949446,中继
3,K3-G1,765,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2738.2462773949446,2749.6982103794094,中继
3,K3-G1,766,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2749.6982103794094,2749.6982103794094,中继
3,K3-G1,767,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2749.6982103794094,2755.1066053059762,中继
3,K3-G1,768,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2755.1066053059762,2755.1066053059762,中继
3,K3-G1,769,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2755.1066053059762,2760.794379698864,中继
3,K3-G1,770,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2760.794379698864,2760.794379698864,中继
3,K3-G1,771,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2760.794379698864,2771.4692839723243,中继
3,K3-G1,772,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2771.4692839723243,2771.4692839723243,中继
3,K3-G1,773,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2771.4692839723243,2826.6823900245026,中继
3,K3-G1,774,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2826.6823900245026,2826.6823900245026,中继
3,K3-G1,775,Q3-T-010,Q3-R-002,Q3-R-002@K3-G1,2826.6823900245026,2830.697629981977,中继
3,K3-G1,776,Q3-T-010,,,2830.697629981977,2830.697629981977,直连
3,K3-G1,777,Q3-T-010,,,2830.697629981977,2902.7665736900717,直连
3,K3-G1,778,Q3-T-010,,,2902.7665736900717,2902.7665736900717,直连
3,K3-G1,779,Q3-T-010,,,2902.7665736900717,3003.2138385946637,直连
3,K3-G1,780,Q3-T-010,,,3003.2138385946637,3003.2138385946637,直连
3,K3-G1,781,Q3-T-010,,,3003.2138385946637,3011.135604465911,直连
3,K3-G1,782,Q3-T-010,,,3011.135604465911,3011.135604465911,直连
3,K3-G1,783,Q3-T-010,,,3011.135604465911,3159.502284002529,直连
3,K3-G1,784,Q3-T-010,,,3159.502284002529,3159.502284002529,直连
3,K3-G1,785,Q3-T-010,,,3159.502284002529,3190.571916040055,直连
3,K3-G1,786,Q3-T-010,,,3190.571916040055,3190.571916040055,直连
3,K3-G1,787,Q3-T-010,,,3190.571916040055,3249.079055474592,直连
3,K3-G1,788,Q3-T-010,,,3249.079055474592,3249.079055474592,直连
3,K3-G1,789,Q3-T-010,,,3249.079055474592,3260.2536380280453,直连
3,K3-G1,790,Q3-T-010,,,3260.2536380280453,3260.2536380280453,直连
3,K3-G1,791,Q3-T-010,,,3260.2536380280453,3269.987628166455,直连
3,K3-G1,792,Q3-T-010,,,3269.987628166455,3269.987628166455,直连
3,K3-G1,793,Q3-T-010,,,3269.987628166455,3271.1537109437954,直连
3,K3-G1,794,Q3-T-010,,,3271.1537109437954,3271.1537109437954,直连
3,K3-G1,795,Q3-T-010,,,3271.1537109437954,3282.2666821918883,直连
3,K3-G1,796,Q3-T-010,,,3282.2666821918883,3282.2666821918883,直连
3,K3-G1,797,Q3-T-010,,,3282.2666821918883,3282.6768982603417,直连
3,K3-G1,798,Q3-T-010,,,3282.6768982603417,3282.6768982603417,直连
3,K3-G1,799,Q3-T-011,,,2101.5538679616766,2101.5538679616766,直连
3,K3-G1,800,Q3-T-011,,,2101.5538679616766,2101.96408403013,直连
3,K3-G1,801,Q3-T-011,,,2101.96408403013,2101.96408403013,直连
3,K3-G1,802,Q3-T-011,,,2101.96408403013,2113.077055278223,直连
3,K3-G1,803,Q3-T-011,,,2113.077055278223,2113.077055278223,直连
3,K3-G1,804,Q3-T-011,,,2113.077055278223,2114.243138055563,直连
3,K3-G1,805,Q3-T-011,,,2114.243138055563,2114.243138055563,直连
3,K3-G1,806,Q3-T-011,,,2114.243138055563,2123.977128193973,直连
3,K3-G1,807,Q3-T-011,,,2123.977128193973,2123.977128193973,直连
3,K3-G1,808,Q3-T-011,,,2123.977128193973,2135.151710747426,直连
3,K3-G1,809,Q3-T-011,,,2135.151710747426,2135.151710747426,直连
3,K3-G1,810,Q3-T-011,,,2135.151710747426,2159.6965120046452,直连
3,K3-G1,811,Q3-T-011,,,2159.6965120046452,2159.6965120046452,直连
3,K3-G1,812,Q3-T-011,,,2159.6965120046452,2266.8730179290737,直连
3,K3-G1,813,Q3-T-011,,,2266.8730179290737,2266.8730179290737,直连
3,K3-G1,814,Q3-T-011,,,2266.8730179290737,2309.1735887589334,直连
3,K3-G1,815,Q3-T-011,,,2309.1735887589334,2309.1735887589334,直连
3,K3-G1,816,Q3-T-011,,,2309.1735887589334,2319.0360964025085,直连
3,K3-G1,817,Q3-T-011,,,2319.0360964025085,2319.0360964025085,直连
3,K3-G1,818,Q3-T-011,,,2319.0360964025085,2363.2951015725453,直连
3,K3-G1,819,Q3-T-011,,,2363.2951015725453,2363.2951015725453,直连
3,K3-G1,820,Q3-T-011,,,2363.2951015725453,2395.1250076330284,直连
3,K3-G1,821,Q3-T-011,,,2395.1250076330284,2395.1250076330284,直连
3,K3-G1,822,Q3-T-011,,,2395.1250076330284,2402.5874239654518,直连
3,K3-G1,823,Q3-T-011,,,2402.5874239654518,2402.5874239654518,直连
3,K3-G1,824,Q3-T-011,,,2402.5874239654518,2405.959647539739,直连
3,K3-G1,825,Q3-T-011,,,2405.959647539739,2405.959647539739,直连
3,K3-G1,826,Q3-T-011,,,2405.959647539739,2407.823406626256,直连
3,K3-G1,827,Q3-T-011,,,2407.823406626256,2407.823406626256,直连
3,K3-G1,828,Q3-T-011,,,2407.823406626256,2454.762859482356,直连
3,K3-G1,829,Q3-T-011,,,2454.762859482356,2454.762859482356,直连
3,K3-G1,830,Q3-T-011,,,2454.762859482356,2659.823406626256,直连
3,K3-G1,831,Q3-T-011,,,2659.823406626256,2659.823406626256,直连
3,K3-G1,832,Q3-T-011,,,2659.823406626256,2661.31441389547,直连
3,K3-G1,833,Q3-T-011,,,2661.31441389547,2661.31441389547,直连
3,K3-G1,834,Q3-T-011,,,2661.31441389547,2664.0121927549,直连
3,K3-G1,835,Q3-T-011,,,2664.0121927549,2664.0121927549,直连
3,K3-G1,836,Q3-T-011,,,2664.0121927549,2669.9821258208385,直连
3,K3-G1,837,Q3-T-011,,,2669.9821258208385,2669.9821258208385,直连
3,K3-G1,838,Q3-T-011,,,2669.9821258208385,2709.921343637975,直连
3,K3-G1,839,Q3-T-011,,,2709.921343637975,2709.921343637975,直连
3,K3-G1,840,Q3-T-011,,,2709.921343637975,2769.934459734842,直连
3,K3-G1,841,Q3-T-011,,,2769.934459734842,2769.934459734842,直连
3,K3-G1,842,Q3-T-011,Q3-R-002,Q3-R-002@K3-G1,2769.934459734842,2834.613497416849,中继
3,K3-G1,843,Q3-T-011,Q3-R-002,Q3-R-002@K3-G1,2834.613497416849,2834.613497416849,中继
3,K3-G1,844,Q3-T-011,Q3-R-002,Q3-R-002@K3-G1,2834.613497416849,2867.930327328436,中继
