service_id,model_id,payload_kg,energy_fraction_percent
S012,A,0.0,61.59133178421451
S012,A,0.20833333333333334,61.600834439891514
S012,A,0.4166666666666667,61.61406722851645
S012,A,0.625,61.62973384559898
S012,A,0.8333333333333334,61.647374358199926
S012,A,1.0416666666666667,61.6667247009748
S012,A,1.25,61.68760806005385
S012,A,1.4583333333333335,61.70989574788581
S012,A,1.6666666666666667,61.73348900859399
S012,A,1.875,61.758309221698525
S012,A,2.0833333333333335,61.7842920887028
S012,A,2.291666666666667,61.8113839332475
S012,A,2.5,61.83953921832175
S012,A,2.7083333333333335,61.86871880940842
S012,A,2.916666666666667,61.898888717947855
S012,A,3.125,61.93001916674584
S012,A,3.3333333333333335,61.96208387847552
S012,A,3.541666666666667,61.99505952317903
S012,A,3.75,62.028925281845574
S012,A,3.9583333333333335,62.06366249651225
S012,A,4.166666666666667,62.0992543860445
S012,A,4.375,62.135685812580064
S012,A,4.583333333333334,62.17294308761699
S012,A,4.791666666666667,62.211013809521276
S012,A,5.0,62.24988672622466
S012,A,5.208333333333334,62.289551618329895
S012,A,5.416666666666667,62.329999198906485
S012,A,5.625,62.37122102705538
S012,A,5.833333333333334,62.41320943292408
S012,A,6.041666666666667,62.45595745231313
S012,A,6.25,62.49945876937244
S012,A,6.458333333333334,62.54370766616324
S012,A,6.666666666666667,62.58869897808115
S012,A,6.875,62.63442805431054
S012,A,7.083333333333334,62.68089072261961
S012,A,7.291666666666667,62.72808325791832
S012,A,7.5,62.776002354093585
S012,A,7.708333333333334,62.82464509871022
S012,A,7.916666666666667,62.87400895022836
S012,A,8.125,62.9240917174393
S012,A,8.333333333333334,62.97489154086323
S012,A,8.541666666666668,63.02640687588901
S012,A,8.75,63.07863647746529
S012,A,8.958333333333334,63.131579386177485
S012,A,9.166666666666668,63.18523491556688
S012,A,9.375,63.23960264056589
S012,A,9.583333333333334,63.29468238693937
S012,A,9.791666666666668,63.35047422163481
S012,A,10.0,63.40697844395646
S012,A,10.208333333333334,63.464195577487324
S012,A,10.416666666666668,63.5221263626925
S012,A,10.625,63.58077175014428
S012,A,10.833333333333334,63.64013289431614
S012,A,11.041666666666668,63.70021114789828
S012,A,11.25,63.76100805659264
S012,A,11.458333333333334,63.82252535434956
S012,A,11.666666666666668,63.88476495901196
S012,A,11.875,63.94772896833673
S012,A,12.083333333333334,64.01141965636566
S012,A,12.291666666666668,64.07583947012135
S012,A,12.5,64.14099102660533
S012,A,12.708333333333334,64.20687711007855
S012,A,12.916666666666668,64.27350066960567
S012,A,13.125,64.3408648168464
S012,A,13.333333333333334,64.40897282407923
S012,A,13.541666666666668,64.47782812244323
S012,A,13.75,64.5474343003861
S012,A,13.958333333333334,64.61779510230666
S012,A,14.166666666666668,64.68891442738172
S012,A,14.375,64.76079632856768
S012,A,14.583333333333334,64.83344501176886
S012,A,14.791666666666668,64.90686483516393
S012,A,15.0,64.98106030868425
S012,A,15.208333333333334,65.0560360936369
S012,A,15.416666666666668,65.13179700246714
S012,A,15.625,65.20834799865443
S012,A,15.833333333333334,65.2856941967376
S012,A,16.041666666666668,65.3638408624646
S012,A,16.25,65.44279341306273
S012,A,16.458333333333336,65.52255741762588
S012,A,16.666666666666668,65.60313859761568
S012,A,16.875,65.6845428274734
S012,A,17.083333333333336,65.76677613534004
S012,A,17.291666666666668,65.84984470388262
S012,A,17.5,65.93375487122412
S012,A,17.708333333333336,66.0185131319757
S012,A,17.916666666666668,66.10412613836942
S012,A,18.125,66.19060070149028
S012,A,18.333333333333336,66.27794379260634
S012,A,18.541666666666668,66.36616254459597
S012,A,18.75,66.45526425347175
S012,A,18.958333333333336,66.54525638000017
S012,A,19.166666666666668,66.6361465514168
S012,A,19.375,66.72794256323702
S012,A,19.583333333333336,66.82065238116174
S012,A,19.791666666666668,66.91428414307877
S012,A,20.0,67.00884616115957
S012,A,20.208333333333336,67.10434692405201
S012,A,20.416666666666668,67.20079509916992
S012,A,20.625,67.29819953507943
S012,A,20.833333333333336,67.39656926398352
S012,A,21.041666666666668,67.4959135043054
S012,A,21.25,67.5962416633719
S012,A,21.458333333333336,67.69756334019772
S012,A,21.666666666666668,67.79988832837253
S012,A,21.875,67.90322661905152
S012,A,22.083333333333336,68.0075884040515
S012,A,22.291666666666668,68.1129840790541
S012,A,22.5,68.21942424691784
S012,A,22.708333333333336,68.32691972110077
S012,A,22.916666666666668,68.43548152919635
S012,A,23.125,68.545120916584
S012,A,23.333333333333336,68.65584935019699
S012,A,23.541666666666668,68.7676785224103
S012,A,23.75,68.88062035505061
S012,A,23.958333333333336,68.99468700353127
S012,A,24.166666666666668,69.10989086111505
S012,A,24.375,69.22624456330813
S012,A,24.583333333333336,69.3437609923873
S012,A,24.791666666666668,69.46245328206496
S012,A,25.0,69.58233482229434
S012,B,0.0,55.3667763332518
