service_id,model_id,payload_kg,energy_fraction_percent
S007,A,0.0,39.50045664196234
S007,A,0.20833333333333334,39.509949828301586
S007,A,0.4166666666666667,39.5217316500223
S007,A,0.625,39.53500675522604
S007,A,0.8333333333333334,39.549492950539914
S007,A,1.0416666666666667,39.56502821780028
S007,A,1.25,39.58150407227378
S007,A,1.4583333333333335,39.59884155728864
S007,A,1.6666666666666667,39.61698008085071
S007,A,1.875,39.63587140510511
S007,A,2.0833333333333335,39.65547607949704
S007,A,2.291666666666667,39.67576117071906
S007,A,2.5,39.696698739387884
S007,A,2.7083333333333335,39.71826477439131
S007,A,2.916666666666667,39.740438421936446
S007,A,3.125,39.76320141212746
S007,A,3.3333333333333335,39.78653762242374
S007,A,3.541666666666667,39.81043273865266
S007,A,3.75,39.83487398724139
S007,A,3.9583333333333335,39.859849920535254
S007,A,4.166666666666667,39.885350242413736
S007,A,4.375,39.91136566499149
S007,A,4.583333333333334,39.93788778964296
S007,A,4.791666666666667,39.96490900730467
S007,A,5.0,39.99242241423299
S007,A,5.208333333333334,40.02042174028306
S007,A,5.416666666666667,40.048901287427974
S007,A,5.625,40.07785587672628
S007,A,5.833333333333334,40.10728080231464
S007,A,6.041666666666667,40.137171791285525
S007,A,6.25,40.167524968528255
S007,A,6.458333333333334,40.19833682578261
S007,A,6.666666666666667,40.22960419428854
S007,A,6.875,40.26132422052277
S007,A,7.083333333333334,40.293494344598706
S007,A,7.291666666666667,40.32611228097506
S007,A,7.5,40.35917600117523
S007,A,7.708333333333334,40.39268371826499
S007,A,7.916666666666667,40.426633872874184
S007,A,8.125,40.46102512057948
S007,A,8.333333333333334,40.49585632049089
S007,A,8.541666666666668,40.53112652490716
S007,A,8.75,40.56683496992291
S007,A,8.958333333333334,40.60298106688617
S007,A,9.166666666666668,40.63956439461793
S007,A,9.375,40.67658469231657
S007,A,9.583333333333334,40.71404185307952
S007,A,9.791666666666668,40.75193591798267
S007,A,10.0,40.79026707066512
S007,A,10.208333333333334,40.829035632372914
S007,A,10.416666666666668,40.8682420574209
S007,A,10.625,40.90788692903583
S007,A,10.833333333333334,40.94797095554872
S007,A,11.041666666666668,40.98849496690708
S007,A,11.25,41.02945991148149
S007,A,11.458333333333334,41.07086685314286
S007,A,11.666666666666668,41.112716968590064
S007,A,11.875,41.155011544908746
S007,A,12.083333333333334,41.19775197734478
S007,A,12.291666666666668,41.24093976727692
S007,A,12.5,41.28457652037512
S007,A,12.708333333333334,41.32866394493188
S007,A,12.916666666666668,41.37320385035553
S007,A,13.125,41.4181981458152
S007,A,13.333333333333334,41.46364883902809
S007,A,13.541666666666668,41.50955803518095
S007,A,13.75,41.555927935977714
S007,A,13.958333333333334,41.60276083880662
S007,A,14.166666666666668,41.65005913602045
S007,A,14.375,41.69782531432402
S007,A,14.583333333333334,41.74606195426378
S007,A,14.791666666666668,41.79477172981465
S007,A,15.0,41.84395740805989
S007,A,15.208333333333334,41.89362184895986
S007,A,15.416666666666668,41.9437680052062
S007,A,15.625,41.99439892215814
S007,A,15.833333333333334,42.04551773785787
S007,A,16.041666666666668,42.097127683122416
S007,A,16.25,42.149232081709435
S007,A,16.458333333333336,42.20183435055491
S007,A,16.666666666666668,42.254938000080486
S007,A,16.875,42.30854663456898
S007,A,17.083333333333336,42.36266395260623
S007,A,17.291666666666668,42.41729374758798
S007,A,17.5,42.4724399082905
S007,A,17.708333333333336,42.528106419503885
S007,A,17.916666666666668,42.58429736272709
S007,A,18.125,42.64101691692381
S007,A,18.333333333333336,42.69826935933853
S007,A,18.541666666666668,42.75605906637235
S007,A,18.75,42.81439051451789
S007,A,18.958333333333336,42.87326828135299
S007,A,19.166666666666668,42.93269704659326
S007,A,19.375,42.99268159320285
S007,A,19.583333333333336,43.0532268085639
S007,A,19.791666666666668,43.11433768570429
S007,A,20.0,43.17601932458425
S007,A,20.208333333333336,43.23827693344174
S007,A,20.416666666666668,43.301115830197084
S007,A,20.625,43.36454144391724
S007,A,20.833333333333336,43.42855931634017
S007,A,21.041666666666668,43.49317510345985
S007,A,21.25,43.558394577172685
S007,A,21.458333333333336,43.62422362698589
S007,A,21.666666666666668,43.69066826178869
S007,A,21.875,43.75773461168729
S007,A,22.083333333333336,43.825428929904604
S007,A,22.291666666666668,43.89375759474537
S007,A,22.5,43.96272711162841
S007,A,22.708333333333336,44.03234411518663
S007,A,22.916666666666668,44.1026153714364
S007,A,23.125,44.173547780017344
S007,A,23.333333333333336,44.24514837650424
S007,A,23.541666666666668,44.31742433479236
S007,A,23.75,44.39038296955778
