service_id,model_id,payload_kg,energy_fraction_percent
S014,A,0.0,47.508540279467425
S014,A,0.20833333333333334,47.51997352474084
S014,A,0.4166666666666667,47.534142154385414
S014,A,0.625,47.55009556125326
S014,A,0.8333333333333334,47.56749646691718
S014,A,1.0416666666666667,47.58615122674675
S014,A,1.25,47.60593017943962
S014,A,1.4583333333333335,47.62673895572762
S014,A,1.6666666666666667,47.64850513586446
S014,A,1.875,47.67117106581076
S014,A,2.0833333333333335,47.69468959413651
S014,A,2.291666666666667,47.7190213588467
S014,A,2.5,47.74413296670051
S014,A,2.7083333333333335,47.76999571953942
S014,A,2.916666666666667,47.79658469284305
S014,A,3.125,47.823878050373125
S014,A,3.3333333333333335,47.85185652241726
S014,A,3.541666666666667,47.88050300063024
S014,A,3.75,47.90980221799674
S014,A,3.9583333333333335,47.93974049224308
S014,A,4.166666666666667,47.97030551741287
S014,A,4.375,48.001486192595664
S014,A,4.583333333333334,48.033272479727174
S014,A,4.791666666666667,48.065655284430264
S014,A,5.0,48.09862635532834
S014,A,5.208333333333334,48.13217819832406
S014,A,5.416666666666667,48.166304003117375
S014,A,5.625,48.20099757982078
S014,A,5.833333333333334,48.236253303971274
S014,A,6.041666666666667,48.27206606857602
S014,A,6.25,48.308431242090286
S014,A,6.458333333333334,48.34534463143016
S014,A,6.666666666666667,48.38280244928343
S014,A,6.875,48.420801285109924
S014,A,7.083333333333334,48.4593380793249
S014,A,7.291666666666667,48.498410100242104
S014,A,7.5,48.538014923419745
S014,A,7.708333333333334,48.57815041310831
S014,A,7.916666666666667,48.618814705543556
S014,A,8.125,48.66000619386639
S014,A,8.333333333333334,48.70172351448143
S014,A,8.541666666666668,48.7439655346931
S014,A,8.75,48.78673134147924
S014,A,8.958333333333334,48.83002023128109
S014,A,9.166666666666668,48.87383170070416
S014,A,9.375,48.918165438037505
S014,A,9.583333333333334,48.963021315510844
S014,A,9.791666666666668,49.008399382218215
S014,A,10.0,49.05429985764562
S014,A,10.208333333333334,49.100723125747415
S014,A,10.416666666666668,49.14766972952214
S014,A,10.625,49.19514036604431
S014,A,10.833333333333334,49.2431358819134
S014,A,11.041666666666668,49.291657269085384
S014,A,11.25,49.340705661055786
S014,A,11.458333333333334,49.39028232936658
S014,A,11.666666666666668,49.44038868041203
S014,A,11.875,49.49102625252102
S014,A,12.083333333333334,49.54219671329593
S014,A,12.291666666666668,49.59390185718948
S014,A,12.5,49.64614360330357
S014,A,12.708333333333334,49.698923993394864
S014,A,12.916666666666668,49.75224519007405
S014,A,13.125,49.80610947518617
S014,A,13.333333333333334,49.86051924836134
S014,A,13.541666666666668,49.915477025725494
S014,A,13.75,49.97098543876228
S014,A,13.958333333333334,50.02704723331749
S014,A,14.166666666666668,50.083665268738876
S014,A,14.375,50.14084251714406
S014,A,14.583333333333334,50.1985820628104
S014,A,14.791666666666668,50.25688710168139
S014,A,15.0,50.31576094098382
S014,A,15.208333333333334,50.375206998951505
