service_id,model_id,payload_kg,energy_fraction_percent
S004,A,0.0,64.31081980059476
S004,A,0.20833333333333334,64.32025587974573
S004,A,0.4166666666666667,64.33358572464691
S004,A,0.625,64.34945616475542
S004,A,0.8333333333333334,64.36738709087648
S004,A,1.0416666666666667,64.38710285369447
S004,A,1.25,64.40841888290056
S004,A,1.4583333333333335,64.43120084570116
S004,A,1.6666666666666667,64.45534565401441
S004,A,1.875,64.48077123845138
S004,A,2.0833333333333335,64.50741047988063
S004,A,2.291666666666667,64.53520734727788
S004,A,2.5,64.56411430602286
S004,A,2.7083333333333335,64.59409050485243
S004,A,2.916666666666667,64.62510046420299
S004,A,3.125,64.65711310061964
S004,A,3.3333333333333335,64.6901009840465
S004,A,3.541666666666667,64.72403976109133
S004,A,3.75,64.75890769945863
S004,A,3.9583333333333335,64.79468532270143
S004,A,4.166666666666667,64.83135511353328
S004,A,4.375,64.86890127002698
S004,A,4.583333333333334,64.90730950319576
S004,A,4.791666666666667,64.94656686737302
S004,A,5.0,64.98666161688675
S004,A,5.208333333333334,65.02758308403706
S004,A,5.416666666666667,65.06932157449602
S004,A,5.625,65.11186827708076
S004,A,5.833333333333334,65.15521518547902
S004,A,6.041666666666667,65.19935502998715
S004,A,6.25,65.24428121769247
S004,A,6.458333333333334,65.2899877798227
S004,A,6.666666666666667,65.33646932521347
S004,A,6.875,65.3837209990281
S004,A,7.083333333333334,65.43173844600797
S004,A,7.291666666666667,65.48051777765154
S004,A,7.5,65.53005554281374
S004,A,7.708333333333334,65.58034870129714
S004,A,7.916666666666667,65.63139460007014
S004,A,8.125,65.68319095180044
S004,A,8.333333333333334,65.7357358154369
S004,A,8.541666666666668,65.78902757860968
S004,A,8.75,65.84306494164973
S004,A,8.958333333333334,65.89784690305504
S004,A,9.166666666666668,65.95337274625345
S004,A,9.375,66.00964202753059
S004,A,9.583333333333334,66.06665456500794
S004,A,9.791666666666668,66.12441042856993
S004,A,10.0,66.18290993065057
S004,A,10.208333333333334,66.2421536178013
S004,A,10.416666666666668,66.30214226296987
S004,A,10.625,66.36287685842805
