service_id,model_id,payload_kg,energy_fraction_percent
S002,A,0.0,60.884238207289954
S002,A,0.20833333333333334,60.89192518558802
S002,A,0.4166666666666667,60.90335280449385
S002,A,0.625,60.91722110787076
S002,A,0.8333333333333334,60.93306886716374
S002,A,1.0416666666666667,60.95063127316514
S002,A,1.25,60.9697310139264
S002,A,1.4583333333333335,60.990239039387774
S002,A,1.6666666666666667,61.01205631548049
S002,A,1.875,61.03510400025347
S002,A,2.0833333333333335,61.059317614083376
S002,A,2.291666666666667,61.08464332940638
S002,A,2.5,61.11103548093537
S002,A,2.7083333333333335,61.13845482391258
S002,A,2.916666666666667,61.166867274033734
S002,A,3.125,61.196242970223224
S002,A,3.3333333333333335,61.22655556113188
S002,A,3.541666666666667,61.25778165108212
S002,A,3.75,61.28990036241666
S002,A,3.9583333333333335,61.322892984613794
S002,A,4.166666666666667,61.356742689267016
S002,A,4.375,61.39143429587125
S002,A,4.583333333333334,61.42695407736447
S002,A,4.791666666666667,61.463289597177685
S002,A,5.0,61.50042957154591
S002,A,5.208333333333334,61.53836375228428
S002,A,5.416666666666667,61.57708282630124
S002,A,5.625,61.61657832892008
S002,A,5.833333333333334,61.6568425686825
S002,A,6.041666666666667,61.697868561771195
S002,A,6.25,61.73964997454452
S002,A,6.458333333333334,61.78218107295643
S002,A,6.666666666666667,61.82545667785406
S002,A,6.875,61.8694721253206
S002,A,7.083333333333334,61.91422323137118
S002,A,7.291666666666667,61.95970626042233
S002,A,7.5,62.005917897047745
S002,A,7.708333333333334,62.052855220607974
S002,A,7.916666666666667,62.10051568240378
S002,A,8.125,62.148897085053854
S002,A,8.333333333333334,62.197997563840325
S002,A,8.541666666666668,62.2478155698009
S002,A,8.75,62.29834985437699
S002,A,8.958333333333334,62.349599455451354
S002,A,9.166666666666668,62.40156368463157
S002,A,9.375,62.45424211565261
S002,A,9.583333333333334,62.507634573788536
S002,A,9.791666666666668,62.56174112617544
S002,A,10.0,62.616562072960704
S002,A,10.208333333333334,62.672097939202196
S002,A,10.416666666666668,62.72834946745094
S002,A,10.625,62.78531761095694
S002,A,10.833333333333334,62.843003527445774
S002,A,11.041666666666668,62.901408573418124
S002,A,11.25,62.96053429893015
S002,A,11.458333333333334,63.02038244281663
S002,A,11.666666666666668,63.08095492832303
S002,A,11.875,63.142253859115506
S002,A,12.083333333333334,63.20428151564179
S002,A,12.291666666666668,63.267040351817606
S002,A,12.5,63.33053299201654
S002,A,12.708333333333334,63.39476222834271
S002,A,12.916666666666668,63.45973101816816
S002,A,13.125,63.525442481918084
S002,A,13.333333333333334,63.5918999010888
S002,A,13.541666666666668,63.65910671648486
S002,A,13.75,63.727066526662476
S002,A,13.958333333333334,63.79578308656831
S002,A,14.166666666666668,63.86526030636301
S002,A,14.375,63.93550225042004
S002,A,14.583333333333334,64.00651313649159
S002,A,14.791666666666668,64.07829733503321
S002,A,15.0,64.15085936868054
S002,A,15.208333333333334,64.22420391187146
S002,A,15.416666666666668,64.29833579060767
S002,A,15.625,64.37325998235059
