drone_id,model_id,trip_count,operation_time_s,last_return_s,utilization,energy_kwh,total_weight_kg
U01,A,3,5644.234695507439,6244.237012300429,0.8435663067872179,6.514128173284293,54.0
U02,A,3,6052.041616444272,6590.025078068736,0.9045156111190824,6.82789680882381,62.0
U03,A,4,5848.852191238113,6203.978008049235,0.8741476760054332,6.658932144680377,77.0
U04,A,3,6625.747475828294,6625.747475828294,0.99025955322836,9.494096166812101,64.0
U05,B,4,6572.674261416035,6640.159814895818,0.9823274281686577,7.7995694893782925,75.0
U06,B,4,6634.073628028946,6642.641681628659,0.9915039489419618,9.130414632678919,98.0
U07,C,3,6690.9200261967635,6690.9200261967635,1.0,14.522676316862174,188.0
U08,C,3,6653.750675956714,6653.750675956714,0.9944448072769483,14.017817296108806,140.0
