运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号
Q3-T-003,爬升·边界点,408.6860501935803,408.6860501935803,直连,
Q3-T-003,爬升,408.6860501935803,417.99820232145794,直连,
Q3-T-003,爬升·边界点,417.99820232145794,417.99820232145794,直连,
Q3-T-003,爬升,417.99820232145794,438.45220336914065,直连,
Q3-T-003,爬升·边界点,438.45220336914065,438.45220336914065,直连,
Q3-T-003,巡航,438.45220336914065,572.4228357746762,直连,
Q3-T-003,巡航·边界点,572.4228357746762,572.4228357746762,直连,
Q3-T-003,巡航,572.4228357746762,625.2985493120008,直连,
Q3-T-003,巡航·边界点,625.2985493120008,625.2985493120008,直连,
Q3-T-003,巡航,625.2985493120008,637.6266838664694,直连,
Q3-T-003,巡航·边界点,637.6266838664694,637.6266838664694,直连,
Q3-T-003,巡航,637.6266838664694,692.9504403290156,直连,
Q3-T-003,巡航·边界点,692.9504403290156,692.9504403290156,直连,
Q3-T-003,下降,692.9504403290156,718.4143651774021,直连,
Q3-T-003,下降·边界点,718.4143651774021,718.4143651774021,直连,
Q3-T-003,下降,718.4143651774021,724.3842982433409,直连,
Q3-T-003,下降·边界点,724.3842982433409,724.3842982433409,直连,
Q3-T-003,下降,724.3842982433409,727.0820771027705,直连,
Q3-T-003,下降·边界点,727.0820771027705,727.0820771027705,直连,
Q3-T-003,下降,727.0820771027705,728.5730843719844,直连,
Q3-T-003,下降·边界点,728.5730843719844,728.5730843719844,直连,
Q3-T-003,投送交接,728.5730843719844,744.679230704014,直连,
Q3-T-003,投送交接·边界点,744.679230704014,744.679230704014,直连,
Q3-T-003,投送交接,744.679230704014,864.805648987166,直连,
Q3-T-003,投送交接·边界点,864.805648987166,864.805648987166,直连,
Q3-T-003,投送交接,864.805648987166,938.5730843719844,直连,
Q3-T-003,投送交接·边界点,938.5730843719844,938.5730843719844,直连,
Q3-T-003,爬升,938.5730843719844,939.8155904296625,直连,
Q3-T-003,爬升·边界点,939.8155904296625,939.8155904296625,直连,
Q3-T-003,爬升,939.8155904296625,942.0637394791872,直连,
Q3-T-003,爬升·边界点,942.0637394791872,942.0637394791872,直连,
Q3-T-003,爬升,942.0637394791872,947.0386837008028,直连,
Q3-T-003,爬升·边界点,947.0386837008028,947.0386837008028,直连,
Q3-T-003,爬升,947.0386837008028,1005.8512677115322,直连,
Q3-T-003,爬升·边界点,1005.8512677115322,1005.8512677115322,直连,
Q3-T-003,爬升,1005.8512677115322,1020.9329781708125,直连,
Q3-T-003,爬升·边界点,1020.9329781708125,1020.9329781708125,直连,
Q3-T-003,巡航,1020.9329781708125,1153.2822360011062,直连,
Q3-T-003,巡航·边界点,1153.2822360011062,1153.2822360011062,直连,
Q3-T-003,巡航,1153.2822360011062,1181.9904651906595,直连,
Q3-T-003,巡航·边界点,1181.9904651906595,1181.9904651906595,直连,
Q3-T-003,巡航,1181.9904651906595,1225.977956606348,直连,
Q3-T-003,巡航·边界点,1225.977956606348,1225.977956606348,直连,
Q3-T-003,巡航,1225.977956606348,1231.4196263813892,直连,
Q3-T-003,巡航·边界点,1231.4196263813892,1231.4196263813892,直连,
Q3-T-003,巡航,1231.4196263813892,1253.3186913419609,中继,Q3-R-002@K2-G1
Q3-T-003,巡航·边界点,1253.3186913419609,1253.3186913419609,中继,Q3-R-002@K2-G1
Q3-T-003,巡航,1253.3186913419609,1260.389565753845,中继,Q3-R-002@K2-G1
Q3-T-003,巡航·边界点,1260.389565753845,1260.389565753845,中继,Q3-R-002@K2-G1
Q3-T-003,巡航,1260.389565753845,1324.8360543819615,中继,Q3-R-002@K2-G1
Q3-T-003,巡航·边界点,1324.8360543819615,1324.8360543819615,中继,Q3-R-002@K2-G1
Q3-T-003,巡航,1324.8360543819615,1330.0908265147914,中继,Q3-R-002@K2-G1
Q3-T-003,巡航·边界点,1330.0908265147914,1330.0908265147914,中继,Q3-R-002@K2-G1
Q3-T-003,下降,1330.0908265147914,1335.093414087038,中继,Q3-R-002@K2-G1
Q3-T-003,下降·边界点,1335.093414087038,1335.093414087038,中继,Q3-R-002@K2-G1
Q3-T-003,下降,1335.093414087038,1341.583487998918,中继,Q3-R-002@K2-G1
Q3-T-003,下降·边界点,1341.583487998918,1341.583487998918,中继,Q3-R-002@K2-G1
Q3-T-003,下降,1341.583487998918,1355.3258075802755,中继,Q3-R-002@K2-G1
Q3-T-003,下降·边界点,1355.3258075802755,1355.3258075802755,中继,Q3-R-002@K2-G1
Q3-T-003,下降,1355.3258075802755,1361.882699073385,中继,Q3-R-002@K2-G1
Q3-T-003,下降·边界点,1361.882699073385,1361.882699073385,中继,Q3-R-002@K2-G1
Q3-T-003,投送交接,1361.882699073385,1541.882699073385,中继,Q3-R-002@K2-G1
Q3-T-003,投送交接·边界点,1541.882699073385,1541.882699073385,中继,Q3-R-002@K2-G1
Q3-T-003,爬升,1541.882699073385,1547.346775317643,中继,Q3-R-002@K2-G1
Q3-T-003,爬升·边界点,1547.346775317643,1547.346775317643,中继,Q3-R-002@K2-G1
Q3-T-003,爬升,1547.346775317643,1558.7987083021078,中继,Q3-R-002@K2-G1
Q3-T-003,爬升·边界点,1558.7987083021078,1558.7987083021078,中继,Q3-R-002@K2-G1
Q3-T-003,爬升,1558.7987083021078,1564.2071032286744,中继,Q3-R-002@K2-G1
Q3-T-003,爬升·边界点,1564.2071032286744,1564.2071032286744,中继,Q3-R-002@K2-G1
Q3-T-003,爬升,1564.2071032286744,1569.894877621562,中继,Q3-R-002@K2-G1
Q3-T-003,爬升·边界点,1569.894877621562,1569.894877621562,中继,Q3-R-002@K2-G1
