site_id,row,col,lon,lat,alt,agl,ground,route_H,gateway_distance,backhaul_margin,covered_search_points,travel_score_s
GRID-586-730,586,730,109.23555555555556,23.061944444444443,374.98248291015625,59.1224365234375,315.86004638671875,374.98248291015625,5937.233902993894,0.4677501932688841,366,935.879302096777
GRID-586-734,586,734,109.23666666666668,23.061944444444443,406.2113342285156,59.7891845703125,346.4221496582031,406.2113342285156,5947.564985040365,0.450806043742773,383,955.4736096386828
GRID-586-738,586,738,109.23777777777778,23.061944444444443,404.7595520019531,86.78262329101562,317.9769287109375,404.7595520019531,5960.054644861016,0.4327035540528783,388,956.2920246492747
GRID-586-742,586,742,109.2388888888889,23.061944444444443,390.060546875,96.6739501953125,293.3865966796875,390.060546875,5974.689345417525,0.4123244331924809,385,949.66889839942
GRID-586-746,586,746,109.24000000000001,23.061944444444443,411.4892578125,74.69976806640625,336.78948974609375,411.4892578125,5991.453368322651,0.38670784100447975,384,964.4041828336451
GRID-586-750,586,750,109.24111111111111,23.061944444444443,408.2907409667969,90.43881225585938,317.8519287109375,408.2907409667969,6010.328896270713,0.359630068344984,383,965.0551184000599
GRID-586-754,586,754,109.24222222222222,23.061944444444443,396.2403564453125,102.56741333007812,293.6729431152344,396.2403564453125,6031.296104811225,0.33015784814782023,373,960.8213552345956
GRID-586-758,586,758,109.24333333333334,23.061944444444443,388.25372314453125,107.14511108398438,281.1086120605469,388.25372314453125,6054.33326242208,0.29754966313116427,365,959.2341068239206
GRID-586-762,586,762,109.24444444444445,23.061944444444443,352.7315979003906,105.15971374511719,247.57188415527344,352.7315979003906,6079.41683774119,0.2635377435948385,324,941.8573438073865
GRID-586-766,586,766,109.24555555555555,23.061944444444443,340.376953125,96.55763244628906,243.81932067871094,340.376953125,6106.5216127925805,0.225498959263291,306,938.2644376952608
GRID-590-594,590,594,109.19777777777779,23.06083333333333,780.6567993164062,50.0,730.6567993164062,780.6567993164062,6713.33856756111,9.368166197630856,341,1276.0032752760515
GRID-590-646,590,646,109.21222222222222,23.06083333333333,401.2102966308594,156.7164306640625,244.49386596679688,401.2102966308594,6101.075896627858,0.23001670112874706,253,973.0244592517157
GRID-590-650,590,650,109.21333333333334,23.06083333333333,412.73199462890625,181.70582580566406,231.0261688232422,412.73199462890625,6066.397733502543,0.2787556733926806,260,975.121694667201
GRID-590-654,590,654,109.21444444444445,23.06083333333333,409.5916748046875,174.9542999267578,234.6373748779297,409.5916748046875,6033.670137184489,10.325865932977905,266,968.9261619273329
GRID-590-658,590,658,109.21555555555557,23.06083333333333,405.9477233886719,165.5686798095703,240.37904357910156,405.9477233886719,6002.925010889109,0.3703990897276839,270,962.7011734286064
GRID-590-662,590,662,109.21666666666667,23.06083333333333,388.18408203125,140.2686004638672,247.9154815673828,388.18408203125,5974.192961990974,0.41308659298722716,276,948.508109450359
GRID-590-666,590,666,109.21777777777778,23.06083333333333,362.95037841796875,146.1216278076172,216.82875061035156,362.95037841796875,5947.503165747348,0.4533389002503725,270,930.2298095101282
GRID-590-670,590,670,109.2188888888889,23.06083333333333,347.4277648925781,170.5010528564453,176.9267120361328,347.4277648925781,5922.883230724792,0.4901317357185775,266,917.8922936173095
GRID-590-674,590,674,109.22,23.06083333333333,343.93017578125,166.52944946289062,177.40072631835938,343.93017578125,5900.359067193929,0.5233736208855646,269,912.8488114982531
GRID-590-678,590,678,109.22111111111111,23.06083333333333,337.2982482910156,149.92416381835938,187.37408447265625,337.2982482910156,5879.954759827151,0.5537618915515026,271,906.2596128133792
GRID-590-682,590,682,109.22222222222223,23.06083333333333,333.6146240234375,112.61236572265625,221.00225830078125,333.6146240234375,5861.6924460617665,0.5809378584029048,269,901.6758568219074
GRID-590-686,590,686,109.22333333333334,23.06083333333333,323.23583984375,82.58096313476562,240.65487670898438,323.23583984375,5845.59220144898,0.6052895554043687,256,893.4748667687181
GRID-590-690,590,690,109.22444444444444,23.06083333333333,333.21533203125,124.35797119140625,208.85736083984375,333.21533203125,5831.671933321825,0.6255277839481721,275,897.4402014611392
GRID-590-694,590,694,109.22555555555556,23.06083333333333,320.48699951171875,68.248291015625,252.23870849609375,320.48699951171875,5819.947284038559,0.6435817211622776,260,888.4520542536438
GRID-590-698,590,698,109.22666666666667,23.06083333333333,324.01220703125,76.68283081054688,247.32937622070312,324.01220703125,5810.431544982112,0.6576297938667608,267,889.2396600991774
GRID-590-702,590,702,109.22777777777779,23.06083333333333,326.410888671875,140.3369903564453,186.0738983154297,326.410888671875,5803.135582399506,0.668427716641844,272,889.6660960451945
GRID-590-706,590,706,109.22888888888889,23.06083333333333,320.4903564453125,95.5860595703125,224.904296875,320.4903564453125,5798.067776022771,0.6762806865581013,259,885.5367447294684
GRID-590-710,590,710,109.23,23.06083333333333,315.66766357421875,81.90101623535156,233.7666473388672,315.66766357421875,5795.233971278119,0.6807371735911829,254,882.3456665887101
