resource_type,resource_id,trip_id,phase,start_s,end_s
drone,U04,Q3-T-010,cruise,2760.794379698864,3159.502284002529
drone,U04,Q3-T-010,descent,3159.502284002529,3282.6768982603417
drone,U07,Q3-T-011,prepare_load,1561.5538679616764,2101.5538679616766
drone,U07,Q3-T-011,climb,2101.5538679616766,2159.6965120046452
drone,U07,Q3-T-011,cruise,2159.6965120046452,2363.2951015725453
drone,U07,Q3-T-011,descent,2363.2951015725453,2407.823406626256
drone,U07,Q3-T-011,handoff,2407.823406626256,2659.823406626256
drone,U07,Q3-T-011,climb,2659.823406626256,2709.921343637975
drone,U07,Q3-T-011,cruise,2709.921343637975,3000.6278462478876
drone,U07,Q3-T-011,descent,3000.6278462478876,3045.500267512536
drone,U07,Q3-T-011,handoff,3045.500267512536,3441.500267512536
drone,U07,Q3-T-011,climb,3441.500267512536,3477.2819691726922
drone,U07,Q3-T-011,cruise,3477.2819691726922,3971.3693328449713
drone,U07,Q3-T-011,descent,3971.3693328449713,4061.9964599201667
drone,U05,Q3-T-012,prepare_load,1576.2753989802832,1936.2753989802832
drone,U05,Q3-T-012,climb,1936.2753989802832,2038.9209108617936
drone,U05,Q3-T-012,cruise,2038.9209108617936,2357.8872343047256
drone,U05,Q3-T-012,descent,2357.8872343047256,2391.501848562538
drone,U05,Q3-T-012,handoff,2391.501848562538,2571.501848562538
drone,U05,Q3-T-012,climb,2571.501848562538,2633.489704600949
drone,U05,Q3-T-012,cruise,2633.489704600949,2750.369118152261
drone,U05,Q3-T-012,descent,2750.369118152261,2824.9945453983546
drone,U05,Q3-T-012,handoff,2824.9945453983546,3004.9945453983546
drone,U05,Q3-T-012,climb,3004.9945453983546,3085.310341296792
drone,U05,Q3-T-012,cruise,3085.310341296792,3446.6171318443703
drone,U05,Q3-T-012,descent,3446.6171318443703,3632.3160869224953
drone,U06,Q3-T-013,prepare_load,1636.2753989802832,1996.2753989802832
drone,U06,Q3-T-013,climb,1996.2753989802832,2056.69348369708
drone,U06,Q3-T-013,cruise,2056.69348369708,2550.780847369359
drone,U06,Q3-T-013,descent,2550.780847369359,2586.562549029515
drone,U06,Q3-T-013,handoff,2586.562549029515,2796.562549029515
drone,U06,Q3-T-013,climb,2796.562549029515,2826.380633746312
drone,U06,Q3-T-013,cruise,2826.380633746312,3320.467997418591
drone,U06,Q3-T-013,descent,3320.467997418591,3392.9696990787475
drone,U03,Q3-T-014,prepare_load,2109.215609943235,2469.215609943235
drone,U03,Q3-T-014,climb,2469.215609943235,2559.7095511867246
drone,U03,Q3-T-014,cruise,2559.7095511867246,2963.8130826226006
drone,U03,Q3-T-014,descent,2963.8130826226006,2982.8058121147883
drone,U03,Q3-T-014,handoff,2982.8058121147883,3192.8058121147883
