relay_trip_id,relay_drone_id,energy_module_id,model_id,site_id,start_s,arrival_s,link_complete_s,service_end_s,return_s,turnaround_end_s,energy_kwh,return_soc_fraction,charge_duration_s,charge_end_s,terrain_ground_m,hover_agl_m,cruise_altitude_m,horizontal_distance_m,outbound_climb_m,outbound_descent_m,inbound_climb_m,inbound_descent_m,outbound_flight_s,inbound_flight_s,horizontal_energy_kwh,climb_energy_kwh,flight_energy_kwh,setup_energy_kwh,service_energy_kwh,served_communication_atoms,hover_lon_deg,hover_lat_deg,hover_altitude_m
Q3-R-001,R01,R-ENG-01,R,GRID-734-634,302.05691954528083,713.679230704014,743.679230704014,1226.977956606348,1477.3010159543715,1777.3010159543715,0.2889382503838475,0.9097067967550476,568.8471804432,2046.1481963975716,277.1443176269531,74.96466064453125,352.1089782714844,2632.800998862931,224.4089782714844,0.0,0.0,224.4089782714844,231.62231115873317,250.32305934802352,0.11213782032193963,0.019959152702861364,0.132096973024801,0.009166666666666668,0.14767461069237986,46,109.2088888888889,23.020833333333332,352.1089782714844
Q3-R-002,R02,R-ENG-02,R,GRID-782-878,225.70240655854286,833.805648987166,863.805648987166,3191.571916040055,3657.973575623626,3957.973575623626,0.9614092684134639,0.6995596036207925,890.5725152929697,4548.546090916596,537.281005859375,50.0,587.281005859375,4698.119864456692,459.581005859375,0.0,0.0,459.581005859375,428.1032424286232,466.40165958357113,0.20010510533797018,0.04087558147599962,0.2409806868139698,0.009166666666666668,0.7112619149328273,224,109.27666666666667,23.0075,587.281005859375
Q3-R-003,R01,R-ENG-03,R,GRID-590-730,1795.193956745763,2423.762859482356,2453.762859482356,6167.30574081574,6636.184296262294,6936.184296262294,1.4131955014408346,0.5583764057997391,1074.1106724603392,7710.294968722634,313.6457214355469,57.770111083984375,371.41583251953125,5814.599169100652,243.71583251953126,0.0,0.0,243.71583251953126,448.5689027365929,468.8785554465539,0.24765885349873148,0.021676323090235393,0.2693351765889669,0.009166666666666668,1.134693658185201,315,109.23555555555556,23.06083333333333,371.41583251953125
Q3-R-004,R02,R-ENG-04,R,GRID-642-606,4019.8737214694556,4669.9851857978565,4699.9851857978565,5957.538904901849,6469.118377653101,6769.118377653101,0.6585462933929829,0.7942042833146928,767.5344316908993,7236.652809344,503.21234130859375,122.103759765625,625.3161010742188,5185.611585897689,497.61610107421876,0.0,0.0,497.61610107421876,470.11146432840064,511.5794727512522,0.22086864162156822,0.04425845982297262,0.2651271014445408,0.009166666666666668,0.3842525252817754,127,109.20111111111112,23.046388888888888,625.3161010742188
