relay_trip_id,drone_id,module_id,start_s,arrival_s,link_s,end_s,return_s,turnaround_end_s,charge_end_s,charge_duration_s,energy_kwh,return_soc_fraction,ground_m,cruise_m,hover_agl_m,backhaul_margin_db,backhaul_blocked,horizontal_energy_kwh,climb_energy_kwh,station_energy_kwh
Q3-R-001,R01,R-ENG-01,302.05691954528083,713.679230704014,743.679230704014,1226.977956606348,1477.3010159543715,1777.3010159543715,2046.1481963975716,568.8471804432,0.2889382503838475,0.9097067967550476,277.1443176269531,352.1089782714844,74.96466064453125,7.511029389008797,True,0.11213782032193963,0.019959152702861364,0.15684127735904652
Q3-R-002,R02,R-ENG-02,225.70240655854286,833.805648987166,863.805648987166,3191.571916040055,3657.973575623626,3957.973575623626,4548.546090916596,890.5725152929697,0.9614092684134636,0.6995596036207926,537.281005859375,587.281005859375,50.0,2.4694705795379406,True,0.20010510533797018,0.04087558147599962,0.7204285815994939
Q3-R-003,R01,R-ENG-03,1795.193956745763,2423.762859482356,2453.762859482356,6167.30574081574,6636.184296262294,6936.184296262294,7710.294968722634,1074.1106724603392,1.4131955014408346,0.5583764057997391,313.6457214355469,371.41583251953125,57.770111083984375,0.6489723131086578,True,0.24765885349873148,0.021676323090235393,1.1438603248518677
Q3-R-004,R02,R-ENG-04,4019.8737214694556,4669.9851857978565,4699.9851857978565,5957.538904901849,6469.118377653101,6769.118377653101,7236.652809344,767.5344316908993,0.6585462933929829,0.7942042833146928,503.21234130859375,625.3161010742188,122.103759765625,1.6126866692443826,True,0.22086864162156822,0.04425845982297262,0.39341919194844205
