service_id,model_id,reserve_fraction,max_safe_payload_kg,limiting_factor,empty_trip_energy_kwh,rated_payload_trip_energy_kwh,energy_budget_kwh,full_payload_reserve_threshold
S002,C,0.5,,empty_trip_infeasible,4.63242293374499,7.347773113803224,4.0,0.08152836077459702
S003,A,0.5,,empty_trip_infeasible,2.788912072244866,3.1568292282534296,2.25,0.2984823937214601
S003,B,0.5,,empty_trip_infeasible,2.236921074623237,3.0644077594676205,2.0,0.2338980601330949
S003,C,0.5,,empty_trip_infeasible,4.643567502378621,7.382299706399966,4.0,0.07721253670000428
S004,A,0.5,,empty_trip_infeasible,2.893986891026764,3.266746121100156,2.25,0.2740564175332987
S004,B,0.5,,empty_trip_infeasible,2.3125597141391614,3.1698518015231736,2.0,0.2075370496192066
S004,C,0.5,,empty_trip_infeasible,4.86403496768026,7.715326427745843,4.0,0.035584196531769585
S005,A,0.5,25.0,rated_payload,1.9884778431469632,2.2449067932100992,2.25,0.5011318237310891
S005,B,0.5,25.768830870710055,energy,1.5899570888454893,2.1782983689950774,2.0,0.45542540775123064
S005,C,0.5,51.43622291226711,energy,3.3369386727949415,5.292706404246814,4.0,0.3384116994691483
S006,A,0.5,25.0,rated_payload,1.2237841813318802,1.3897202893689586,2.25,0.6911732690291204
S006,B,0.5,30.0,rated_payload,0.9816123425709354,1.3500598782682744,2.0,0.6624850304329314
S006,C,0.5,80.0,rated_payload,2.0373830897441003,3.2533316961761063,4.0,0.5933335379779867
S007,A,0.5,25.0,rated_payload,1.7775205488883052,2.0179304550202604,2.25,0.5515710099954977
S007,B,0.5,30.0,rated_payload,1.4303095678652682,1.959775645345784,2.0,0.510056088663554
S007,C,0.5,66.65765730901106,energy,2.935344709942727,4.67944916321055,4.0,0.41506885459868126
S008,A,0.5,,empty_trip_infeasible,3.000440754171044,3.387198474454061,2.25,0.24728922789909757
S008,B,0.5,,empty_trip_infeasible,2.3937133776982717,3.28716554458381,2.0,0.17820861385404752
S008,C,0.5,,empty_trip_infeasible,5.063570105647242,8.037979775028692,4.0,-0.0047474718785864845
S009,A,0.5,16.640035222490233,energy,2.114457124007046,2.3868506711346282,2.25,0.4695887397478604
S009,B,0.5,21.99197864164582,energy,1.686317431267373,2.3163773915300507,2.0,0.4209056521174873
S009,C,0.5,39.53051130831253,energy,3.5713767974293753,5.669496029358936,4.0,0.29131299633013297
S010,A,0.5,25.0,rated_payload,1.8262637901312624,2.070702414692441,2.25,0.5398439078461241
S010,B,0.5,29.758066841058398,energy,1.4634266266134643,2.0110147024885303,2.0,0.4972463243778674
S010,C,0.5,62.72452934794068,energy,3.048001816708691,4.8587491290527485,4.0,0.39265635886840644
S011,A,0.5,25.0,rated_payload,1.0773840288682708,1.219611198623189,2.25,0.7289752891948469
S011,B,0.5,30.0,rated_payload,0.8640358497902857,1.1839375412901267,2.0,0.7040156146774683
S011,C,0.5,80.0,rated_payload,1.7944280191744035,2.8532189205132936,4.0,0.6433476349358382
S012,A,0.5,,empty_trip_infeasible,2.771609930289653,3.1312050670032456,2.25,0.30417665177705655
S012,B,0.5,,empty_trip_infeasible,2.214671053330072,3.038937061322884,2.0,0.24026573466927903
S012,C,0.5,,empty_trip_infeasible,4.658869188810118,7.3983398392068604,4.0,0.07520752009914244
S013,A,0.5,25.0,rated_payload,1.8302304721268365,2.0741334613822624,2.25,0.5390814530261638
S013,B,0.5,29.686964984820882,energy,1.4639650943665805,2.014351276377342,2.0,0.4964121809056645
S013,C,0.5,62.03806543431452,energy,3.068531652662166,4.8914839898359554,4.0,0.38856450127050557
S014,A,0.5,13.858079451297117,energy,2.137884312576034,2.4256925813161256,2.25,0.46095720415197206
S014,B,0.5,20.293423024606987,energy,1.7219404857073681,2.35532353551769,2.0,0.4111691161205775
S014,C,0.5,40.789902264827795,energy,3.521700352039938,5.60776224737396,4.0,0.29902971907825504
S015,A,0.5,,empty_trip_infeasible,2.3068108780111825,2.619252919750979,2.25,0.41794379561089356
S015,B,0.5,13.476991172938591,energy,1.850154356674541,2.5444405875398317,2.0,0.3638898531150421
S015,C,0.5,19.31908433015916,energy,3.841309932619819,6.132987718342666,4.0,0.23337653520716672
S001,A,0.55,25.0,rated_payload,1.1615356083277455,1.3127180160965892,2.025,0.7082848853118691
S001,B,0.55,30.0,rated_payload,0.9302326639048648,1.2739487146258892,1.7999999999999998,0.6815128213435278
S001,C,0.55,80.0,rated_payload,1.9413861017800969,3.0816969508470398,3.5999999999999996,0.6147878811441201
S002,A,0.55,,empty_trip_infeasible,2.739790719328048,3.0904496148957192,2.025,0.31323341891206236
S002,B,0.55,,empty_trip_infeasible,2.1841134458433844,2.998762333280492,1.7999999999999998,0.25030941667987705
S002,C,0.55,,empty_trip_infeasible,4.63242293374499,7.347773113803224,3.5999999999999996,0.08152836077459702
S003,A,0.55,,empty_trip_infeasible,2.788912072244866,3.1568292282534296,2.025,0.2984823937214601
S003,B,0.55,,empty_trip_infeasible,2.236921074623237,3.0644077594676205,1.7999999999999998,0.2338980601330949
S003,C,0.55,,empty_trip_infeasible,4.643567502378621,7.382299706399966,3.5999999999999996,0.07721253670000428
S004,A,0.55,,empty_trip_infeasible,2.893986891026764,3.266746121100156,2.025,0.2740564175332987
S004,B,0.55,,empty_trip_infeasible,2.3125597141391614,3.1698518015231736,1.7999999999999998,0.2075370496192066
S004,C,0.55,,empty_trip_infeasible,4.86403496768026,7.715326427745843,3.5999999999999996,0.035584196531769585
S005,A,0.55,7.308029579120956,energy,1.9884778431469632,2.2449067932100992,2.025,0.5011318237310891
S005,B,0.55,18.43145747121603,energy,1.5899570888454893,2.1782983689950774,1.7999999999999998,0.45542540775123064
S005,C,0.55,30.803195955125894,energy,3.3369386727949415,5.292706404246814,3.5999999999999996,0.3384116994691483
S006,A,0.55,25.0,rated_payload,1.2237841813318802,1.3897202893689586,2.025,0.6911732690291204
S006,B,0.55,30.0,rated_payload,0.9816123425709354,1.3500598782682744,1.7999999999999998,0.6624850304329314
S006,C,0.55,80.0,rated_payload,2.0373830897441003,3.2533316961761063,3.5999999999999996,0.5933335379779867
S007,A,0.55,25.0,rated_payload,1.7775205488883052,2.0179304550202604,2.025,0.5515710099954977
S007,B,0.55,25.66390776674099,energy,1.4303095678652682,1.959775645345784,1.7999999999999998,0.510056088663554
S007,C,0.55,53.6824655925031,energy,2.935344709942727,4.67944916321055,3.5999999999999996,0.41506885459868126
S008,A,0.55,,empty_trip_infeasible,3.000440754171044,3.387198474454061,2.025,0.24728922789909757
S008,B,0.55,,empty_trip_infeasible,2.3937133776982717,3.28716554458381,1.7999999999999998,0.17820861385404752
S008,C,0.55,,empty_trip_infeasible,5.063570105647242,8.037979775028692,3.5999999999999996,-0.0047474718785864845
S009,A,0.55,,empty_trip_infeasible,2.114457124007046,2.3868506711346282,2.025,0.4695887397478604
S009,B,0.55,12.477799866716719,energy,1.686317431267373,2.3163773915300507,1.7999999999999998,0.4209056521174873
S009,C,0.55,6.904434703371946,energy,3.5713767974293753,5.669496029358936,3.5999999999999996,0.29131299633013297
S010,A,0.55,22.18433789129722,energy,1.8262637901312624,2.070702414692441,2.025,0.5398439078461241
S010,B,0.55,24.219711836725047,energy,1.4634266266134643,2.0110147024885303,1.7999999999999998,0.4972463243778674
S010,C,0.55,48.215196442249876,energy,3.048001816708691,4.8587491290527485,3.5999999999999996,0.39265635886840644
S011,A,0.55,25.0,rated_payload,1.0773840288682708,1.219611198623189,2.025,0.7289752891948469
S011,B,0.55,30.0,rated_payload,0.8640358497902857,1.1839375412901267,1.7999999999999998,0.7040156146774683
S011,C,0.55,80.0,rated_payload,1.7944280191744035,2.8532189205132936,3.5999999999999996,0.6433476349358382
S012,A,0.55,,empty_trip_infeasible,2.771609930289653,3.1312050670032456,2.025,0.30417665177705655
S012,B,0.55,,empty_trip_infeasible,2.214671053330072,3.038937061322884,1.7999999999999998,0.24026573466927903
S012,C,0.55,,empty_trip_infeasible,4.658869188810118,7.3983398392068604,3.5999999999999996,0.07520752009914244
S013,A,0.55,21.970513279826616,energy,1.8302304721268365,2.0741334613822624,2.025,0.5390814530261638
S013,B,0.55,24.172586858883303,energy,1.4639650943665805,2.014351276377342,1.7999999999999998,0.4964121809056645
S013,C,0.55,47.26289039739732,energy,3.068531652662166,4.8914839898359554,3.5999999999999996,0.38856450127050557
S014,A,0.55,,empty_trip_infeasible,2.137884312576034,2.4256925813161256,2.025,0.46095720415197206
S014,B,0.55,9.289866583324512,energy,1.7219404857073681,2.35532353551769,1.7999999999999998,0.4111691161205775
S014,C,0.55,12.38373394106685,energy,3.521700352039938,5.60776224737396,3.5999999999999996,0.29902971907825504
S015,A,0.55,,empty_trip_infeasible,2.3068108780111825,2.619252919750979,2.025,0.41794379561089356
S015,B,0.55,,empty_trip_infeasible,1.850154356674541,2.5444405875398317,1.7999999999999998,0.3638898531150421
S015,C,0.55,,empty_trip_infeasible,3.841309932619819,6.132987718342666,3.5999999999999996,0.23337653520716672
S001,A,0.6,25.0,rated_payload,1.1615356083277455,1.3127180160965892,1.8,0.7082848853118691
S001,B,0.6,30.0,rated_payload,0.9302326639048648,1.2739487146258892,1.6,0.6815128213435278
S001,C,0.6,80.0,rated_payload,1.9413861017800969,3.0816969508470398,3.2,0.6147878811441201
S002,A,0.6,,empty_trip_infeasible,2.739790719328048,3.0904496148957192,1.8,0.31323341891206236
S002,B,0.6,,empty_trip_infeasible,2.1841134458433844,2.998762333280492,1.6,0.25030941667987705
S002,C,0.6,,empty_trip_infeasible,4.63242293374499,7.347773113803224,3.2,0.08152836077459702
S003,A,0.6,,empty_trip_infeasible,2.788912072244866,3.1568292282534296,1.8,0.2984823937214601
S003,B,0.6,,empty_trip_infeasible,2.236921074623237,3.0644077594676205,1.6,0.2338980601330949
S003,C,0.6,,empty_trip_infeasible,4.643567502378621,7.382299706399966,3.2,0.07721253670000428
S004,A,0.6,,empty_trip_infeasible,2.893986891026764,3.266746121100156,1.8,0.2740564175332987
S004,B,0.6,,empty_trip_infeasible,2.3125597141391614,3.1698518015231736,1.6,0.2075370496192066
S004,C,0.6,,empty_trip_infeasible,4.86403496768026,7.715326427745843,3.2,0.035584196531769585
S005,A,0.6,,empty_trip_infeasible,1.9884778431469632,2.2449067932100992,1.8,0.5011318237310891
S005,B,0.6,2.554884736801817,energy,1.5899570888454893,2.1782983689950774,1.6,0.45542540775123064
S005,C,0.6,,empty_trip_infeasible,3.3369386727949415,5.292706404246814,3.2,0.3384116994691483
S006,A,0.6,25.0,rated_payload,1.2237841813318802,1.3897202893689586,1.8,0.6911732690291204
S006,B,0.6,30.0,rated_payload,0.9816123425709354,1.3500598782682744,1.6,0.6624850304329314
S006,C,0.6,78.84211648721987,energy,2.0373830897441003,3.2533316961761063,3.2,0.5933335379779867
S007,A,0.6,5.056738601540296,energy,1.7775205488883052,2.0179304550202604,1.8,0.5515710099954977
S007,B,0.6,17.002812998960742,energy,1.4303095678652682,1.959775645345784,1.6,0.510056088663554
S007,C,0.6,31.85670268682306,energy,2.935344709942727,4.67944916321055,3.2,0.41506885459868126
S008,A,0.6,,empty_trip_infeasible,3.000440754171044,3.387198474454061,1.8,0.24728922789909757
S008,B,0.6,,empty_trip_infeasible,2.3937133776982717,3.28716554458381,1.6,0.17820861385404752
S008,C,0.6,,empty_trip_infeasible,5.063570105647242,8.037979775028692,3.2,-0.0047474718785864845
S009,A,0.6,,empty_trip_infeasible,2.114457124007046,2.3868506711346282,1.8,0.4695887397478604
S009,B,0.6,,empty_trip_infeasible,1.686317431267373,2.3163773915300507,1.6,0.4209056521174873
S009,C,0.6,,empty_trip_infeasible,3.5713767974293753,5.669496029358936,3.2,0.29131299633013297
S010,A,0.6,,empty_trip_infeasible,1.8262637901312624,2.070702414692441,1.8,0.5398439078461241
S010,B,0.6,14.80789573981339,energy,1.4634266266134643,2.0110147024885303,1.6,0.4972463243778674
S010,C,0.6,22.2333200709764,energy,3.048001816708691,4.8587491290527485,3.2,0.39265635886840644
S011,A,0.6,25.0,rated_payload,1.0773840288682708,1.219611198623189,1.8,0.7289752891948469
S011,B,0.6,30.0,rated_payload,0.8640358497902857,1.1839375412901267,1.6,0.7040156146774683
S011,C,0.6,80.0,rated_payload,1.7944280191744035,2.8532189205132936,3.2,0.6433476349358382
S012,A,0.6,,empty_trip_infeasible,2.771609930289653,3.1312050670032456,1.8,0.30417665177705655
S012,B,0.6,,empty_trip_infeasible,2.214671053330072,3.038937061322884,1.6,0.24026573466927903
S012,C,0.6,,empty_trip_infeasible,4.658869188810118,7.3983398392068604,3.2,0.07520752009914244
S013,A,0.6,,empty_trip_infeasible,1.8302304721268365,2.0741334613822624,1.8,0.5390814530261638
S013,B,0.6,14.800753484554862,energy,1.4639650943665805,2.014351276377342,1.6,0.4964121809056645
S013,C,0.6,20.333057813334122,energy,3.068531652662166,4.8914839898359554,3.2,0.38856450127050557
S014,A,0.6,,empty_trip_infeasible,2.137884312576034,2.4256925813161256,1.8,0.46095720415197206
S014,B,0.6,,empty_trip_infeasible,1.7219404857073681,2.35532353551769,1.6,0.4111691161205775
S014,C,0.6,,empty_trip_infeasible,3.521700352039938,5.60776224737396,3.2,0.29902971907825504
S015,A,0.6,,empty_trip_infeasible,2.3068108780111825,2.619252919750979,1.8,0.41794379561089356
S015,B,0.6,,empty_trip_infeasible,1.850154356674541,2.5444405875398317,1.6,0.3638898531150421
S015,C,0.6,,empty_trip_infeasible,3.841309932619819,6.132987718342666,3.2,0.23337653520716672
