feasible,order,reserve_fraction,trips,energy_kwh,operation_time_s,flight_time_s,airborne_service_s,preparation_load_s,handoff_s,delivered_boxes,delivered_weight_kg,delivered_volume_m3,min_return_soc_fraction,min_energy_margin_kwh
True,NET,0.2,18,59.13129602205389,32776.015748915874,19288.015748915874,24976.015748915874,7800.0,5688.0,80,758.0,2.011,0.230883497636599,0.24706798109279227
True,ENT,0.2,19,59.033942092203354,34439.97740715108,20561.977407151073,26339.977407151073,8100.0,5778.0,80,758.0,2.011,0.230883497636599,0.2247834736318337
True,TNE,0.2,18,59.13129602205389,32776.015748915874,19288.015748915874,24976.015748915874,7800.0,5688.0,80,758.0,2.011,0.230883497636599,0.24706798109279227
True,NTE,0.2,18,59.13129602205389,32776.015748915874,19288.015748915874,24976.015748915874,7800.0,5688.0,80,758.0,2.011,0.230883497636599,0.24706798109279227
