drone_id,model_id,trip_count,operation_time_s,last_return_s,utilization,energy_kwh,total_weight_kg
U01,A,3,5479.330518392839,6327.123551935029,0.8621950037452194,6.157311553187761,51.0
U02,A,3,5475.020545186819,5674.407168400665,0.8615168118836348,6.956459733956885,61.0
U03,A,3,6180.380142711631,6180.3801427116305,0.9725080212637204,6.972179410820709,56.0
U04,A,3,5550.274943252063,5550.274943252063,0.8733583983336413,6.131964320511427,55.0
U05,B,4,6348.189303390614,6348.189303390614,0.9989134770825338,7.331030459351535,98.0
U06,B,4,6306.067676140909,6306.067676140909,0.9922854672476813,8.57317927940606,92.0
U07,C,3,6333.238933567165,6333.238933567165,0.9965609754178409,13.693526523887982,166.0
U08,C,3,6355.094258945617,6355.094258945617,1.0,16.13001086948065,179.0
