family,iteration,phase,seed,hard_late_s,weighted_tardiness_s,makespan_s,energy_kwh,trips,weighted_completion_s
multipoint,3708,anneal,20260924,0.0,0.0,9151.45641438175,101.25188300912276,31,3459813.138671321
multipoint,3782,anneal,20260924,0.0,0.0,9151.45641438175,101.22527750383023,31,3553012.325704941
multipoint,3851,anneal,20260924,0.0,0.0,9151.45641438175,100.80090380270293,31,3563719.1710965266
multipoint,3864,anneal,20260924,0.0,0.0,9151.45641438175,100.74246121161978,31,3556713.4871083833
multipoint,3920,anneal,20260924,0.0,0.0,9151.45641438175,98.4179168284191,30,3561418.953618762
multipoint,3929,anneal,20260924,0.0,0.0,9151.45641438175,98.40307230665663,30,3558777.6602680944
multipoint,3930,anneal,20260924,0.0,0.0,9104.996953405864,98.79618132365844,30,3557645.298585317
multipoint,3942,anneal,20260924,0.0,0.0,9104.996953405864,98.54000383356899,30,3516968.6432551714
multipoint,4013,anneal,20260924,0.0,0.0,8935.774752885922,98.54000383356899,30,3562914.345450802
multipoint,4028,anneal,20260924,0.0,0.0,8860.546235305283,98.54000383356899,30,3560363.9913223055
multipoint,4052,anneal,20260924,0.0,0.0,8860.546235305283,98.28605670919814,30,3575030.6088042036
multipoint,4109,anneal,20260924,0.0,0.0,8860.546235305283,98.15253774812929,30,3537020.18571608
multipoint,4162,anneal,20260924,0.0,0.0,8860.546235305283,98.09409515704614,30,3530014.5017279373
multipoint,4350,anneal,20260924,0.0,0.0,8833.622948525783,98.1109196565646,30,3489923.4438610207
multipoint,4388,anneal,20260924,0.0,0.0,8833.622948525783,97.52952374367352,30,3498500.963502821
multipoint,4616,anneal,20260924,0.0,0.0,8833.622948525783,97.36436239526763,30,3521910.4365471383
multipoint,4704,anneal,20260924,0.0,0.0,8833.622948525783,97.34415402136474,30,3504605.4806909566
multipoint,4706,anneal,20260924,0.0,0.0,8833.622948525783,97.20917215723743,30,3500177.4309613113
multipoint,5074,anneal,20260924,0.0,0.0,8585.109335921654,95.51862663651099,29,3423281.446578434
multipoint,5102,anneal,20260924,0.0,0.0,8585.109335921654,95.46018404542784,29,3416512.1304031163
multipoint,5125,anneal,20260924,0.0,0.0,8585.109335921654,95.4355932497426,29,3408496.0858348813
multipoint,5135,anneal,20260924,0.0,0.0,8585.109335921654,95.2868387825137,29,3404634.7641416783
multipoint,5187,anneal,20260924,0.0,0.0,8585.109335921654,95.28294168618767,29,3413446.784071573
multipoint,5268,anneal,20260924,0.0,0.0,8549.798925997424,95.83785785115953,29,3416978.5511586834
multipoint,5336,anneal,20260924,0.0,0.0,8549.798925997424,95.71580339022464,29,3479730.040771781
multipoint,5338,anneal,20260924,0.0,0.0,8544.404671682725,95.71580339022464,29,3479697.6752458923
multipoint,5351,anneal,20260924,0.0,0.0,8544.404671682725,95.4623385097332,29,3521316.435429902
multipoint,5511,anneal,20260924,0.0,0.0,8447.705097116968,94.82851329048019,29,3524666.5847708564
multipoint,5584,anneal,20260924,0.0,0.0,8447.705097116968,94.31260998935647,29,3508503.814726506
multipoint,5684,anneal,20260924,0.0,0.0,8439.51031672987,95.59779214942212,29,3523582.4885398983
multipoint,5687,anneal,20260924,0.0,0.0,8439.51031672987,95.46281028529481,29,3519154.438810253
multipoint,5711,anneal,20260924,0.0,0.0,8439.51031672987,95.13790754031854,29,3524634.375747422
multipoint,5712,anneal,20260924,0.0,0.0,8439.51031672987,94.42527995473847,29,3537769.73489012
multipoint,5777,anneal,20260924,0.0,0.0,8432.41729654305,94.22955903533673,29,3551467.5975189726
multipoint,5821,anneal,20260924,0.0,0.0,8432.41729654305,94.15765227410006,29,3489564.0543954168
multipoint,5829,anneal,20260924,0.0,0.0,8432.41729654305,93.92035635311858,29,3492526.3974602986
multipoint,5830,anneal,20260924,0.0,0.0,8432.417296543052,93.77160188588968,29,3488665.075767095
multipoint,5940,anneal,20260924,0.0,0.0,8312.870732939034,94.21650250981783,29,3487677.4405948
multipoint,5953,anneal,20260924,0.0,0.0,8312.870732939034,93.43966578730587,29,3456325.553771762
multipoint,6357,anneal,20260924,0.0,0.0,8291.00652382988,94.52471742795825,29,3471274.682742087
multipoint,6388,anneal,20260924,0.0,0.0,8291.00652382988,94.37596296072935,29,3467413.3610488838
multipoint,6547,anneal,20260924,0.0,0.0,8291.00652382988,93.74398360912028,29,3493414.712292484
multipoint,6553,anneal,20260924,0.0,0.0,8291.00652382988,93.48405684780117,29,3489063.2856072923
multipoint,6588,anneal,20260924,0.0,0.0,8273.27315890884,93.48405684780118,29,3491535.9234826313
multipoint,6810,anneal,20260924,0.0,0.0,8273.27315890884,93.15769599062311,29,3417096.644336382
multipoint,6857,anneal,20260924,0.0,0.0,8273.27315890884,92.90151850053365,29,3376419.989006237
multipoint,6985,anneal,20260924,0.0,0.0,8273.27315890884,92.855421351275,29,3388322.6064174986
multipoint,7023,anneal,20260924,0.0,0.0,8273.27315890884,92.84897893935471,29,3390073.228451824
multipoint,7097,anneal,20260924,0.0,0.0,8273.27315890884,92.4398794688487,29,3366061.3964007595
multipoint,8236,anneal,20260924,0.0,0.0,8250.29376491655,94.12931277449044,29,3455326.1497725206
multipoint,11230,anneal,20260924,0.0,0.0,8207.27315890884,90.19887714794167,28,3411803.2185919965
multipoint,11442,anneal,20260924,0.0,0.0,8207.27315890884,89.17287464310498,27,3345791.3324844227
multipoint,11455,anneal,20260924,0.0,0.0,8207.27315890884,88.56679237305671,27,3341230.290486313
multipoint,12005,anneal,20260924,0.0,0.0,8191.992285846288,88.1532346169953,27,3318064.9684084547
multipoint,12074,anneal,20260924,0.0,0.0,8191.992285846288,88.14245083472547,27,3280850.0787850944
multipoint,12088,anneal,20260924,0.0,0.0,8125.992285846288,90.86700319673453,28,3276763.8879754995
multipoint,12121,anneal,20260924,0.0,0.0,8125.992285846288,90.85387153171186,28,3267348.6721692733
multipoint,12495,anneal,20260924,0.0,0.0,8125.992285846288,89.47334240581243,27,3289370.218083962
multipoint,12524,anneal,20260924,0.0,0.0,8125.992285846288,89.47019447452396,27,3241893.136944573
multipoint,13460,anneal,20260924,0.0,0.0,8070.036654350036,90.93057569277703,30,3256999.9443227225
multipoint,13468,anneal,20260924,0.0,0.0,7999.7008583173765,90.93057569277703,30,3256999.9443227225
multipoint,13691,anneal,20260924,0.0,0.0,7992.385811814847,91.2664484400868,30,3308284.162827219
multipoint,13708,anneal,20260924,0.0,0.0,7992.385811814847,90.96189484936063,30,3298489.150927586
multipoint,13774,anneal,20260924,0.0,0.0,7992.385811814847,90.90177869669873,30,3290063.6146684596
multipoint,14011,anneal,20260924,0.0,0.0,7992.385811814847,90.78766980363255,30,3339986.2900630925
multipoint,14332,anneal,20260924,0.0,0.0,7992.385811814847,90.00256068299427,29,3320067.2808239595
multipoint,15816,anneal,20260924,0.0,0.0,7955.545912860444,89.3522843239767,29,3414448.15188561
multipoint,15827,anneal,20260924,0.0,0.0,7955.545912860444,88.95232143266705,29,3404499.575735072
multipoint,15828,anneal,20260924,0.0,0.0,7955.545912860444,88.9209179679564,29,3413814.6584316306
multipoint,15837,anneal,20260924,0.0,0.0,7955.545912860444,88.90758072531634,29,3411597.974597414
multipoint,16004,destroy_repair,20260924,0.0,0.0,7955.545912860444,88.74083732026352,29,3379686.767268426
multipoint,16005,destroy_repair,20260924,0.0,0.0,7955.545912860444,88.63772167314127,29,3396451.9788857205
multipoint,16007,destroy_repair,20260924,0.0,0.0,7719.751054961002,87.5525533978413,29,3394105.8436192027
multipoint,16008,destroy_repair,20260924,0.0,0.0,7719.751054961002,87.40699449426604,29,3406106.8765276615
multipoint,16009,destroy_repair,20260924,0.0,0.0,7719.751054961002,87.34355738105852,29,3403746.7619013675
multipoint,16013,destroy_repair,20260924,0.0,0.0,7719.751054961002,86.24104968850459,29,3408750.3989526564
multipoint,16014,destroy_repair,20260924,0.0,0.0,7719.751054961002,86.2358766868872,29,3397201.472682623
multipoint,16016,destroy_repair,20260924,0.0,0.0,7678.1768676380725,86.37067058070522,29,3331850.564075266
multipoint,16017,destroy_repair,20260924,0.0,0.0,7666.3489774368345,86.3804920219602,29,3325307.102453552
multipoint,16024,destroy_repair,20260924,0.0,0.0,7666.3489774368345,85.76943563190554,28,3271646.6999076162
multipoint,16026,destroy_repair,20260924,0.0,0.0,7593.020807157634,85.76943563190554,28,3222366.6005631806
multipoint,16037,destroy_repair,20260924,0.0,0.0,7593.020807157634,85.53434966339398,28,3264676.267568693
multipoint,16039,destroy_repair,20260924,0.0,0.0,7593.020807157634,85.52675573645979,28,3262994.9399570785
multipoint,16048,destroy_repair,20260924,0.0,0.0,7593.020807157634,85.02204735735657,28,3274480.704852168
multipoint,16049,destroy_repair,20260924,0.0,0.0,7593.020807157634,85.01214698098168,28,3281372.728655473
multipoint,16053,destroy_repair,20260924,0.0,0.0,7586.801933209534,85.5341227104956,28,3300674.1606870308
multipoint,16058,destroy_repair,20260924,0.0,0.0,7550.681631688423,85.4844250344052,28,3330147.3341006422
multipoint,16060,destroy_repair,20260924,0.0,0.0,7550.681631688423,85.48290100156946,28,3354353.6020055246
multipoint,0,initial,20260925,0.0,0.0,9386.541923598983,89.40310118777397,28,2854415.7634411
multipoint,16,anneal,20260925,0.0,0.0,8578.9706853736,89.44018429618457,28,2866537.192097766
multipoint,370,anneal,20260925,0.0,0.0,8530.723155309617,92.54958588315935,29,3184545.3337663147
multipoint,409,anneal,20260925,0.0,0.0,8530.723155309617,91.70937831151089,28,3134222.332200158
multipoint,414,anneal,20260925,0.0,0.0,8530.723155309617,91.57409181119193,28,3122464.110148139
multipoint,436,anneal,20260925,0.0,0.0,8530.723155309617,91.56319498896211,28,3119347.637538035
multipoint,1049,anneal,20260925,0.0,0.0,8447.616388312137,92.47367550691229,28,3256883.53727144
multipoint,1154,anneal,20260925,0.0,0.0,8357.653449316953,92.74824805829232,28,3288453.791405194
multipoint,1165,anneal,20260925,0.0,0.0,8357.653449316953,92.74403649346493,28,3288572.6646136115
multipoint,1182,anneal,20260925,0.0,0.0,8357.653449316953,92.73047447970652,28,3282385.082767255
multipoint,1236,anneal,20260925,0.0,0.0,8340.126430191918,92.85988424944054,28,3229731.432619121
multipoint,1245,anneal,20260925,0.0,0.0,8340.126430191918,92.79867807414345,28,3226202.5456012273
multipoint,1500,anneal,20260925,0.0,0.0,8340.126430191918,92.79720283399183,28,3236729.781784106
multipoint,1521,anneal,20260925,0.0,0.0,8299.066306067543,92.98089564387547,28,3250681.4761751755
multipoint,1782,anneal,20260925,0.0,0.0,8179.536822842248,93.89647253359557,28,3148188.8461167384
multipoint,2280,anneal,20260925,0.0,0.0,8118.339334571225,92.96838598813869,28,3245296.07229089
multipoint,2448,anneal,20260925,0.0,0.0,8118.339334571225,92.93560830845755,28,3234526.613008406
multipoint,2497,anneal,20260925,0.0,0.0,8118.339334571225,92.64364332239658,28,3302723.675026262
multipoint,2567,anneal,20260925,0.0,0.0,8118.339334571225,92.47312411934281,28,3237137.595564182
multipoint,2619,anneal,20260925,0.0,0.0,8118.339334571225,92.2243088966663,28,3195648.5579738077
multipoint,2631,anneal,20260925,0.0,0.0,8118.339334571225,92.02694945748328,28,3193343.4699018723
multipoint,3313,anneal,20260925,0.0,0.0,8118.339334571225,91.9753938368146,28,3260584.183233775
multipoint,3567,anneal,20260925,0.0,0.0,8118.339334571225,89.23821494303515,27,3292737.515617326
multipoint,5140,anneal,20260925,0.0,0.0,8118.339334571225,88.89097494333379,28,3120833.5056297495
multipoint,5453,anneal,20260925,0.0,0.0,8085.691282435848,89.57537562212171,28,3225645.392709955
multipoint,5475,anneal,20260925,0.0,0.0,8085.691282435848,89.55090725629725,28,3220815.0633803434
multipoint,5511,anneal,20260925,0.0,0.0,8085.691282435848,89.52238214959495,28,3221701.189021955
multipoint,5668,anneal,20260925,0.0,0.0,8085.691282435848,89.47860206800036,28,3273980.115872803
multipoint,5802,anneal,20260925,0.0,0.0,8022.071653505299,89.48215455751365,28,3284768.1172646447
multipoint,5836,anneal,20260925,0.0,0.0,8022.071653505299,89.43112263367767,28,3287267.4834276806
multipoint,5838,anneal,20260925,0.0,0.0,8022.071653505299,89.42757014416438,28,3286802.1150472816
multipoint,6116,anneal,20260925,0.0,0.0,8022.071653505299,89.02985389683579,28,3313387.4268760523
multipoint,6154,anneal,20260925,0.0,0.0,8022.071653505299,87.44414326695028,27,3281082.600980958
multipoint,6164,anneal,20260925,0.0,0.0,8017.077281458971,86.35673452114037,26,3278310.9099342567
multipoint,6171,anneal,20260925,0.0,0.0,7950.115611707537,86.35673452114038,26,3274133.86973861
multipoint,6182,anneal,20260925,0.0,0.0,7950.115611707537,86.35551266260963,26,3274422.8959435564
multipoint,6210,anneal,20260925,0.0,0.0,7950.115611707537,86.23217555047674,26,3206409.194566716
multipoint,8149,anneal,20260925,0.0,0.0,7931.699056760762,88.20852269665153,29,3339696.442436972
multipoint,8289,anneal,20260925,0.0,0.0,7923.6685163974835,87.66510564799977,29,3267809.2084360914
multipoint,8307,anneal,20260925,0.0,0.0,7923.6685163974835,87.5889004623992,29,3222788.13061503
multipoint,8321,anneal,20260925,0.0,0.0,7923.6685163974835,87.54221282356376,29,3213104.953094036
multipoint,8423,anneal,20260925,0.0,0.0,7905.566797093077,87.70991596328754,29,3264476.8663829053
multipoint,8488,anneal,20260925,0.0,0.0,7905.566797093077,87.68039841652244,29,3247402.18930043
multipoint,8566,anneal,20260925,0.0,0.0,7864.782813483628,85.22494542982443,28,3293176.2669916763
multipoint,9333,anneal,20260925,0.0,0.0,7864.782813483628,84.95975538716458,28,3240630.8534543947
