trip_id,drone_id,model_id,battery_id,start_s,takeoff_s,visit_order,route,return_s,energy_kwh,return_soc_fraction,initial_soc_fraction,weight_kg,volume_m3,box_count,box_ids,stop_count,flight_time_s,operation_time_s,preparation_load_s,handoff_s
Q2-001,U01,A,A-BAT-01,0.0,330.0,S006,O01→S006→O01,1253.4781941236301,1.2888815532930935,0.7135818770459792,1.0,14.0,0.027,1,S006-WAT-01,1,743.47819412363,1253.4781941236301,330.0,180.0000000000001
Q2-002,U02,A,A-BAT-02,0.0,390.0,S012;S001,O01→S012→S001→O01,2430.8481296241616,3.1187681606844793,0.3069404087367824,1.0,20.0,0.051000000000000004,3,S001-MED-02;S012-MED-01;S012-WAT-01,2,1650.848129624162,2430.8481296241616,390.0,389.99999999999955
Q2-003,U03,A,A-BAT-03,0.0,360.0,S013,O01→S013→O01,1612.1137376764395,2.025445644149036,0.5499009679668809,1.0,22.0,0.055,2,S013-FOD-01;S013-WAT-01,1,1042.1137376764395,1612.1137376764395,360.0,210.0
Q2-004,U04,A,A-BAT-04,0.0,360.0,S006,O01→S006→O01,1313.4781941236301,1.3570483472219093,0.6984337006173535,1.0,22.0,0.055,2,S006-FOD-01;S006-WAT-03,1,743.47819412363,1313.4781941236301,360.0,210.0000000000001
Q2-005,U05,B,B-BAT-01,0.0,390.0,S010,O01→S010→O01,1555.3795658311296,1.823195698089688,0.544201075477578,1.0,25.0,0.067,3,S010-FOD-01;S010-MED-01;S010-WAT-01,1,925.3795658311299,1555.3795658311296,390.0,239.99999999999977
Q2-006,U06,B,B-BAT-02,0.0,390.0,S007;S015,O01→S007→S015→O01,2097.2733364510004,2.335595291224851,0.41610117719378725,1.0,25.0,0.067,3,S007-FOD-01;S007-WAT-02;S015-MED-01,2,1317.2733364510004,2097.2733364510004,390.0,390.0
Q2-007,U07,C,C-BAT-01,0.0,480.0,S001,O01→S001→O01,1494.1690773291593,2.7203925027470306,0.6599509371566212,1.0,70.0,0.171,6,S001-FOD-03;S001-HYG-01;S001-WAT-01;S001-WAT-03;S001-WAT-05;S001-WAT-06,1,618.1690773291593,1494.1690773291593,480.0,396.0
Q2-008,U08,C,C-BAT-02,0.0,510.0,S001,O01→S001→O01,1560.1690773291593,2.8127063028928476,0.6484117121383941,1.0,73.0,0.183,7,S001-FOD-01;S001-HYG-02;S001-MED-01;S001-WAT-02;S001-WAT-04;S001-WAT-07;S001-WAT-08,1,618.1690773291593,1560.1690773291593,510.0,432.0
Q2-009,U01,A,A-BAT-05,1253.4781941236301,1583.4781941236301,S014,O01→S014→O01,3183.8880057789456,2.251724681143798,0.4996167375236005,1.0,14.0,0.027,1,S014-WAT-01,1,1420.409811655315,1930.4098116553153,330.0,180.00000000000023
Q2-010,U04,A,A-BAT-06,1313.4781941236301,1703.4781941236301,S014;S013,O01→S014→S013→O01,3718.757574486628,2.715812230722304,0.3964861709505991,1.0,14.0,0.052000000000000005,3,S013-MED-01;S014-FOD-01;S014-MED-01,2,1625.279380362998,2405.279380362998,390.0,390.0
Q2-011,U07,C,C-BAT-03,1494.1690773291593,1974.1690773291593,S002,O01→S002→O01,3601.98146214442,6.161870343801401,0.22976620702482486,1.0,65.0,0.155,6,S002-HYG-01;S002-MED-01;S002-WAT-01;S002-WAT-02;S002-WAT-03;S002-WAT-04,1,1231.8123848152609,2107.812384815261,480.0,396.0
Q2-012,U05,B,B-BAT-03,1555.3795658311296,1915.3795658311296,S007,O01→S007→O01,3131.6549648115542,1.6564938184286102,0.5858765453928474,1.0,20.0,0.062,2,S007-HYG-01;S007-WAT-01,1,1006.2753989804244,1576.2753989804244,360.0,210.0
Q2-013,U08,C,C-BAT-04,1560.1690773291593,2040.1690773291593,S003,O01→S003→O01,3996.260426933828,6.149478043769874,0.23131524452876573,1.0,64.0,0.17200000000000001,6,S003-FOD-01;S003-FOD-02;S003-HYG-01;S003-WAT-01;S003-WAT-02;S003-WAT-03,1,1560.0913496046687,2436.0913496046687,480.0,396.0
Q2-014,U06,B,B-BAT-04,2097.2733364510004,2457.2733364510004,S006,O01→S006→O01,3304.5445912941755,1.0987798328522107,0.7253050417869473,1.0,17.0,0.039,2,S006-MED-01;S006-WAT-02,1,637.2712548431749,1207.271254843175,360.0,210.0000000000001
Q2-015,U03,A,A-BAT-01,2125.821753963857,2485.821753963857,S008,O01→S008→O01,4296.9542933716275,3.308433947967875,0.26479245600713897,1.0,22.0,0.055,2,S008-FOD-01;S008-WAT-01,1,1601.1325394077708,2171.1325394077708,360.0,210.0
Q2-016,U02,A,A-BAT-04,2430.8481296241616,2820.8481296241616,S007;S003,O01→S007→S003→O01,4913.009463110569,3.024756618117376,0.32783186264058317,1.0,20.0,0.051000000000000004,3,S003-MED-01;S003-WAT-04;S007-MED-01,2,1702.1613334864082,2482.161333486408,390.0,389.99999999999955
Q2-017,U05,B,B-BAT-01,3131.6549648115542,3521.6549648115542,S011,O01→S011→O01,4320.075437046711,1.0739517654354556,0.7315120586411361,1.0,25.0,0.067,3,S011-FOD-01;S011-MED-01;S011-WAT-01,1,558.420472235157,1188.420472235157,390.0,239.9999999999999
Q2-018,U01,A,A-BAT-03,3183.8880057789456,3573.8880057789456,S005;S004,O01→S005→S004→O01,5659.776616049234,3.1311983988999392,0.30417813357779133,1.0,20.0,0.051000000000000004,3,S004-MED-01;S005-MED-01;S005-WAT-02,2,1695.8886102702882,2475.888610270288,390.0,390.0
Q2-019,U07,C,C-BAT-01,3601.98146214442,4111.98146214442,S005;S008,O01→S005→S008→O01,6242.558813388847,6.377583029268815,0.20280212134139808,1.0,65.0,0.191,7,S005-FOD-01;S005-HYG-01;S005-WAT-01;S005-WAT-03;S008-HYG-01;S008-MED-01;S008-WAT-02,2,1518.5773512444262,2640.577351244426,510.0,612.0
Q2-020,U06,B,B-BAT-02,3776.0312959817693,4166.031295981769,S009;S012,O01→S009→S012→O01,5942.55017891719,2.8417624518254088,0.2895593870436478,1.0,25.0,0.067,3,S009-MED-01;S009-WAT-01;S012-FOD-01,2,1386.5188829354215,2166.5188829354215,390.0,390.0
Q2-021,U04,A,A-BAT-02,3831.8255982663445,4191.825598266345,S015,O01→S015→O01,5800.415001413998,2.557694473534046,0.43162345032576754,1.0,22.0,0.055,2,S015-FOD-01;S015-WAT-01,1,1398.5894031476528,1968.5894031476528,360.0,210.0
