seed,family,hard_late_s,weighted_tardiness_s,makespan_s,energy_kwh,trips,weighted_completion_s
20260923,multipoint,0.0,0.0,10189.462420318481,110.8891187271795,34,3609190.9484978574
20260924,multipoint,0.0,0.0,9366.95051812057,99.65114145285045,30,3114910.5754961553
20260925,multipoint,0.0,0.0,9386.541923598983,89.40310118777397,28,2854415.7634411
