from_id,to_id,row,col,fraction,dem_m
O01,S001,711,746,0.7404889859879568,182.56399536132812
O01,S001,711,747,0.7501646894951541,186.36813354492188
O01,S001,710,747,0.7515632419751425,176.91641235351562
O01,S001,709,747,0.7626374979623282,181.5545196533203
O01,S001,709,748,0.7726019504261191,195.95016479492188
O01,S001,708,748,0.7737117539495139,194.3182830810547
O01,S001,707,748,0.7847860099366996,184.3134765625
O01,S001,707,749,0.7950392113570841,203.2067108154297
O01,S001,706,749,0.7958602659238853,194.59690856933594
O01,S001,705,749,0.806934521911071,184.76614379882812
O01,S001,705,750,0.8174764722880491,195.2332000732422
O01,S001,704,750,0.8180087778982567,186.42477416992188
O01,S001,703,750,0.8290830338854424,192.69046020507812
O01,S001,703,751,0.8399137332190141,201.8096160888672
O01,S001,702,751,0.840157289872628,194.8701934814453
O01,S001,701,751,0.8512315458598138,194.1124725341797
O01,S001,700,751,0.8623058018469995,180.91859436035156
O01,S001,700,752,0.8623509941499791,155.07821655273438
O01,S001,699,752,0.8733800578341852,146.75933837890625
O01,S001,698,752,0.8844543138213709,151.46548461914062
O01,S001,698,753,0.884788255080944,150.22930908203125
O01,S001,697,753,0.8955285698085566,154.8434295654297
O01,S001,696,753,0.9066028257957423,157.3914337158203
O01,S001,696,754,0.907225516011909,158.7278289794922
O01,S001,695,754,0.917677081782928,158.96871948242188
O01,S001,694,754,0.9287513377701136,165.27926635742188
O01,S001,694,755,0.929662776942874,156.3206329345703
O01,S001,693,755,0.9398255937572993,149.48812866210938
O01,S001,692,755,0.950899849744485,148.6284637451172
O01,S001,692,756,0.952100037873839,151.33242797851562
O01,S001,691,756,0.9619741057316707,156.43264770507812
O01,S001,690,756,0.9730483617188564,154.73875427246094
O01,S001,690,757,0.974537298804804,154.0418243408203
O01,S001,689,757,0.9841226177060421,151.58099365234375
O01,S001,688,757,0.9951968736932278,152.53707885742188
O01,S001,688,758,0.996974559735769,153.96136474609375
O01,S002,778,713,0.0,128.7255401611328
O01,S002,777,713,0.003890477792730099,130.80474853515625
O01,S002,777,714,0.00435095133715226,132.31642150878906
O01,S002,776,714,0.008383984136841882,133.5413055419922
O01,S002,775,714,0.012877490480953666,135.11814880371094
O01,S002,775,715,0.014378957552907492,140.24159240722656
O01,S002,774,715,0.01737099682506545,144.3026123046875
O01,S002,773,715,0.02186450316917723,145.23208618164062
O01,S002,773,716,0.024406963768662724,142.67367553710938
O01,S002,772,716,0.026358009513289014,141.5878448486328
O01,S002,771,716,0.0308515158574008,141.0373077392578
O01,S002,771,717,0.03443496998441795,137.09552001953125
O01,S002,770,717,0.03534502220151258,138.46737670898438
O01,S002,769,717,0.03983852854562436,142.2293701171875
O01,S002,768,717,0.044332034889736145,148.668212890625
O01,S002,768,718,0.044462976200173185,142.09059143066406
O01,S002,767,718,0.048825541233847934,150.4017333984375
O01,S002,766,718,0.053319047577959716,158.07029724121094
O01,S002,766,719,0.05449098241592842,153.67835998535156
O01,S002,765,719,0.0578125539220715,158.906982421875
O01,S002,764,719,0.06230606026618328,160.82275390625
O01,S002,764,720,0.06451898863168365,161.6325225830078
O01,S002,763,720,0.06679956661029507,162.75421142578125
O01,S002,762,720,0.07129307295440684,165.4799041748047
O01,S002,762,721,0.07454699484743887,165.66754150390625
O01,S002,761,721,0.07578657929851863,166.5437774658203
O01,S002,760,721,0.08028008564263041,167.76405334472656
O01,S002,760,722,0.08457500106319411,166.9786834716797
O01,S002,759,722,0.0847735919867422,174.78916931152344
O01,S002,758,722,0.08926709833085399,183.51953125
O01,S002,757,722,0.09376060467496576,190.01271057128906
O01,S002,757,723,0.09460300727894934,195.83773803710938
O01,S002,756,723,0.09825411101907755,198.77255249023438
O01,S002,755,723,0.10274761736318933,188.4161376953125
O01,S002,755,724,0.10463101349470458,199.11651611328125
O01,S002,754,724,0.10724112370730111,195.76229858398438
O01,S002,753,724,0.1117346300514129,190.75100708007812
O01,S002,753,725,0.1146590197104598,196.81793212890625
O01,S002,752,725,0.11622813639552468,181.97972106933594
O01,S002,751,725,0.12072164273963647,159.21817016601562
O01,S002,751,726,0.12468702592621504,159.1558380126953
O01,S002,750,726,0.12521514908374826,136.96408081054688
O01,S002,749,726,0.12970865542786003,143.4798126220703
O01,S002,748,726,0.1342021617719718,168.96743774414062
O01,S002,748,727,0.13471503214197028,163.0107879638672
O01,S002,747,727,0.1386956681160836,178.5902099609375
O01,S002,746,727,0.14318917446019538,183.88833618164062
O01,S002,746,728,0.1447430383577255,189.39260864257812
O01,S002,745,728,0.14768268080430716,193.2533721923828
O01,S002,744,728,0.15217618714841893,181.4134521484375
O01,S002,744,729,0.15477104457348073,189.0953369140625
O01,S002,743,729,0.15666969349253074,176.63528442382812
O01,S002,742,729,0.1611631998366425,159.65402221679688
O01,S002,742,730,0.16479905078923596,158.9274139404297
O01,S002,741,730,0.1656567061807543,158.38143920898438
O01,S002,740,730,0.1701502125248661,168.526123046875
O01,S002,739,730,0.17464371886897787,170.09600830078125
O01,S002,739,731,0.17482705700499118,179.6592254638672
O01,S002,738,731,0.17913722521308964,191.2545166015625
O01,S002,737,731,0.18363073155720142,196.4828643798828
O01,S002,737,732,0.18485506322074644,198.20648193359375
O01,S002,736,732,0.18812423790131322,185.3983612060547
O01,S002,735,732,0.192617744245425,176.67970275878906
O01,S002,735,733,0.19488306943650166,160.12255859375
O01,S002,734,733,0.19711125058953677,153.90621948242188
O01,S002,733,733,0.20160475693364857,153.53384399414062
O01,S002,733,734,0.20491107565225689,144.04605102539062
