trip_id,model_id,drone_id,battery_id,weight_kg,volume_m3,box_count,recomputed_energy_kwh,energy_error_kwh,recomputed_return_s,return_time_error_s,return_soc_fraction,start_s,recomputed_charge_complete_s,recomputed_charge_s,flight_time_s
Q2-001,A,U01,A-BAT-01,20.0,0.051000000000000004,3,1.2643456764217151,0.0,1310.899502077302,0.0,0.7190342941285077,0.0,2176.154919710242,865.2554176329401,680.899502077302
Q2-002,A,U02,A-BAT-02,22.0,0.055,2,1.357048347221944,0.0,1313.4781941236447,0.0,0.6984337006173458,0.0,2205.514383321095,892.0361891974505,743.4781941236448
Q2-003,A,U03,A-BAT-03,20.0,0.051000000000000004,3,3.024756618117027,0.0,2482.1613334862614,0.0,0.32783186264066067,0.0,3855.9799120534026,1373.8185785671412,1702.1613334862611
Q2-004,A,U04,A-BAT-04,16.0,0.056,2,2.481375842015088,4.440892098500626e-16,2255.3288198276678,0.0,0.4485831462188693,0.0,3472.1707297431376,1216.8419099154698,1535.3288198276678
Q2-005,B,U05,B-BAT-01,20.0,0.062,2,1.1381508948519674,2.220446049250313e-16,1207.2712548431866,0.0,0.7154622762870082,0.0,2367.1366426123723,1159.8653877691856,637.2712548431866
Q2-006,B,U06,B-BAT-02,28.0,0.054,2,1.2204176159657325,2.220446049250313e-16,1149.100207293352,0.0,0.6948955960085669,0.0,2344.6145075451695,1195.5143002518175,579.100207293352
Q2-007,C,U07,C-BAT-01,42.0,0.117,4,3.3558263722557324,0.0,1841.5664573298927,0.0,0.5805217034680334,0.0,3583.769433149154,1742.202975819261,1097.5664573298925
Q2-008,C,U08,C-BAT-02,56.0,0.14400000000000002,5,4.127461135544714,0.0,1811.1905245257808,0.0,0.4840673580569107,0.0,3762.377915402474,1951.1873908766934,1001.190524525781
Q2-009,B,U06,B-BAT-03,22.0,0.055,2,2.589090858861763,0.0,2905.7945073918163,0.0,0.3527272852845592,1149.100207293352,4694.400546231914,1788.6060388400972,1186.6943000984643
Q2-010,B,U05,B-BAT-04,28.0,0.054,2,1.2204176159657325,2.220446049250313e-16,2356.371462136539,0.0,0.6948955960085669,1207.2712548431866,3551.8857623883564,1195.5143002518175,579.100207293352
Q2-011,A,U01,A-BAT-05,17.0,0.039,2,1.311566305818281,0.0,2624.377696200947,0.0,0.708540820929271,1310.899502077302,3503.2746289928946,878.8969327919477,743.4781941236448
Q2-012,A,U02,A-BAT-06,17.0,0.039,2,2.290977438767067,4.440892098500626e-16,3303.8880057790484,0.0,0.49089390249620735,1313.4781941236447,4465.725932533978,1161.8379267549303,1420.4098116554032
Q2-013,C,U08,C-BAT-03,59.0,0.156,6,5.8530716901666295,0.0,3919.002909341042,4.547473508864641e-13,0.2683660387291713,1811.1905245257808,6337.543158761171,2418.540249420129,1231.8123848152609
Q2-014,C,U07,C-BAT-04,65.0,0.191,7,4.184768132725042,0.0,4032.182241083965,0.0,0.4769039834093698,1841.5664573298927,5998.89027703033,1966.7080359463655,1068.6157837540727
Q2-015,A,U04,A-BAT-01,17.0,0.039,2,1.9548596586341045,0.0,3910.1915473803106,0.0,0.5655867425257546,2255.3288198276678,4974.928782096829,1064.7372347165192,1084.8627275526428
Q2-016,B,U05,B-BAT-02,25.0,0.067,3,2.7524142988014892,4.440892098500626e-16,4279.11181288063,0.0,0.3118964252996277,2356.371462136539,6138.491342361275,1859.3795294806453,1292.7403507440913
Q2-017,A,U03,A-BAT-02,20.0,0.051000000000000004,3,2.7143723134602515,4.440892098500626e-16,4929.480640634329,0.0,0.39680615256438856,2482.1613334862614,6213.632642300624,1284.152001666295,1517.3193071480678
Q2-018,B,U06,B-BAT-01,20.0,0.062,2,2.76344125526511,0.0,4807.625943052148,0.0,0.30913968618372245,2905.7945073918163,6671.783820333695,1864.1578772815476,1331.8314356603314
Q2-019,A,U01,A-BAT-04,14.0,0.052000000000000005,3,3.5813995709477653,0.0,6327.123551935028,9.094947017729282e-13,0.20413342867827433,3472.1707297431376,7861.750094653273,1534.6265427182432,2074.9528221918918
Q2-020,A,U02,A-BAT-05,22.0,0.055,2,3.308433947967875,0.0,5674.407168400665,0.0,0.26479245600713897,3503.2746289928946,7130.176975591385,1455.7698071907193,1601.1325394077708
Q2-021,A,U04,A-BAT-03,22.0,0.055,2,1.6957288198622351,0.0,5550.274943252064,9.094947017729282e-13,0.6231713733639477,3910.1915473803106,6540.152157878931,989.877214626868,920.083395871753
Q2-022,C,U08,C-BAT-01,64.0,0.17200000000000001,6,6.149478043769306,0.0,6355.094258945615,1.8189894035458565e-12,0.23131524452883678,3919.0029093410417,8853.911229133137,2498.81697018752,1560.091349604575
Q2-023,C,U07,C-BAT-02,59.0,0.156,6,6.152932018907208,0.0,6333.238933567165,0.0,0.230883497636599,4032.182241083965,8832.991355354534,2499.752421787369,1425.0566924832003
Q2-024,B,U05,B-BAT-04,25.0,0.067,3,2.2200476497323463,0.0,6348.189303390614,0.0,0.44498808756691344,4279.11181288063,7976.876618274631,1628.6873148840166,1289.0774905099845
Q2-025,B,U06,B-BAT-03,22.0,0.055,2,2.000229549313455,0.0,6306.067676140909,0.0,0.4999426126716362,4807.625943052148,7839.500480843406,1533.4328047024972,928.4417330887609
Q2-026,A,U03,A-BAT-06,16.0,0.056,2,1.2330504792434298,2.220446049250313e-16,6180.380142711631,9.094947017729282e-13,0.7259887823903489,4929.480640634329,7036.594725604176,856.2145828925463,680.899502077302
