trip_id,leg_index,model_id,from_id,to_id,departure_s,arrival_s,handoff_complete_s,remaining_payload_at_departure_kg,remaining_payload_after_handoff_kg,remaining_volume_after_handoff_m3,distance_m,terrain_max_m,cruise_altitude_m,climb_m,descent_m,flight_s,horizontal_energy_kwh,climb_energy_kwh,leg_energy_kwh,delivered_box_ids
Q2-001,1,A,O01,S002,390.0,1103.8089909673017,1313.8089909673017,20.0,3.0,0.012000000000000007,7411.310455084183,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,713.8089909673017,1.556831464966379,0.06173973031997682,1.618571195286356,S002-MED-01;S002-WAT-03
Q2-001,2,A,S002,S013,1313.8089909673017,1754.9276361590285,1934.9276361590285,3.0,0.0,6.938893903907228e-18,4540.13286339447,327.2103271484375,377.2103271484375,157.7103271484375,25.51032714843751,441.1186451917267,0.8240751475299327,0.04357295392778184,0.8676481014577145,S013-MED-01
Q2-001,3,A,S013,O01,1934.9276361590285,2463.451171663915,2463.451171663915,0.0,0.0,6.938893903907228e-18,4849.242377230511,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,528.5235355048864,0.872863627901492,0.012579385939704051,0.8854430138411961,
Q2-002,1,A,O01,S013,360.0,873.5902021715531,1083.590202171553,22.0,0.0,0.0,4849.242377230511,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,513.5902021715531,1.045474167517245,0.09452846279059517,1.14000263030784,S013-WAT-01;S013-FOD-01
Q2-002,2,A,S013,O01,1083.590202171553,1612.1137376764395,1612.1137376764395,0.0,0.0,0.0,4849.242377230511,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,528.5235355048864,0.872863627901492,0.012579385939704051,0.8854430138411961,
Q2-003,1,B,O01,S010,390.0,845.2264495822316,1085.2264495822315,25.0,0.0,6.938893903907228e-18,4784.49485164363,385.63653564453125,435.63653564453125,307.93653564453126,84.03653564453123,455.22644958223157,1.014131979759643,0.10489088245391848,1.1190228622135616,S010-MED-01;S010-WAT-01;S010-FOD-01
Q2-003,2,B,S010,O01,1085.2264495822315,1555.3795658311294,1555.3795658311294,0.0,0.0,6.938893903907228e-18,4784.49485164363,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,470.15311624889824,0.6834992645205186,0.020673571355607767,0.7041728358761263,
Q2-004,1,B,O01,S014,390.0,1002.4348748574387,1242.4348748574387,25.0,0.0,6.938893903907228e-18,5419.60185821314,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,612.4348748574386,1.1487506481673004,0.15813426643371584,1.3068849146010162,S014-WAT-01;S014-MED-01;S014-FOD-01
Q2-004,2,B,S014,O01,1242.4348748574387,1869.7564163815439,1869.7564163815439,0.0,0.0,6.938893903907228e-18,5419.60185821314,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,627.3215415241052,0.7742288368875915,0.05927473061879475,0.8335035675063862,
Q2-005,1,C,O01,S006,480.0,813.4219339808323,1209.4219339808324,59.0,0.0,0.0,3186.208178413656,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,333.42193398083225,1.4877426159523737,0.11630255148362055,1.6040451674359941,S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01
Q2-005,2,C,S006,O01,1209.4219339808324,1561.5538679616648,1561.5538679616648,0.0,0.0,0.0,3186.208178413656,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,352.1319339808323,0.9803717472042017,0.013570950271987913,0.9939426974761897,
Q2-006,1,C,O01,S001,480.0,786.2695386645796,1182.2695386645796,73.0,0.0,0.0,3053.9788435184996,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,306.26953866457967,1.7708461884717503,0.07861420467688243,1.8494603931486329,S001-MED-01;S001-WAT-02;S001-WAT-04;S001-WAT-05;S001-WAT-07;S001-WAT-08
Q2-006,2,C,S001,O01,1182.2695386645796,1494.1690773291593,1494.1690773291593,0.0,0.0,0.0,3053.9788435184996,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,311.89953866457967,0.9396857980056922,0.02356011173852285,0.963245909744215,
Q2-007,1,C,O01,S001,1974.1690773291593,2280.438615993739,2532.438615993739,76.0,48.0,0.11600000000000002,3053.9788435184996,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,306.26953866457967,1.8740717899833972,0.0802646078541438,1.954336397837541,S001-WAT-01;S001-WAT-06
Q2-007,2,C,S001,S002,2532.438615993739,2918.115476880019,3242.115476880019,48.0,0.0,2.7755575615628914e-17,4360.597539148686,259.2448425292969,309.2448425292969,125.24484252929688,89.74484252929688,385.6768608862796,1.7895698968232272,0.0558865970773697,1.8454564939005969,S002-WAT-01;S002-WAT-02;S002-WAT-04;S002-HYG-01
Q2-007,3,C,S002,O01,3242.115476880019,3862.6116692876494,3862.6116692876494,0.0,0.0,2.7755575615628914e-17,7411.310455084183,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,620.4961924076304,2.2804032169489794,0.023665309298515323,2.304068526247495,
Q2-008,1,B,O01,S012,1945.3795658311296,2586.6797412032224,2826.6797412032224,25.0,0.0,6.938893903907228e-18,7390.491686977874,363.3009948730469,413.3009948730469,285.6009948730469,133.50099487304686,641.3001753720927,1.5665047613829706,0.09728283887863161,1.663787600261602,S012-WAT-01;S012-MED-01;S012-FOD-01
Q2-008,2,B,S012,O01,2826.6797412032224,3478.1199165753146,3478.1199165753146,0.0,0.0,6.938893903907228e-18,7390.491686977874,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,651.4401753720927,1.055784526711125,0.0328421718290117,1.0886266985401367,
Q2-009,1,C,O01,S007,2071.5538679616648,2609.2970966266817,2933.2970966266817,70.0,31.0,0.066,4534.460566816074,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,537.7432286650169,2.4946874236812437,0.20346597477906547,2.698153398460309,S007-MED-01;S007-WAT-01;S007-WAT-02;S007-FOD-01
Q2-009,2,C,S007,S003,2933.2970966266817,3176.560611551647,3464.560611551647,31.0,0.0,6.938893903907228e-18,2734.2616228002607,360.6993408203125,410.6993408203125,62.1993408203125,72.1993408203125,243.2635149249653,0.9668977182943452,0.02375258924569024,0.9906503075400355,S003-MED-01;S003-WAT-02;S003-WAT-04
Q2-009,3,C,S003,O01,3464.560611551647,4255.146286353981,4255.146286353981,0.0,0.0,6.938893903907228e-18,7263.1792565565,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,790.5856748023344,2.234824386632769,0.059075574973424284,2.2938999616061935,
Q2-010,1,B,O01,S001,2259.7564163815437,2547.429853361553,2787.429853361553,25.0,0.0,6.938893903907228e-18,3053.9788435184996,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,287.67343698000934,0.6473280266269935,0.049512095317840586,0.6968401219448341,S001-MED-02;S001-WAT-03;S001-FOD-03
Q2-010,2,B,S001,O01,2787.429853361553,3078.8566236748957,3078.8566236748957,0.0,0.0,6.938893903907228e-18,3053.9788435184996,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,291.4267703133427,0.4362826919312142,0.021908544535107082,0.4581912364663213,
Q2-011,1,B,O01,S008,3468.8566236748957,4129.999008171728,4339.999008171728,20.0,3.0,0.012000000000000007,8079.033112423187,322.9093322753906,372.9093322753906,245.20933227539064,102.00933227539065,661.1423844968323,1.5053144808766865,0.07888418276151021,1.5841986636381966,S008-MED-01;S008-WAT-01
Q2-011,2,B,S008,S015,4339.999008171728,4842.82262497078,5022.82262497078,3.0,0.0,6.938893903907228e-18,3928.8940469076606,660.450927734375,710.450927734375,439.550927734375,235.950927734375,502.8236167990524,0.5689817710306947,0.11312331515163847,0.6821050861823331,S015-MED-01
