drone_id,model_id,trip_count,operation_time_s,last_return_s,utilization,energy_kwh,total_weight_kg
U01,A,1,2463.451171663915,2463.451171663915,0.2499421300372655,3.371662310585266,20.0
U02,A,1,1612.1137376764395,1612.1137376764395,0.1635653046798683,2.025445644149036,22.0
U03,A,0,0,0.0,0.0,0,0
U04,A,0,0,0.0,0.0,0,0
U05,B,4,7704.6220820030085,7704.6220820030085,0.7817121266533085,10.285098708988968,103.0
U06,B,4,7191.96267677303,7191.96267677303,0.7296976255336167,8.540376898935863,95.0
U07,C,4,9743.492346822342,9743.492346822342,0.9885762133948304,20.961348487343535,235.0
U08,C,4,9856.086172013589,9856.086172013589,1.0,21.427844537505326,283.0
